Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
TS047_RoL_RNA_136_1 - polya	(1, 0.0033490339643007542)	(2, 0.007074941315888549)	(3, 0.00961883668007608)	(4, 0.012423973824087579)	(5, 0.014890781449966396)	(6, 0.017109195252406027)	(7, 0.019815831397467506)	(8, 0.023511760184157467)	(9, 0.027892913311369325)	(10, 0.03513059540813182)	(12, 0.04041752946047106)	(14, 0.04588433490219729)	(16, 0.05080510219757013)	(18, 0.05557383534238969)	(20, 0.060567407723942986)	(22, 0.0658329285156409)	(24, 0.0707429891806931)	(26, 0.07679223531186294)	(28, 0.08265946872758165)	(30, 0.08853098479542862)	(32, 0.094817918119717)	(34, 0.10001705780342687)	(36, 0.10452454916842245)	(38, 0.1095009909414627)	(40, 0.11499563362202264)	(42, 0.12039177530363254)	(44, 0.12540890227189128)	(46, 0.13091425158277187)	(48, 0.13645386211067856)	(50, 0.1419699180518798)	(52, 0.14682430423926457)	(54, 0.1518414312075233)	(56, 0.15655448987467546)	(58, 0.1614966704306896)	(60, 0.1666080157457701)	(62, 0.17212407168697136)	(64, 0.1777086500622248)	(66, 0.18249237248949327)	(68, 0.18730607348165956)	(70, 0.1923232004499183)	(72, 0.19695274740056934)	(74, 0.20168507800229868)	(76, 0.20653089888542692)	(78, 0.21093774792540837)	(80, 0.21530177044410717)	(82, 0.21992489341656582)	(84, 0.22405979404640264)	(86, 0.22834887015285685)	(88, 0.23243452028321865)	(90, 0.23333601855621774)
TS047_RoL_RNA_136_2 - polya	(1, 0.013700204158309606)	(2, 0.01781583285356923)	(3, 0.01968735183361965)	(4, 0.02190576563605928)	(5, 0.023490346923516158)	(6, 0.025083493515229562)	(7, 0.02669377071545601)	(8, 0.03138755744803098)	(9, 0.03685222156369308)	(10, 0.04385007514127291)	(12, 0.04850103535256527)	(14, 0.05458240137469707)	(16, 0.05986077012277978)	(18, 0.06551172960602127)	(20, 0.07169373795316723)	(22, 0.07788217027850558)	(24, 0.08353955373993946)	(26, 0.09061663638189214)	(28, 0.09653954427527825)	(30, 0.10337037441985589)	(32, 0.11027829230274222)	(34, 0.11664445469140344)	(36, 0.12334680527213321)	(38, 0.12950097638044544)	(40, 0.13489283540992714)	(42, 0.14086927645491648)	(44, 0.1468735547387396)	(46, 0.15234250150652995)	(48, 0.15759731566790725)	(50, 0.16343885317085638)	(52, 0.17008767059998287)	(54, 0.17594848003750918)	(56, 0.18147095995690282)	(58, 0.18682213379116597)	(60, 0.19217759027755738)	(62, 0.19707908563835308)	(64, 0.20285638335937828)	(66, 0.2087664432963796)	(68, 0.21419256354288735)	(70, 0.2197985551787821)	(72, 0.22486493264651586)	(74, 0.2299591473530833)	(76, 0.23484351210536591)	(78, 0.24000624924598557)	(80, 0.24531031390683783)	(82, 0.25050517093841945)	(84, 0.25532315458271404)	(86, 0.2607556988074141)	(88, 0.2660511981640099)	(90, 0.26735740706312977)
TS047_RoL_RNA_142_1 - polya	(1, 0.0036067785452476666)	(2, 0.007366224965426452)	(3, 0.011598941797891702)	(4, 0.014816417262065017)	(5, 0.017934658607533106)	(6, 0.020396428090797388)	(7, 0.024167324601596006)	(8, 0.028533625824625986)	(9, 0.03394188529406084)	(10, 0.04230426814341284)	(12, 0.04799687152990691)	(14, 0.053905118289741184)	(16, 0.05939734509038816)	(18, 0.06484758822542908)	(20, 0.07079209360555949)	(22, 0.07675186577318302)	(24, 0.08304369056878172)	(26, 0.08929734839564765)	(28, 0.09592504251609482)	(30, 0.10244205242721693)	(32, 0.10882738629621094)	(34, 0.1147890668122711)	(36, 0.1206247963315131)	(38, 0.12641472548827576)	(40, 0.13232488059654668)	(42, 0.13921974349812327)	(44, 0.1450860065923515)	(46, 0.15097135317094612)	(48, 0.15742538758365912)	(50, 0.1642878085618129)	(52, 0.1708601605775975)	(54, 0.17706610969354747)	(56, 0.18423768311843675)	(58, 0.19007341263767874)	(60, 0.1968079742705777)	(62, 0.20342421830040502)	(64, 0.20911300499002583)	(66, 0.21440676355326233)	(68, 0.22015852574129222)	(70, 0.2256164022700797)	(72, 0.2305418495850449)	(74, 0.23551882230779936)	(76, 0.2407839556444863)	(78, 0.24565787755166224)	(80, 0.2502340971027225)	(82, 0.2550450435114894)	(84, 0.26003919137017356)	(86, 0.26509631472726686)	(88, 0.26984046894075137)	(90, 0.27089769397464936)
TS047_RoL_RNA_142_2 - polya	(1, 0.012866085159819983)	(2, 0.016602631398759102)	(3, 0.018198010691789286)	(4, 0.020571996146968172)	(5, 0.02216355874312508)	(6, 0.023850538761113937)	(7, 0.02580468756023225)	(8, 0.033346480581829485)	(9, 0.040758505909735274)	(10, 0.04754268460198684)	(12, 0.051996769853102205)	(14, 0.05758250572714449)	(16, 0.06250604469367305)	(18, 0.06790857911779799)	(20, 0.07352294021838987)	(22, 0.0795609546719156)	(24, 0.0848241796601659)	(26, 0.09115798812137066)	(28, 0.09718073578740327)	(30, 0.10282372211454473)	(32, 0.10928348157256765)	(34, 0.11591117569301483)	(36, 0.12249879449629258)	(38, 0.12951579169781408)	(40, 0.13455192322210435)	(42, 0.1410021409379441)	(44, 0.14679207009470674)	(46, 0.1523663558781292)	(48, 0.15745019611333544)	(50, 0.16335080947942315)	(52, 0.17028765604660584)	(54, 0.17526844546623355)	(56, 0.18037900257955275)	(58, 0.18554681014597108)	(60, 0.19044744893125998)	(62, 0.1957946412507224)	(64, 0.20172960488866964)	(66, 0.2076378516485039)	(68, 0.21317397046319359)	(70, 0.21924442684014217)	(72, 0.22441986780030707)	(74, 0.22966019260731768)	(76, 0.2343814466395625)	(78, 0.23948818705600844)	(80, 0.24466553636460997)	(82, 0.25001463703250904)	(84, 0.25497061792246045)	(86, 0.2602567430919504)	(88, 0.2650734145460272)	(90, 0.2663901749673081)
TS047_RoL_RNA_145_1 - polya	(1, 0.003130361994647357)	(2, 0.006639952865298248)	(3, 0.009915111339874227)	(4, 0.012911019460302148)	(5, 0.015348426872433957)	(6, 0.017647932875109934)	(7, 0.020523177262264002)	(8, 0.024487842784119137)	(9, 0.029252336480818087)	(10, 0.037764300979479234)	(12, 0.04317520753300239)	(14, 0.04884467922925523)	(16, 0.054078037718104)	(18, 0.059444126313554016)	(20, 0.0650860177279157)	(22, 0.07062620685280369)	(24, 0.07618018611863728)	(26, 0.08196515024530937)	(28, 0.0887792036400456)	(30, 0.09538985245583448)	(32, 0.1015695593670739)	(34, 0.1076027460307665)	(36, 0.11276543004726916)	(38, 0.11830561917215715)	(40, 0.12434914844155892)	(42, 0.13075811644601865)	(44, 0.13597423725868546)	(46, 0.14192123554146815)	(48, 0.14772516111194045)	(50, 0.15417894707447333)	(52, 0.16007767986394647)	(54, 0.16646251512175142)	(56, 0.17256982379302654)	(58, 0.17797900657893148)	(60, 0.18402253584833328)	(62, 0.19079177128499636)	(64, 0.19636815952986653)	(66, 0.20104301731041918)	(68, 0.2062470717497586)	(70, 0.21164763569757256)	(72, 0.21606392833539553)	(74, 0.22103527414627822)	(76, 0.22550327981264714)	(78, 0.22997990431710705)	(80, 0.23475129308427878)	(82, 0.2396295554437788)	(84, 0.24433026973860444)	(86, 0.24822253702049524)	(88, 0.2518458965539472)	(90, 0.25278362613824684)
TS047_RoL_RNA_145_2 - polya	(1, 0.012324938470114868)	(2, 0.01656540681088166)	(3, 0.018271936752897566)	(4, 0.020319772683316653)	(5, 0.022098700865296868)	(6, 0.02372938503211207)	(7, 0.025501418143619493)	(8, 0.03163113579393117)	(9, 0.038043551333627294)	(10, 0.04461800102943402)	(12, 0.04924459331667714)	(14, 0.05503300497858564)	(16, 0.060002627021850136)	(18, 0.0652377092783171)	(20, 0.07125882956868232)	(22, 0.07722996059811979)	(24, 0.08307870412666521)	(26, 0.08966522019579931)	(28, 0.09494339664272122)	(30, 0.10018537396966101)	(32, 0.10716835659098062)	(34, 0.11377728163915131)	(36, 0.11983287728188048)	(38, 0.1264090507453054)	(40, 0.13133385483049675)	(42, 0.13769110980641056)	(44, 0.1433605815026634)	(46, 0.14899213031131586)	(48, 0.15431167718107455)	(50, 0.16044828990185903)	(52, 0.16732267516323218)	(54, 0.1722819546007875)	(56, 0.17738775428588963)	(58, 0.18269695854993911)	(60, 0.18793548834164248)	(62, 0.1936928721864234)	(64, 0.20044831748214093)	(66, 0.20586784287375504)	(68, 0.21107017354547625)	(70, 0.21669827481889237)	(72, 0.22175753277830315)	(74, 0.22712534514137134)	(76, 0.23251039518062155)	(78, 0.23819710455305637)	(80, 0.24358215459230653)	(82, 0.2485310914241527)	(84, 0.25351622737598095)	(86, 0.25889955364761297)	(88, 0.2641018843193341)	(90, 0.26542229031487374)
TS047_RoL_RNA_146_1 - polya	(1, 0.003154353930364509)	(2, 0.0071615029212346625)	(3, 0.011033653466233266)	(4, 0.014204470621704062)	(5, 0.016693710257774594)	(6, 0.01891953829214454)	(7, 0.021873040876212353)	(8, 0.026117260308613034)	(9, 0.03087842500935111)	(10, 0.0388515649283257)	(12, 0.044052297739401634)	(14, 0.04950821053962501)	(16, 0.05458876180742504)	(18, 0.06043979201019929)	(20, 0.06646533239910019)	(22, 0.07228837511919375)	(24, 0.07788587165533119)	(26, 0.08420116480610272)	(28, 0.0906053593724482)	(30, 0.09655022995832828)	(32, 0.10230906610050733)	(34, 0.10790491631413414)	(36, 0.11348759594767592)	(38, 0.11895997197300559)	(40, 0.12439118993556952)	(42, 0.1302965487811945)	(44, 0.13575410790392853)	(46, 0.14191464673870097)	(48, 0.14767512920339063)	(50, 0.15348994031093105)	(52, 0.15877957453758093)	(54, 0.1639654904460612)	(56, 0.16927981951037052)	(58, 0.1753053598992714)	(60, 0.18120084080983262)	(62, 0.18690534830916095)	(64, 0.19206492305747114)	(66, 0.1971174868425905)	(68, 0.2030804669760875)	(70, 0.20842113720056687)	(72, 0.21306870564807157)	(74, 0.21816242749595663)	(76, 0.22290877529409905)	(78, 0.2275530510965825)	(80, 0.23166391840562225)	(82, 0.23587356506529975)	(84, 0.24025113662106135)	(86, 0.2444081009603987)	(88, 0.24786702455522952)	(90, 0.24870664903565012)
TS047_RoL_RNA_146_2 - polya	(1, 0.011906204396866455)	(2, 0.01586725635743901)	(3, 0.017533334738195207)	(4, 0.019594530521502288)	(5, 0.02135938825289621)	(6, 0.02296949166829104)	(7, 0.024750812624791247)	(8, 0.03185304793564328)	(9, 0.0384317526881154)	(10, 0.045303502847479415)	(12, 0.04924644526043505)	(14, 0.054157425309640336)	(16, 0.05808390449748969)	(18, 0.0627611067501857)	(20, 0.06796677852879351)	(22, 0.07346714203680386)	(24, 0.07832543976566904)	(26, 0.08334672342308644)	(28, 0.0886001385545025)	(30, 0.0935127649262184)	(32, 0.09952842738005553)	(34, 0.10525927603955387)	(36, 0.11112676946743441)	(38, 0.11748157435846104)	(40, 0.12250285801587846)	(42, 0.12846583814937546)	(44, 0.13373407018338718)	(46, 0.1385331003018697)	(48, 0.14345231196362812)	(50, 0.14867115432232098)	(52, 0.154416819884415)	(54, 0.1593409705137053)	(56, 0.16436390049363334)	(58, 0.1689456160407129)	(60, 0.17359647713323884)	(62, 0.17815679048768024)	(64, 0.18356331361258477)	(66, 0.18883648461412833)	(68, 0.19370136763303603)	(70, 0.19934331487696044)	(72, 0.20465435129624848)	(74, 0.2097958164969418)	(76, 0.21394290290121537)	(78, 0.2185970566387626)	(80, 0.22357388958839303)	(82, 0.22792841262900582)	(84, 0.2321545225137896)	(86, 0.23703751508031418)	(88, 0.2420242259650084)	(90, 0.24314207894972525)
TS047_RoL_RNA_16_1 - polya	(1, 0.003262880028966608)	(2, 0.0076021305720166375)	(3, 0.011367316840888842)	(4, 0.014444470192915566)	(5, 0.01858110981566754)	(6, 0.020915356459934725)	(7, 0.024060046785394133)	(8, 0.02942501511245307)	(9, 0.035233194827664)	(10, 0.04396234864383858)	(12, 0.0495425910737142)	(14, 0.05585518755925051)	(16, 0.0611863873995931)	(18, 0.06643949761440415)	(20, 0.07207250330477405)	(22, 0.07751556125736453)	(24, 0.08298605610541204)	(26, 0.0890221731059583)	(28, 0.09524190625302464)	(30, 0.1023565042980741)	(32, 0.10889492753852593)	(34, 0.11548611403947207)	(36, 0.12229257464323488)	(38, 0.1292763198022585)	(40, 0.13655764975046988)	(42, 0.14401626425394204)	(44, 0.15025710270520615)	(46, 0.15577613975290838)	(48, 0.16134371900026537)	(50, 0.16752124153893633)	(52, 0.1739520277279798)	(54, 0.18076481992300192)	(56, 0.18770424394321034)	(58, 0.19416879861897018)	(60, 0.2008591800496456)	(62, 0.2071190132746876)	(64, 0.21301372473710917)	(66, 0.21826894548234)	(68, 0.2233405500810507)	(70, 0.22904953486653237)	(72, 0.2342583239425282)	(74, 0.23975625568603276)	(76, 0.24718321223320838)	(78, 0.2534831455362261)	(80, 0.2589114297758781)	(82, 0.2637002232983395)	(84, 0.2677271153392633)	(86, 0.272180334524981)	(88, 0.2766187799977603)	(90, 0.27766560308596694)
TS047_RoL_RNA_16_2 - polya	(1, 0.016394600300784355)	(2, 0.021075756771837352)	(3, 0.023735025100749336)	(4, 0.026588462228280287)	(5, 0.028715876891409874)	(6, 0.03112188156994929)	(7, 0.03337592805826516)	(8, 0.04034489950435037)	(9, 0.04729698670707742)	(10, 0.05528323381549245)	(12, 0.0610977451219627)	(14, 0.06869565463313979)	(16, 0.07560131016663187)	(18, 0.08319710914738918)	(20, 0.09074436592849178)	(22, 0.09903452941735388)	(24, 0.1063876173998375)	(26, 0.11486983915689881)	(28, 0.12298482862091992)	(30, 0.13055108017580042)	(32, 0.13922747073148073)	(34, 0.14684437501643577)	(36, 0.15415314186010415)	(38, 0.1622871260979032)	(40, 0.1694270505079899)	(42, 0.17737319753842928)	(44, 0.1847410592338513)	(46, 0.19224610540655845)	(48, 0.19993054666494617)	(50, 0.20727941358659024)	(52, 0.2155885718492303)	(54, 0.22246679048726534)	(56, 0.22885747659833316)	(58, 0.23603539055597578)	(60, 0.24330405732166852)	(62, 0.25027091823733394)	(64, 0.2582719390586874)	(66, 0.26571789037964094)	(68, 0.27304987305792683)	(70, 0.28031220823236025)	(72, 0.2871144477752835)	(74, 0.2946912519822629)	(76, 0.30124444893565316)	(78, 0.30815643606040455)	(80, 0.31513596015858863)	(82, 0.32168493605113935)	(84, 0.3282972278562832)	(86, 0.3352450939981707)	(88, 0.34241034477329463)	(90, 0.3441093217612106)
TS047_RoL_RNA_16_2 - polyg	(1, 0.06853314379081739)	(2, 0.0836318784138621)	(3, 0.08773474954989773)	(4, 0.09118757731664376)	(5, 0.09181651538173564)	(6, 0.09218374767477587)	(7, 0.09262273800208833)	(8, 0.09301951772100535)	(9, 0.09341629743992239)	(10, 0.09378775079380215)	(12, 0.09430272021622638)	(14, 0.09464884720506889)	(16, 0.09489366873376237)	(18, 0.09535376436527254)	(20, 0.0972764575776843)	(22, 0.0977787638175899)	(24, 0.0982283067970012)	(26, 0.0986715181851532)	(28, 0.09909151373868771)	(30, 0.09954949883977812)	(32, 0.10001170500170806)	(34, 0.10030506873005629)	(36, 0.10060476404966381)	(38, 0.10091712255179)	(40, 0.10119360203678004)	(42, 0.10138354977455948)	(44, 0.10164525554661114)	(46, 0.10192595609244073)	(48, 0.10214334072567718)	(50, 0.10236494641975319)	(52, 0.1025992152963478)	(54, 0.1028355947033622)	(56, 0.10306142145827775)	(58, 0.1032197112397606)	(60, 0.10336322730830506)	(62, 0.1035447329244054)	(64, 0.1036924700537894)	(66, 0.10388241779156883)	(68, 0.10412723932026231)	(70, 0.10435095554475808)	(72, 0.10455145593463637)	(74, 0.10469286147276105)	(76, 0.1049693409577511)	(78, 0.10521627301686437)	(80, 0.10541466287632287)	(82, 0.10562571591830001)	(84, 0.10578822676062241)	(86, 0.10600139033301934)	(88, 0.10616179064492196)	(90, 0.10627364875716984)
TS047_RoL_RNA_170_1 - polya	(1, 0.0033145658946735507)	(2, 0.006261276929541041)	(3, 0.009091823271838197)	(4, 0.01134154615128368)	(5, 0.0139513795776972)	(6, 0.015763548781794423)	(7, 0.0184624418058452)	(8, 0.022210689219448)	(9, 0.02626096483373367)	(10, 0.03281265349470055)	(12, 0.03708751418128887)	(14, 0.04176895129187336)	(16, 0.04606898099518525)	(18, 0.05026446247518383)	(20, 0.054256655743184334)	(22, 0.05856830191575326)	(24, 0.06300772925014955)	(26, 0.06733486404839452)	(28, 0.07228735210830979)	(30, 0.07726307310673913)	(32, 0.08243627408253804)	(34, 0.08744297233231946)	(36, 0.09280397289444041)	(38, 0.0974176472676922)	(40, 0.10254051021004396)	(42, 0.10770015863837634)	(44, 0.1123738514361228)	(46, 0.1166409678098731)	(48, 0.12083451321166218)	(50, 0.12502418645703225)	(52, 0.12957397024937037)	(54, 0.13460002928124684)	(56, 0.13945571343068683)	(58, 0.1434769478718299)	(60, 0.14787958972024562)	(62, 0.1522415739262617)	(64, 0.15645835226656485)	(66, 0.16112042859505427)	(68, 0.16572635865546803)	(70, 0.16993345660472364)	(72, 0.17399147653184732)	(74, 0.17808047371032315)	(76, 0.18297100726753424)	(78, 0.18685478015580242)	(80, 0.19089731145725006)	(82, 0.19471525768639508)	(84, 0.19869389840692903)	(86, 0.20209171566461132)	(88, 0.2051720160959347)	(90, 0.20591353405017532)
TS047_RoL_RNA_170_2 - polya	(1, 0.008960169953591819)	(2, 0.011597108474938417)	(3, 0.012956235378011332)	(4, 0.014311490124665238)	(5, 0.015507986458139686)	(6, 0.016507002814244564)	(7, 0.017757709337585168)	(8, 0.021231033645438175)	(9, 0.02509931790803032)	(10, 0.02912829666201143)	(12, 0.032477711964456084)	(14, 0.03650669071843719)	(16, 0.040086499327813004)	(18, 0.044245195321830987)	(20, 0.048332256422097264)	(22, 0.0526477747510852)	(24, 0.05685680877855033)	(26, 0.06129042787831811)	(28, 0.06561369052014407)	(30, 0.07036482644627076)	(32, 0.07567161681852555)	(34, 0.08055827821931763)	(36, 0.08517582474898844)	(38, 0.08989404734555352)	(40, 0.09379524493770727)	(42, 0.0983508369646739)	(44, 0.10269926862322343)	(46, 0.10669146189122392)	(48, 0.11087532690196547)	(50, 0.1154309189289321)	(52, 0.12022852073208692)	(54, 0.12404840303944144)	(56, 0.1283406884299153)	(58, 0.13238321973136297)	(60, 0.13606757656405205)	(62, 0.13995328553052977)	(64, 0.1449251343725401)	(66, 0.14897540998682576)	(68, 0.15325027067341407)	(70, 0.15816210109092974)	(72, 0.16230530845927166)	(74, 0.1665182146431558)	(76, 0.17059172319595556)	(78, 0.1751221462061986)	(80, 0.17954414883670933)	(82, 0.18353246994829084)	(84, 0.18742011499297803)	(86, 0.19200087603666824)	(88, 0.19628348103609458)	(90, 0.19732509111280858)
TS047_RoL_RNA_175_1 - polya	(1, 0.0034603417865008484)	(2, 0.007400958542231622)	(3, 0.01070776980578192)	(4, 0.013573672900858846)	(5, 0.016518309597448873)	(6, 0.018439409474368573)	(7, 0.021608436935270942)	(8, 0.026021455300080328)	(9, 0.030918685314195296)	(10, 0.040994617967834567)	(12, 0.047041358564040826)	(14, 0.052796784834648613)	(16, 0.05816051143772871)	(18, 0.06395136782901739)	(20, 0.0699449632442023)	(22, 0.07709200592155417)	(24, 0.08357374966612033)	(26, 0.09185258786522303)	(28, 0.09943660203097263)	(30, 0.10620769176109943)	(32, 0.11283902934854047)	(34, 0.11939163333446841)	(36, 0.1253340519086698)	(38, 0.13133158400393039)	(40, 0.13724447747756435)	(42, 0.14352151385819645)	(44, 0.15241053746902572)	(46, 0.1596245037076637)	(48, 0.16544685353955763)	(50, 0.17135581033311598)	(52, 0.17721162194565293)	(54, 0.18326820424204837)	(56, 0.18948225374146993)	(58, 0.1963340454131477)	(60, 0.20189263767997273)	(62, 0.20815589568034)	(64, 0.2142124779767354)	(66, 0.22003089112855367)	(68, 0.2256760903570431)	(70, 0.23094139995823182)	(72, 0.23625394972032843)	(74, 0.2416176763234085)	(76, 0.24765063853935)	(78, 0.2523372561694174)	(80, 0.2566616992325245)	(82, 0.26110030601782563)	(84, 0.26571409506649346)	(86, 0.2699735829083523)	(88, 0.2743196777118756)	(90, 0.2753274678112433)
TS047_RoL_RNA_175_2 - polya	(1, 0.010593606083587922)	(2, 0.013868923906532979)	(3, 0.015455405977021991)	(4, 0.017278088852050313)	(5, 0.018726787119891394)	(6, 0.020297522470077788)	(7, 0.022033598383441693)	(8, 0.027013498679145417)	(9, 0.032516977424911275)	(10, 0.037947627589277506)	(12, 0.041835099163986936)	(14, 0.046870112980749834)	(16, 0.050968196939506806)	(18, 0.055241463161630436)	(20, 0.06016034491616151)	(22, 0.06536660431621541)	(24, 0.07037209303241088)	(26, 0.07621215792464525)	(28, 0.08110938793876021)	(30, 0.08608535155438829)	(32, 0.09227971765343163)	(34, 0.09823788294793563)	(36, 0.10315676470246671)	(38, 0.1082488603803266)	(40, 0.11291185792994009)	(42, 0.11799608024764867)	(44, 0.12269253957790523)	(46, 0.1273830938880483)	(48, 0.13194373775569473)	(50, 0.13699252995272243)	(52, 0.14249994537856395)	(54, 0.14683619848189805)	(56, 0.15124921684670745)	(58, 0.1564751596471396)	(60, 0.1614668699830703)	(62, 0.1664448019387362)	(64, 0.17179081348147585)	(66, 0.17704628138247544)	(68, 0.18200256159772524)	(70, 0.18727574455906526)	(72, 0.19166711118345853)	(74, 0.19691273738426898)	(76, 0.20134347080941883)	(78, 0.20643556648727873)	(80, 0.21111037407711916)	(82, 0.2155174874218151)	(84, 0.21972383008265256)	(86, 0.22444784617343871)	(88, 0.22902817344146342)	(90, 0.23021311414423562)
TS047_RoL_RNA_177_1 - polya	(1, 0.003260804765786475)	(2, 0.0071978324028492795)	(3, 0.010487677414641487)	(4, 0.013055664882862642)	(5, 0.016092444893747754)	(6, 0.018038141376131796)	(7, 0.020879936878121282)	(8, 0.025074178122663427)	(9, 0.030002722730493366)	(10, 0.03842231976886951)	(12, 0.04396070954281982)	(14, 0.04941612718532518)	(16, 0.054014857570661455)	(18, 0.0584538666029662)	(20, 0.06372259694972042)	(22, 0.0697567452090543)	(24, 0.07489272014549661)	(26, 0.08086256500296066)	(28, 0.08668098572053767)	(30, 0.09195801328043639)	(32, 0.0972786012093437)	(34, 0.10252866282652282)	(36, 0.10762107739395654)	(38, 0.11323206778292116)	(40, 0.1192102098535297)	(42, 0.12557209803207114)	(44, 0.13277200473820655)	(46, 0.1387439238989567)	(48, 0.14394627654055497)	(50, 0.14916729791172834)	(52, 0.15433023879089028)	(54, 0.1594662137273326)	(56, 0.16530330317448472)	(58, 0.1707607951202762)	(60, 0.17627636755807913)	(62, 0.1817940142991682)	(64, 0.18678893661215412)	(66, 0.1918979456058768)	(68, 0.19652364193393268)	(70, 0.20129868809858947)	(72, 0.2059617218857956)	(74, 0.21044429128710893)	(76, 0.21608847052865154)	(78, 0.2211746621862269)	(80, 0.22565100867768184)	(82, 0.22982658119264887)	(84, 0.23380509489543416)	(86, 0.23770893367991897)	(88, 0.24165218422684015)	(90, 0.2426188095581738)
TS047_RoL_RNA_177_2 - polya	(1, 0.00948371462415761)	(2, 0.013047367669718146)	(3, 0.01449108275686025)	(4, 0.016316469648649117)	(5, 0.017884642932958644)	(6, 0.019461113430412662)	(7, 0.02120352819075658)	(8, 0.026443218291505078)	(9, 0.03174928609740953)	(10, 0.03731464181407945)	(12, 0.04136160752530681)	(14, 0.046335786805431475)	(16, 0.050424238582381306)	(18, 0.05501674605785921)	(20, 0.05999507394455611)	(22, 0.06571392810439919)	(24, 0.07063002689251238)	(26, 0.07590912875569722)	(28, 0.08086878791281903)	(30, 0.08624123342387943)	(32, 0.09218826094519611)	(34, 0.09821826059795775)	(36, 0.1037255358226162)	(38, 0.10991733113169548)	(40, 0.11480438967380295)	(42, 0.12017476088157725)	(44, 0.124999590325101)	(46, 0.1299882897282285)	(48, 0.13457872290042028)	(50, 0.13923968238434026)	(52, 0.14484652416673266)	(54, 0.14981655484028508)	(56, 0.15430327284817066)	(58, 0.15862819519973861)	(60, 0.1632559658310806)	(62, 0.1678837364624226)	(64, 0.17312964947302947)	(66, 0.17794203309683648)	(68, 0.18266937028591243)	(70, 0.18807293034626468)	(72, 0.19289153687993008)	(74, 0.19785534464362411)	(76, 0.2023316911350791)	(78, 0.20683292926596752)	(80, 0.21175110235736688)	(82, 0.21657800610417674)	(84, 0.2212223711618077)	(86, 0.22620277335179076)	(88, 0.2316125563220014)	(90, 0.23286958411339237)
TS047_RoL_RNA_200_1 - polya	(1, 0.0029616377058589377)	(2, 0.006604714175897808)	(3, 0.009350854152913519)	(4, 0.011770835405193535)	(5, 0.014942146576953991)	(6, 0.017030144841556606)	(7, 0.019860736631227095)	(8, 0.024333770570459472)	(9, 0.028798068115279286)	(10, 0.03612790302741985)	(12, 0.04100572324110099)	(14, 0.04655042156160778)	(16, 0.05112101190511378)	(18, 0.05572654782627004)	(20, 0.060591263448332336)	(22, 0.06597579453794214)	(24, 0.07103416690281626)	(26, 0.07605031336136299)	(28, 0.08151347200068587)	(30, 0.08724891493253363)	(32, 0.09242377255624193)	(34, 0.0973248898216899)	(36, 0.10225804053331727)	(38, 0.10748386045776552)	(40, 0.11311592272239795)	(42, 0.11889067942910225)	(44, 0.12436403052857312)	(46, 0.1295549048753711)	(48, 0.1341837378482942)	(50, 0.13961049484423138)	(52, 0.14471400524690375)	(54, 0.15056156524037942)	(56, 0.1566828655921154)	(58, 0.16184461862420485)	(60, 0.16718983593895811)	(62, 0.17374358781411597)	(64, 0.17837678898424536)	(66, 0.1832982911699893)	(68, 0.18833919074603828)	(70, 0.19342814049135637)	(72, 0.19776721638292943)	(74, 0.20204368144787915)	(76, 0.20754760992779397)	(78, 0.21197113763202186)	(80, 0.21605685808563058)	(82, 0.21999405983422576)	(84, 0.22379875960089704)	(86, 0.2274039783618148)	(88, 0.2307820508680059)	(90, 0.23148241848674642)
TS047_RoL_RNA_200_2 - polya	(1, 0.014406314386316779)	(2, 0.0181484033263647)	(3, 0.019948100575352727)	(4, 0.022315663461157365)	(5, 0.023655243937750394)	(6, 0.02512295819906102)	(7, 0.02709738333630031)	(8, 0.034517494324037355)	(9, 0.041460015750554274)	(10, 0.04827877158955988)	(12, 0.051843220509885685)	(14, 0.056319166580588914)	(16, 0.06041653556008107)	(18, 0.06498275770638079)	(20, 0.0697033228206358)	(22, 0.07512425555363128)	(24, 0.08033551482072526)	(26, 0.0854055357114828)	(28, 0.08978829357511868)	(30, 0.09495295873867898)	(32, 0.10120821713807426)	(34, 0.10749842111511979)	(36, 0.1129630358201781)	(38, 0.11781610291635697)	(40, 0.1220401496148313)	(42, 0.12760523285563408)	(44, 0.1335357885960291)	(46, 0.13778895660921198)	(48, 0.14209163085739934)	(50, 0.1468849992584257)	(52, 0.15265975596513004)	(54, 0.15740653026262272)	(56, 0.16195091142289103)	(58, 0.16642248929638798)	(60, 0.170662552717952)	(62, 0.17590293329975454)	(64, 0.1815422758930641)	(66, 0.18587407145596002)	(68, 0.1903092476860713)	(70, 0.19510698428430395)	(72, 0.19994985892033484)	(74, 0.20487427323754964)	(76, 0.20884496449805962)	(78, 0.21351747944304555)	(80, 0.218229308162888)	(82, 0.22216214171427687)	(84, 0.22627552741685872)	(86, 0.23065828528049462)	(88, 0.23498862477765514)	(90, 0.23607193768481297)
