Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
TS047_RoL_RNA_114_1 - polya	(1, 0.0028075133572033105)	(2, 0.006764837461200941)	(3, 0.010281283211366394)	(4, 0.013589634378523058)	(5, 0.016404201789387684)	(6, 0.01871087733663764)	(7, 0.0215889312304541)	(8, 0.025613268844234222)	(9, 0.030445295602234895)	(10, 0.0380495654491323)	(12, 0.04362403135498637)	(14, 0.049344868874312706)	(16, 0.054661861821528775)	(18, 0.06044089528356096)	(20, 0.06642625981518663)	(22, 0.07208713787839179)	(24, 0.07787146188066996)	(26, 0.08370340074516201)	(28, 0.09003794093302275)	(30, 0.09649769057337182)	(32, 0.10197516324138281)	(34, 0.10742441969474853)	(36, 0.11249452076381858)	(38, 0.11765103399023974)	(40, 0.12299977017893171)	(42, 0.12885992525806902)	(44, 0.13419278982602306)	(46, 0.1397055327623406)	(48, 0.14557803243538522)	(50, 0.15106608618388817)	(52, 0.15673225478733932)	(54, 0.1627793422885015)	(56, 0.16884759195064758)	(58, 0.1748382470225192)	(60, 0.180271631855147)	(62, 0.18643511124172085)	(64, 0.19208011768418803)	(66, 0.19717314442765738)	(68, 0.20290985356772168)	(70, 0.20845433974551514)	(72, 0.21338159622794356)	(74, 0.21817482569080698)	(76, 0.2228657713755814)	(78, 0.22782653461290103)	(80, 0.23243106814032433)	(82, 0.23725427733124832)	(84, 0.24176887167448985)	(86, 0.2458126079358386)	(88, 0.24961826988611796)	(90, 0.25273263457758843)
TS047_RoL_RNA_114_2 - illumina_universal_adapter	(1, 0.0001128648585810376)	(2, 0.00014460810005695443)	(3, 0.00029274322694456626)	(4, 0.0008641215735110692)	(5, 0.0014072837054323127)	(6, 0.0017070809860381937)	(7, 0.001961026917845528)	(8, 0.0022502431179594372)	(9, 0.0024900809424441422)	(10, 0.0029080336218770472)	(12, 0.0032007768488216135)	(14, 0.0034441417001369757)	(16, 0.0036416552026537915)	(18, 0.003832114651509292)	(20, 0.003992594372304205)	(22, 0.004135438958945831)	(24, 0.004250067330942197)	(26, 0.00432766192121666)	(28, 0.004445817320043685)	(30, 0.004606297040838597)	(32, 0.00472621595308095)	(34, 0.004907857834859807)	(36, 0.005091263230053994)	(38, 0.005269378085002193)	(40, 0.005597391580253333)	(42, 0.005962438857226377)	(44, 0.0065532158513614954)	(46, 0.007330925267521458)	(48, 0.008441938719178546)	(50, 0.009953269716115255)	(52, 0.012154134458445487)	(54, 0.015109782942536409)	(56, 0.01914999217705449)	(58, 0.02519178913797066)	(60, 0.033811842712097404)	(62, 0.046766612261102125)	(64, 0.06514418556224263)	(66, 0.09007673822815998)	(68, 0.12441234442461002)	(70, 0.1715316593687779)	(72, 0.23543080445979847)	(74, 0.31937580654286046)	(76, 0.4313694894967257)	(78, 0.5707540628174765)	(80, 0.7410248100942943)	(82, 0.9510116429977302)	(84, 1.2095532907654114)	(86, 1.5167961250108104)	(88, 1.869923814809647)	(90, 2.16361581197166)
TS047_RoL_RNA_114_2 - polya	(1, 0.011092499382417602)	(2, 0.014474918113018072)	(3, 0.01589278289894236)	(4, 0.017349444980003875)	(5, 0.019049471912380753)	(6, 0.020661323173991195)	(7, 0.0221603095770206)	(8, 0.026692539054415394)	(9, 0.032085363078490595)	(10, 0.03739706548546068)	(12, 0.041165693654018135)	(14, 0.04603828122057137)	(16, 0.05035536206129606)	(18, 0.05545191583159604)	(20, 0.06124505740095086)	(22, 0.06698000302759984)	(24, 0.07203423247593192)	(26, 0.07810248213807802)	(28, 0.08361522507439559)	(30, 0.0886341842544211)	(32, 0.09506571768012491)	(34, 0.10158895380342581)	(36, 0.10791643993762523)	(38, 0.11391943960340417)	(40, 0.11879908122361872)	(42, 0.12514596600538674)	(44, 0.13110311432236715)	(46, 0.13657529645013214)	(48, 0.14204218803765117)	(50, 0.1481315998607812)	(52, 0.1546054576084529)	(54, 0.15959267354700252)	(56, 0.16429596382568418)	(58, 0.16893224059458334)	(60, 0.17373252411110812)	(62, 0.1790371724644169)	(64, 0.18470686809469872)	(66, 0.1897681515966921)	(68, 0.19452434727783363)	(70, 0.2001041037239337)	(72, 0.2050860291222373)	(74, 0.2102813396437957)	(76, 0.21474302858457733)	(78, 0.21979373100607874)	(80, 0.2247703658641364)	(82, 0.22937489939155964)	(84, 0.2339653248116603)	(86, 0.23890668940141135)	(88, 0.24354472968372587)	(90, 0.2472445808290855)
TS047_RoL_RNA_116_1 - illumina_universal_adapter	(1, 0.00010631447265432292)	(2, 0.0001097439717722043)	(3, 0.00027435992943051075)	(4, 0.001169459199197552)	(5, 0.0017593330474731503)	(6, 0.002078276465436119)	(7, 0.002407508380752732)	(8, 0.0025995603313540895)	(9, 0.0028087597775448537)	(10, 0.0032991781514018917)	(12, 0.003604403572893335)	(14, 0.0038118882695251585)	(16, 0.004007369719244398)	(18, 0.0041977069202868145)	(20, 0.004376040874416646)	(22, 0.00450979134001402)	(24, 0.00460924681443258)	(26, 0.004710417038410082)	(28, 0.0048064430137107605)	(30, 0.0049058984881293205)	(32, 0.005063655447551864)	(34, 0.0052539926485942814)	(36, 0.005420323355811527)	(38, 0.005646670297591699)	(40, 0.005924459726140092)	(42, 0.0063222816238143326)	(44, 0.006943020964150863)	(46, 0.00787927422333248)	(48, 0.008974999191495584)	(50, 0.010701751997348859)	(52, 0.01320528635340227)	(54, 0.017188649578821498)	(56, 0.02249065521506612)	(58, 0.02984178657424487)	(60, 0.040656712042483806)	(62, 0.05653700770783356)	(64, 0.07846351031800819)	(66, 0.10826757240195636)	(68, 0.1489174254462044)	(70, 0.20329041921065483)	(72, 0.2773418789135086)	(74, 0.37654357039734554)	(76, 0.5051823675595173)	(78, 0.6667957987401186)	(80, 0.8657170360745926)	(82, 1.1085221441214768)	(84, 1.4041878368218255)	(86, 1.7547700988968091)	(88, 2.158365558336003)	(90, 2.4900049820333687)
TS047_RoL_RNA_116_1 - polya	(1, 0.003086549206093246)	(2, 0.006502330327503105)	(3, 0.009475706062706266)	(4, 0.012181580866714677)	(5, 0.014167260855967999)	(6, 0.01593002340255903)	(7, 0.01882109115893304)	(8, 0.022655271172724426)	(9, 0.027254229489803362)	(10, 0.034910586270473554)	(12, 0.040113136432299606)	(14, 0.045468299304871396)	(16, 0.050363909295647075)	(18, 0.05545671548570093)	(20, 0.06102793680269923)	(22, 0.0661001659980458)	(24, 0.07181199677887726)	(26, 0.07761127978721466)	(28, 0.08385639768087666)	(30, 0.0899386143664393)	(32, 0.09537094096916342)	(34, 0.10066094335849546)	(36, 0.10563714657854134)	(38, 0.11065793328711969)	(40, 0.11614170237661203)	(42, 0.12233366303394685)	(44, 0.12750020345503515)	(46, 0.1328073533399566)	(48, 0.13820709970106085)	(50, 0.14410240868469895)	(52, 0.1498605377036218)	(54, 0.15575756143681885)	(56, 0.16128248451572574)	(58, 0.16642844794210676)	(60, 0.1715589786224573)	(62, 0.17734797313344108)	(64, 0.18282488322469764)	(66, 0.18775478820665215)	(68, 0.19276357166831792)	(70, 0.19809987229574133)	(72, 0.2027382698526759)	(74, 0.20753442436903302)	(76, 0.2125054833404021)	(78, 0.21778005298370368)	(80, 0.22248189627431902)	(82, 0.22721117555787748)	(84, 0.23152205594905437)	(86, 0.23552942566829876)	(88, 0.23968769334872997)	(90, 0.24309318597278617)
TS047_RoL_RNA_116_2 - illumina_universal_adapter	(1, 0.00010631447265432292)	(2, 0.0001097439717722043)	(3, 0.000267500931194748)	(4, 0.0011317347089008568)	(5, 0.0017284675554122178)	(6, 0.0020474109733751864)	(7, 0.0023835018869275623)	(8, 0.00257555383752892)	(9, 0.002777894285483921)	(10, 0.003258024161987315)	(12, 0.00354267258877147)	(14, 0.0037638752818748194)	(16, 0.003955927232476177)	(18, 0.004144549683959654)	(20, 0.004326313137207367)	(22, 0.00446006360280474)	(24, 0.004561233826782241)	(26, 0.004674407297672327)	(28, 0.004777292271208768)	(30, 0.004876747745627329)	(32, 0.005020786708578346)	(34, 0.005212838659179705)	(36, 0.005394602112427418)	(38, 0.0056380965497969966)	(40, 0.00594503672084738)	(42, 0.00636686511234679)	(44, 0.0069944634509190836)	(46, 0.007956437953484812)	(48, 0.009072739916355203)	(50, 0.010826928715151531)	(52, 0.013366472811942694)	(54, 0.017354980286038747)	(56, 0.022612402433750907)	(58, 0.029985825537195886)	(60, 0.040809324753229535)	(62, 0.05673763340622963)	(64, 0.07879445698288376)	(66, 0.10845619485343984)	(68, 0.14910433314812896)	(70, 0.2035339136480244)	(72, 0.2775133538694027)	(74, 0.3763137939564475)	(76, 0.5044055860093172)	(78, 0.666061885928892)	(80, 0.8644858458912732)	(82, 1.1060889144973398)	(84, 1.4006297314870237)	(86, 1.7496532862129301)	(88, 2.151654028562309)	(90, 2.4836226841749913)
TS047_RoL_RNA_116_2 - polya	(1, 0.011979240418759675)	(2, 0.01568652896518945)	(3, 0.017596759973849383)	(4, 0.019633882449870927)	(5, 0.02115658005821026)	(6, 0.022682707165667476)	(7, 0.024260276759892913)	(8, 0.029246768477292445)	(9, 0.034418453147057576)	(10, 0.04069443653278051)	(12, 0.044847559964534864)	(14, 0.05018557534151724)	(16, 0.05477767466036042)	(18, 0.05927031850478503)	(20, 0.06452431115337931)	(22, 0.06995663775610342)	(24, 0.07472707102907641)	(26, 0.07978729697751041)	(28, 0.08478236244270465)	(30, 0.08983572939290287)	(32, 0.09564873039771181)	(34, 0.10052547814333913)	(36, 0.10575546429810825)	(38, 0.11153931456041521)	(40, 0.11649837028487169)	(42, 0.1219975721203945)	(44, 0.1276613899135756)	(46, 0.13307313952159244)	(48, 0.13782471054941708)	(50, 0.14318844716978357)	(52, 0.14871337024869047)	(54, 0.15363470148285024)	(56, 0.15863491119672132)	(58, 0.16325444650850754)	(60, 0.1679888700407428)	(62, 0.17312454496977017)	(64, 0.17810760718805183)	(66, 0.18320041337810566)	(68, 0.1878628174288654)	(70, 0.19308422983583984)	(72, 0.19799012832396914)	(74, 0.20313266225123228)	(76, 0.20801626899509537)	(78, 0.21305591794882206)	(80, 0.21842479881786536)	(82, 0.2232981170643748)	(84, 0.2275061124820153)	(86, 0.23288699659797119)	(88, 0.23840334592908335)	(90, 0.24210549022683633)
TS047_RoL_RNA_119_1 - illumina_universal_adapter	(1, 0.00012595517582775746)	(2, 0.00013435218754960797)	(3, 0.0003232849512912442)	(4, 0.0010328324417876113)	(5, 0.001515660615794015)	(6, 0.0017675709674495298)	(7, 0.0021622305183765034)	(8, 0.002342766270396289)	(9, 0.002523302022416075)	(10, 0.0028570832383596322)	(12, 0.003132085372250236)	(14, 0.0034301792883759284)	(16, 0.003642203834352654)	(18, 0.003803846309998276)	(20, 0.003923503727034645)	(22, 0.004024267867696852)	(24, 0.004110337237845819)	(26, 0.0041985058609252494)	(28, 0.004290872989865605)	(30, 0.00437484310708411)	(32, 0.004500798282911867)	(34, 0.004622554952878699)	(36, 0.004773701163872008)	(38, 0.005044504791901687)	(40, 0.0053824845137061695)	(42, 0.005877908205295349)	(44, 0.006520279602016912)	(46, 0.0074439508914204665)	(48, 0.008734991443654982)	(50, 0.010840542132908993)	(52, 0.013634647783354745)	(54, 0.0174678836343795)	(56, 0.023156859075933213)	(58, 0.030869514342452893)	(60, 0.04330968720837441)	(62, 0.060089015881562166)	(64, 0.0829246892591346)	(66, 0.11449115557450108)	(68, 0.1573620989204088)	(70, 0.21617057051438876)	(72, 0.2953690858219522)	(74, 0.4020909063008111)	(76, 0.5361743894753199)	(78, 0.7042489760998795)	(80, 0.9093942702234785)	(82, 1.1588841832501702)	(84, 1.4682993704298477)	(86, 1.835351646068307)	(88, 2.2551917358961795)	(90, 2.597464429943458)
TS047_RoL_RNA_119_1 - polya	(1, 0.002498110987250523)	(2, 0.005978672345957555)	(3, 0.008921824954466154)	(4, 0.011247797201418743)	(5, 0.013884458882079799)	(6, 0.015815771578105414)	(7, 0.01818792738952818)	(8, 0.021697878289261688)	(9, 0.025904781161908787)	(10, 0.03317029555423993)	(12, 0.037878919877267596)	(14, 0.042982203751222234)	(16, 0.04726048122350507)	(18, 0.05188513542931423)	(20, 0.056679829122490866)	(22, 0.061419942239475465)	(24, 0.06685700732937366)	(26, 0.07188471809783165)	(28, 0.07807961349562685)	(30, 0.08369511508461439)	(32, 0.08791041496898333)	(34, 0.09235243416984223)	(36, 0.09691830929359846)	(38, 0.10165212465179166)	(40, 0.10700521962447135)	(42, 0.11222186315667099)	(44, 0.11666598161046035)	(46, 0.12094425908274319)	(48, 0.12565498265870131)	(50, 0.131121437289626)	(52, 0.1361701405873886)	(54, 0.141540029583512)	(56, 0.14695190363824465)	(58, 0.15188514802483183)	(60, 0.1571332803509884)	(62, 0.1627424841811845)	(64, 0.1673356495930367)	(66, 0.17148167413070042)	(68, 0.17581663143210574)	(70, 0.18005502309870977)	(72, 0.1837308149799498)	(74, 0.18766691422456724)	(76, 0.1917184723803601)	(78, 0.19558109777241134)	(80, 0.19965364845750883)	(82, 0.2033336388446098)	(84, 0.2068498875031347)	(86, 0.21048789283162644)	(88, 0.21427914362404193)	(90, 0.21705855450397446)
TS047_RoL_RNA_119_2 - illumina_universal_adapter	(1, 0.00012595517582775746)	(2, 0.00013435218754960797)	(3, 0.0003232849512912442)	(4, 0.0010034429007611345)	(5, 0.0014778740630456877)	(6, 0.0017171888971184268)	(7, 0.0021118484480454)	(8, 0.0022839871883433356)	(9, 0.0024729199520849717)	(10, 0.0028150981797503798)	(12, 0.003098497325362834)	(14, 0.003411286012001765)	(16, 0.003617012799187102)	(18, 0.003795449298276425)	(20, 0.0039130074623823325)	(22, 0.0040158708559750005)	(24, 0.004099840973193505)	(26, 0.0041922081021338615)	(28, 0.004313964772100694)	(30, 0.004435721442067526)	(32, 0.004572172882547596)	(34, 0.00471912058767998)	(36, 0.0048618697869514385)	(38, 0.005130574162050655)	(40, 0.005468553883855138)	(42, 0.005947183552000615)	(44, 0.006585356442861253)	(46, 0.007523722502778047)	(48, 0.008827358572595336)	(50, 0.010970695814597677)	(52, 0.01378999250020898)	(54, 0.017577044786763557)	(56, 0.02315475982300275)	(58, 0.030825430030913176)	(60, 0.04326140439097377)	(62, 0.060061725593466155)	(64, 0.0829414832825783)	(66, 0.11422245119940186)	(68, 0.1568498812053759)	(70, 0.21545682451803147)	(72, 0.2941473206164229)	(74, 0.4005059703383118)	(76, 0.5335860106120595)	(78, 0.7012785332032748)	(80, 0.9053804986204339)	(82, 1.1531511234970766)	(84, 1.460336904064603)	(86, 1.825323514819487)	(88, 2.2428649226885033)	(90, 2.585104028688894)
TS047_RoL_RNA_119_2 - polya	(1, 0.00783021343062559)	(2, 0.010735579486385862)	(3, 0.01198253572708066)	(4, 0.013855069341053322)	(5, 0.015072636040721643)	(6, 0.016432951939661426)	(7, 0.01778067232101843)	(8, 0.022655137625552643)	(9, 0.0273868537308154)	(10, 0.03183936919632663)	(12, 0.034988248592020564)	(14, 0.03902721123023065)	(16, 0.042642124776487295)	(18, 0.04615417492915126)	(20, 0.05011966371479516)	(22, 0.05441683446345215)	(24, 0.05819339048535442)	(26, 0.062100100188945365)	(28, 0.0661306658154336)	(30, 0.07018432322415692)	(32, 0.07507978105799576)	(34, 0.07937065404786137)	(36, 0.0835082815738032)	(38, 0.08812243951496004)	(40, 0.09198296565408082)	(42, 0.0964270841078702)	(44, 0.10046184824021936)	(46, 0.104358061679158)	(48, 0.10820599230069598)	(50, 0.11258713316657148)	(52, 0.11752457605901957)	(54, 0.12125075001059074)	(56, 0.12506719183817178)	(58, 0.12837351520365042)	(60, 0.1319359474266455)	(62, 0.13580277132455765)	(64, 0.14000337643841337)	(66, 0.1442585621284611)	(68, 0.14795744579193623)	(70, 0.1521433561352787)	(72, 0.1555042600769494)	(74, 0.15940467202174893)	(76, 0.16285374458649904)	(78, 0.1667415610137158)	(80, 0.17032918427187643)	(82, 0.17388741798901058)	(84, 0.17750023228233675)	(86, 0.18111304657566293)	(88, 0.18507223760251545)	(90, 0.18770680003024603)
TS047_RoL_RNA_136_1 - illumina_universal_adapter	(1, 5.563886643599078e-05)	(2, 5.563886643599078e-05)	(3, 0.00026963450657441684)	(4, 0.001108497415917047)	(5, 0.0015964074754326585)	(6, 0.0018232428539793901)	(7, 0.002032958581315048)	(8, 0.002264073872664548)	(9, 0.0023924712567476034)	(10, 0.0027498439757787747)	(12, 0.00306869747958503)	(14, 0.003325492247751141)	(16, 0.0035159483674743405)	(18, 0.003708544443598924)	(20, 0.0038283820020764423)	(22, 0.003899000563322123)	(24, 0.0040081383397927205)	(26, 0.004093736595848091)	(28, 0.004179334851903461)	(30, 0.004335551669204512)	(32, 0.0045088881377166375)	(34, 0.00467580473702461)	(36, 0.00490692002837411)	(38, 0.0051786944913499115)	(40, 0.005536067210381083)	(42, 0.006030397139100847)	(44, 0.006734442795156269)	(46, 0.007620384745329353)	(48, 0.009086254880277572)	(50, 0.011050734856748321)	(52, 0.014070213339101516)	(54, 0.018589801258825076)	(56, 0.024780695128029738)	(58, 0.03266215455432797)	(60, 0.043648690719034766)	(62, 0.06056076615917458)	(64, 0.08549767810450537)	(66, 0.11945450628167081)	(68, 0.16423737389343923)	(70, 0.22471468175295983)	(72, 0.3051428031425859)	(74, 0.4132876398429409)	(76, 0.5533884454851671)	(78, 0.7274332395661505)	(80, 0.9361731467827767)	(82, 1.1928780367800298)	(84, 1.510391927879018)	(86, 1.8881798309793956)	(88, 2.3181355912327186)	(90, 2.676751624933094)
TS047_RoL_RNA_136_1 - polya	(1, 0.003351171724567752)	(2, 0.007083255688581903)	(3, 0.009625523893426404)	(4, 0.012428866779239786)	(5, 0.014894096553634455)	(6, 0.017111091385468548)	(7, 0.01982027618962102)	(8, 0.023518120851213027)	(9, 0.027896471648445224)	(10, 0.03513594415432818)	(12, 0.0404216364657473)	(14, 0.04588494515848132)	(16, 0.05080684488166512)	(18, 0.05557252778754787)	(20, 0.060562906115575965)	(22, 0.0658336187321854)	(24, 0.07074909858616504)	(26, 0.07679661537647697)	(28, 0.0826643758290726)	(30, 0.08854497602007655)	(32, 0.0948343078837449)	(34, 0.10004510172111558)	(36, 0.10456254968443776)	(38, 0.10955078805606447)	(40, 0.11506331574603032)	(42, 0.1204624257467228)	(44, 0.12549346324637722)	(46, 0.13102097063115276)	(48, 0.13659341710035738)	(50, 0.14214018409274537)	(52, 0.1470043049930918)	(54, 0.15204390231835174)	(56, 0.15677962583461508)	(58, 0.16174860459862933)	(60, 0.16688449996195157)	(62, 0.17242056717233264)	(64, 0.17802297303115666)	(66, 0.18284857471627816)	(68, 0.18771483557302598)	(70, 0.19277155254949696)	(72, 0.1974708968069368)	(74, 0.202255839320432)	(76, 0.20717131917441167)	(78, 0.21163312827129788)	(80, 0.21609065745538125)	(82, 0.22080284145122941)	(84, 0.22505707477718132)	(86, 0.22951246400486336)	(88, 0.2339635733197426)	(90, 0.23722272691905083)
TS047_RoL_RNA_136_2 - illumina_universal_adapter	(1, 5.563886643599078e-05)	(2, 5.99187792387593e-05)	(3, 0.0002781943321799539)	(4, 0.0011042175031142785)	(5, 0.0015878476498271215)	(6, 0.0018018432899655475)	(7, 0.0020201188429067422)	(8, 0.0022512341342562424)	(9, 0.0023710716927337607)	(10, 0.0027284444117649325)	(12, 0.0030472979155711875)	(14, 0.0033147924657442197)	(16, 0.003520228280277109)	(18, 0.0037128243564016924)	(20, 0.003832661914879211)	(22, 0.003909700345329044)	(24, 0.0040166981653982576)	(26, 0.004102296421453628)	(28, 0.004196454503114535)	(30, 0.004365511058823892)	(32, 0.004555967178547091)	(34, 0.004714323952249527)	(36, 0.004962558894810101)	(38, 0.005262152791003897)	(40, 0.0056473449432530645)	(42, 0.006156654566782518)	(44, 0.006879959830450398)	(46, 0.007761621867820714)	(48, 0.009238191784775853)	(50, 0.011204811717647988)	(52, 0.014237129938409487)	(54, 0.018756717858133046)	(56, 0.025058889460209694)	(58, 0.03303236701176745)	(60, 0.043963264310038254)	(62, 0.060789741494122695)	(64, 0.08578871217509362)	(66, 0.11964496240139402)	(68, 0.1643101324110863)	(70, 0.22476818066299445)	(72, 0.3052198415730357)	(74, 0.4132876398429409)	(76, 0.5529155151204612)	(78, 0.7270929864983302)	(80, 0.9356723969848528)	(82, 1.1916069026776075)	(84, 1.5082006125240006)	(86, 1.8848693184264542)	(88, 2.3140932135905037)	(90, 2.6725530304735785)
TS047_RoL_RNA_136_2 - polya	(1, 0.013729960271281417)	(2, 0.017847236387544735)	(3, 0.019721838195157347)	(4, 0.021951672765399746)	(5, 0.023560919979240712)	(6, 0.025153047541870602)	(7, 0.026766574668514332)	(8, 0.03147019883875694)	(9, 0.036939927400695106)	(10, 0.043939724789623026)	(12, 0.04859626991903518)	(14, 0.05469942557578309)	(16, 0.05999367771280775)	(18, 0.06566456217647604)	(20, 0.07187685560969456)	(22, 0.07809984882491999)	(24, 0.08380497259101041)	(26, 0.0909181876692117)	(28, 0.09688010620346825)	(30, 0.10374508633910895)	(32, 0.11067426516679119)	(34, 0.11706631493772598)	(36, 0.12378577803807256)	(38, 0.12999807147129108)	(40, 0.13546352012042648)	(42, 0.1414960572159287)	(44, 0.1475606936574517)	(46, 0.1530946209114314)	(48, 0.15841455252527264)	(50, 0.16428231297786833)	(52, 0.1709739566449969)	(54, 0.17689735596402853)	(56, 0.18249762186645113)	(58, 0.18790957160555194)	(60, 0.19333008117025827)	(62, 0.19828622019586423)	(64, 0.2041347210408474)	(66, 0.21012017909551917)	(68, 0.21562628691628088)	(70, 0.22130359124915333)	(72, 0.22645660626368663)	(74, 0.2316288808858324)	(76, 0.2365636203474245)	(78, 0.241795813748809)	(80, 0.24718850388029734)	(82, 0.25244423680209704)	(84, 0.2573404570484643)	(86, 0.26291290351766894)	(88, 0.26859234780694274)	(90, 0.2727460031820296)
TS047_RoL_RNA_142_1 - illumina_universal_adapter	(1, 0.00011823267175288364)	(2, 0.00013348850036615895)	(3, 0.0002593490864256803)	(4, 0.0009534892883297069)	(5, 0.0013997222752680097)	(6, 0.001701024890380197)	(7, 0.001922234405272689)	(8, 0.002124374134398587)	(9, 0.002273118463378021)	(10, 0.0027307933217762806)	(12, 0.0030168401082751924)	(14, 0.0032266077517077276)	(16, 0.0033810730164171403)	(18, 0.0035565150454698064)	(20, 0.0036804686529526686)	(22, 0.0038063292390121896)	(24, 0.003947445653684985)	(26, 0.004035166668211319)	(28, 0.004134329554197609)	(30, 0.004265911075987108)	(32, 0.004403213533506586)	(34, 0.004588190455442549)	(36, 0.004887586091978077)	(38, 0.005148842156980417)	(40, 0.005469214557859198)	(42, 0.005871587037534334)	(44, 0.006558099325131723)	(46, 0.0073018209700288945)	(48, 0.008398333651608058)	(50, 0.010097451563411595)	(52, 0.012500244570002456)	(54, 0.016367597123467748)	(56, 0.021522160216178143)	(58, 0.029060446529712805)	(60, 0.039365758757980276)	(62, 0.055475913773599006)	(64, 0.07785621434927388)	(66, 0.10761080108089072)	(68, 0.1485841427789949)	(70, 0.20403907978825064)	(72, 0.27960119890980323)	(74, 0.3801485513427475)	(76, 0.5104066300000454)	(78, 0.673600135654828)	(80, 0.8769088426482181)	(82, 1.1236299169392598)	(84, 1.4278635581237726)	(86, 1.7867779030154174)	(88, 2.200304300385435)	(90, 2.54163630280028)
TS047_RoL_RNA_142_1 - polya	(1, 0.003604189509886292)	(2, 0.007360937305905336)	(3, 0.011590615788935917)	(4, 0.014809595626337007)	(5, 0.017937040492058444)	(6, 0.02039704285594909)	(7, 0.02416523252342809)	(8, 0.028528399506824828)	(9, 0.03394040470738424)	(10, 0.04229869180888245)	(12, 0.04799865077451744)	(14, 0.05391409831931494)	(16, 0.059413824534400694)	(18, 0.0648639693064933)	(20, 0.07080992850851735)	(22, 0.07677877145346132)	(24, 0.08307180075643739)	(26, 0.08932859746645691)	(28, 0.09596869687038499)	(30, 0.10249628453829016)	(32, 0.10888084881294588)	(34, 0.11484587780073653)	(36, 0.12068123224531432)	(38, 0.12649179596839555)	(40, 0.13242249934180633)	(42, 0.13933720366077337)	(44, 0.14522213954834434)	(46, 0.1511433080288718)	(48, 0.15763084914666714)	(50, 0.16451694878698428)	(52, 0.1711170016408025)	(54, 0.17735472856505546)	(56, 0.18458599132774794)	(58, 0.1904747411724722)	(60, 0.1972635849053797)	(62, 0.20392847503080438)	(64, 0.20968182939658583)	(66, 0.21502136941123218)	(68, 0.22080714241281685)	(70, 0.22633165934939917)	(72, 0.23132222228451685)	(74, 0.23636808759835767)	(76, 0.24171716250588732)	(78, 0.24666767889089516)	(80, 0.2513340554679807)	(82, 0.2562521532171854)	(84, 0.2613723906955159)	(86, 0.2665917910598327)	(88, 0.2718016565312662)	(90, 0.2754897530985255)
TS047_RoL_RNA_142_2 - illumina_universal_adapter	(1, 0.00011823267175288364)	(2, 0.00012967454321284014)	(3, 0.0002517211721190426)	(4, 0.0009573032454830257)	(5, 0.0013959083181146908)	(6, 0.0016895830189202405)	(7, 0.0019031646195060948)	(8, 0.0020900485200187175)	(9, 0.0022426068061514705)	(10, 0.002692653750243092)	(12, 0.0029844214724719822)	(14, 0.003207537965941134)	(16, 0.003365817187803865)	(18, 0.003535538281126553)	(20, 0.0036537709528794366)	(22, 0.0037834454960922765)	(24, 0.00393600378222503)	(26, 0.004067585304014529)	(28, 0.004176283082884116)	(30, 0.0043154925189802535)	(32, 0.004448981019346413)	(34, 0.0046377718984356945)	(36, 0.0049428884707012006)	(38, 0.005227028278623452)	(40, 0.0055683774438454875)	(42, 0.005982191794980581)	(44, 0.006676331996884607)	(46, 0.007425774577511757)	(48, 0.008529915173397556)	(50, 0.010206149342281182)	(52, 0.012601314434565407)	(54, 0.01651824843102384)	(56, 0.021707137138114105)	(58, 0.029296911873218572)	(60, 0.03954882870133958)	(62, 0.05565516975980499)	(64, 0.07804500522836316)	(66, 0.10766610345961383)	(68, 0.14867567775067453)	(70, 0.20424503347452982)	(72, 0.2797518502173593)	(74, 0.3801161327069443)	(76, 0.5097182107338714)	(78, 0.6727496232096379)	(80, 0.8749637245000255)	(82, 1.12092963527471)	(84, 1.4236529494265087)	(86, 1.7808986880635764)	(88, 2.1926058278714606)	(90, 2.5341762026083883)
TS047_RoL_RNA_142_2 - polya	(1, 0.012914058921137549)	(2, 0.016659364845696637)	(3, 0.018265040807243865)	(4, 0.020641136113761494)	(5, 0.022231556246695445)	(6, 0.023944023008535598)	(7, 0.025900583028188158)	(8, 0.03343696236314616)	(9, 0.040858922983504596)	(10, 0.04764395275925879)	(12, 0.05211963147867844)	(14, 0.05772042755832713)	(16, 0.06266903696475831)	(18, 0.06809248403677769)	(20, 0.07370853594503965)	(22, 0.07975175105447334)	(24, 0.08504552358327988)	(26, 0.09141483202932231)	(28, 0.09748665181740589)	(30, 0.10317898286873424)	(32, 0.10966271002937625)	(34, 0.11632950713337756)	(36, 0.12296007164442234)	(38, 0.13001589237806216)	(40, 0.13511324611347278)	(42, 0.14160078723126812)	(44, 0.14744376959015254)	(46, 0.1530560075412612)	(48, 0.15820866365539493)	(50, 0.16414890192168902)	(52, 0.17112081559795583)	(54, 0.17614761112603006)	(56, 0.1813040811973171)	(58, 0.18652157458305724)	(60, 0.19147399794664177)	(62, 0.19686311940428125)	(64, 0.2028567530707218)	(66, 0.20883131695139573)	(68, 0.2144378339667744)	(70, 0.22059928174796098)	(72, 0.2258377518980444)	(74, 0.23113152442685092)	(76, 0.23593711044003263)	(78, 0.24110311540420298)	(80, 0.24633014368282644)	(82, 0.2517554977334225)	(84, 0.25678610721865003)	(86, 0.2622000193977861)	(88, 0.2674480244407528)	(90, 0.2714507724731609)
