feature	Oleiharenicola	Nitrosomonas	Coxiella	Geobacillus	Candidatus_Megaira	Planifilum	Luteimonas	Hyphomicrobiales_Incertae_Sedis_Genus	Legionella	Pseudorhodoplanes	Blastococcus	Parachlamydiaceae_Genus	Pedosphaeraceae_Genus	Phreatobacter	Fluviicoccus	Caulobacter	Candidatus_Paracaedibacter	Dechloromonas	Rickettsiaceae_Genus	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	KD3.93_Genus	Pseudoxanthomonas	Gammaproteobacteria_Genus	Burkholderiales_Genus	SWB02	Noviherbaspirillum	Crenobacter	Gemmata	X37.13_Genus	Haliangiaceae_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Comamonadaceae_Genus	Piscinibacter	Nitrospira	Hirschia	Rhodococcus	Frankiales_Genus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Roseomonas	Aeromonas	env.OPS_17_Genus	Pseudomonas	Pedomicrobium	Reyranella	JGI_0001001.H03	Obscuribacteraceae_Genus	Rhodocyclaceae_Genus	Candidatus_Bealeia	Luteolibacter	Hyphomicrobiales_Genus	Cytophagales_Genus	Cetobacterium	Gemmataceae_Genus	Bradyrhizobium	Aquihabitans	Enterobacterales_Genus	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Planctomycetes_Genus	Candidatus_Obscuribacter	Paracoccaceae_Genus	Gemmobacter	Nocardioides	Lysobacter	Hassallia	Bacillota_Genus	Terrimonas	Leuconostoc	Altererythrobacter	Blastocatellaceae_Genus	SM1A02	Pirellula	Burkholderia.Caballeronia.Paraburkholderia	bacteriap25_Genus	Brevifollis	Granulosicoccus	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Sandaracinaceae_Genus	Marmoricola	Emticicia	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Prosthecomicrobium	Armatimonadaceae_Genus	Anaerovorax	Alphaproteobacteria_Genus	Microscillaceae_Genus	Paludibaculum	Candidatus_Jidaibacter	NS11.12_marine_group_Genus	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Nocardia	Flavobacterium	P3OB.42	Devosia	Saprospiraceae_Genus	Staphylococcus	Leeia	Chlamydiales_Genus	Microtrichaceae_Genus	Ensifer	Paucibacter	Telmatocola	Rhizobium	Agitococcus	Paenirhodobacter	Opitutaceae_Genus	Novosphingobium	Pseudomonadota_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Sphingomonas	Polyangiia_Genus	Roseicella	A21b_Genus	Moraxellaceae_Genus	Gaiellales_Genus	Shinella	Sutterellaceae_Genus	Fluviicola	Niveibacterium	Vibrionaceae_Genus	Exiguobacterium	AAP99	SM2D12_Genus	Babeliaceae_Genus	Turicibacter	Chitinilyticum	Fimbriiglobus	Acinetobacter	BIrii41_Genus	Eremiobacteria_Genus	Stagnimonas	Vibrio	Bdellovibrio	Streptococcus	Candidatus_Ovatusbacter	Shewanella	Bryobacteraceae_Genus	X11.24_Genus	Dinghuibacter	Runella	Truepera	Fusobacteriaceae_Genus	Sphingomonadaceae_Genus	Abditibacterium	Candidatus_Alysiosphaera	X0319.6G20_Genus	Oligoflexaceae_Genus	Rhizorhapis	Ahniella	Rubrivivax	Neochlamydia	Blfdi19_Genus	Lineage_IIc_Genus	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Elstera	Phenylobacterium	Pasteurella	Kineosporiaceae_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Rhizobiaceae_Genus	cvE6_Genus	Pseudoduganella	Pir4_lineage	Agromyces	Planctomycetota_Genus	mle1.27_Genus	IMCC26207	Dyadobacter	Caedibacter	Brevundimonas	Thermoleophilia_Genus	Thermoanaerobacterium	Bosea	MBNT15_Genus	LiUU.11.161_Genus	Undibacterium	Stella	Neisseriaceae_Genus	OM190_Genus	TM7a	Pectobacteriaceae_Genus	Parvibium	Afipia	Pseudolysobacter	Cellvibrio	Lactobacillus	WY65	Chryseobacterium	Glutamicibacter	Vicinamibacteraceae_Genus	Sediminibacterium	alphaI_cluster	Vampirovibrionales_Genus	Chitinophagaceae_Genus	Kapabacteriales_Genus	Chlamydiaceae_Genus	Actinobacteria_Genus	Gordonia	Alicyclobacillus	LWQ8_Genus	Fimbriimonadaceae_Genus	Gemmatimonas	TRA3.20_Genus	Bacilli_Genus	Tundrisphaera	KD4.96_Genus	Curvibacter	Caldilineaceae_Genus	PMMR1	OLB17	Thermoactinomyces	Flavihumibacter	Anaerocolumna	Micavibrionales_Genus	Longivirga	Rhodospirillales_Genus	Bacillus	Deinococcus	Holosporaceae_Genus	Pontibacter	SH3.11	Kineococcus	Sphingobium	CL500.3	Ruminiclostridium	Aquabacterium	Myxococcaceae_Genus	Marinomonas	Barnesiellaceae_Genus	X67.14_Genus	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Variovorax	Aerococcaceae_Genus	Blastocatella	CSP1.2	Ottowia	Serinicoccus	Oscillospiraceae_Genus	Stenotrophomonas	Sandaracinus	Opitutus	Malacoplasma	AKYH767_Genus	Blastomonas	X28.YEA.48	PeM15_Genus	Cypionkella	Thermodesulfobacteriota_Genus	Nordella	Cloacibacterium	Allomeiothermus	Paraconexibacter	Defluviimonas	JG30.KF.CM45_Genus	Rhodovastum	Methylorubrum	Massilia	Thermomicrobiales_Genus	Solirubrobacterales_Genus	Paraclostridium	Alcaligenaceae_Genus	Schlesneria	Pseudomonadales_Genus	Candidatus_Captivus	Brevitalea	Sporichthyaceae_Genus	Enterococcus	Psychromonas	Gemmatimonadaceae_Genus	Rubritaleaceae_Genus	oc32	Lactobacillaceae_Genus	Campylobacterales_Genus	DEV114	Simkaniaceae_Genus	RBG.13.54.9_Genus	Plesiomonas	Arthrospira_PCC.7345	Ferruginibacter	Lactococcus	Anoxybacillus	OLB12	Thermus	Rheinheimera	Sporomusaceae_Genus	Acidiferrimicrobium	Rhodospirillaceae_Genus	Mediterraneibacter	Raineya	NB1.j_Genus	Rickettsia	Rhodopseudomonas	Vampirovibrio	Acidovorax	Kocuria	Polyangiales_Genus	Elsteraceae_Genus	Methyloligellaceae_Genus	Mesorhizobium	Pseudorhizobium	Mariniblastus	Azospira	Nannocystis	Isosphaeraceae_Genus	Fuscovulum	Aureimonas	Turneriella	Polyangiaceae_Genus	Permianibacter	Geodermatophilus	Hyphomonadaceae_Genus	Delftia	Steroidobacter	Actinoplanes	Corynebacterium	Lysobacteraceae_Genus	Latilactobacillus	Parcubacteria_Genus	Flectobacillus	Desulfotomaculum	KD3.10	Pedobacter	Anaerospora	Thermobrachium	Peptostreptococcaceae_Genus	Romboutsia	Babeliales_Genus	Enhydrobacter	Aeromicrobium	Methyloversatilis	Bordetella	Haliscomenobacter	SD04E11	Acidibacter	Hydrogenophaga	Kinneretia	Panacibacter	Thermoactinomycetaceae_Genus	Methylibium	Perlucidibaca	Aurantisolimonas	Anaerotaenia	DSSD61	Vogesella	CL500.29_marine_group	Pirellulaceae_Genus
f27	0	94	0	0	114	0	117	201	302	0	19	0	180	8315	0	0	0	1407	0	0	298	27	15	0	0	81	0	58	8	3529	91	0	2018	5	0	0	1980	127	0	0	0	29	160	132	1024	596	3734	84	84	0	0	0	0	0	0	0	26	860	0	133	284	0	0	0	53	0	0	0	2730	199	109	0	79	0	0	0	0	0	0	0	8	0	0	0	107	0	286	1293	0	0	0	71	0	0	0	282	33	0	0	0	0	0	0	0	0	30	0	47	385	0	0	118	0	17	27	0	39	871	226	76	49	3109	28	0	0	0	30	0	0	0	0	0	3	0	0	225	0	1644	0	0	0	0	0	0	0	0	0	112	24	3	0	167	0	0	0	0	0	1151	539	0	0	14	0	0	165	7	0	0	100	0	0	0	1242	0	0	12	0	0	0	86	475	0	104	0	0	34	0	0	0	49	0	20	0	0	0	180	0	0	0	0	0	566	0	0	0	0	0	3	0	0	0	0	0	44	0	0	0	387	0	0	18	75	0	46	0	0	0	699	0	0	0	0	0	0	0	0	0	19	31	0	306	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	19	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	13	167	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	659	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	1206	0	0	0	0	0	0	0	0	1431	0	0	0	0	0
f28	0	18	0	0	0	0	34	31	44	0	0	0	50	552	0	0	5	1522	0	0	3738	23	48	0	0	117	5	0	0	1378	22	0	220	0	0	0	109	15	0	0	14	0	13	30	147	56875	224	934	5	0	3	0	0	0	0	0	15	12637	0	17	95	0	0	0	0	7	4	0	1247	236	4	0	0	0	0	0	0	0	0	10	0	0	20	0	11	0	228	788	2	0	41	48	0	15	0	34	0	0	0	0	0	0	0	0	0	0	0	11	484	0	0	128	0	0	0	0	61	2934	0	12	19	533	0	0	3	0	0	0	0	3	8	0	0	0	0	422	19	270	0	0	0	0	0	0	135	0	30	0	0	0	0	0	0	0	1087	0	0	268	196	0	0	0	0	0	0	0	0	0	45	5	0	0	39	0	19	8	0	0	0	0	0	0	0	0	0	11	0	0	0	4	0	0	0	0	0	27	0	0	41	0	0	19	0	0	0	0	0	66	0	0	0	0	3	63	0	0	0	13	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	18	0	0	165	0	3	12	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	576	0	0	0	0	0
f29	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	150	0	0	374	4	0	0	0	0	0	0	0	1855	0	0	33	0	0	0	0	0	0	0	0	0	0	0	9	81307	0	467	0	0	0	0	0	0	0	0	0	1542	0	0	0	0	3	0	0	7	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	135	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	3	63	0	0	0	0	0	0	116	0	8	0	0	0	0	0	5	0	56	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	72	0	0	0	0	0
f30	0	0	0	0	0	0	0	10	9	0	0	0	4	171	0	0	0	257	0	0	14344	0	8	0	0	5	0	0	0	350	0	0	42	0	0	0	0	0	0	0	0	0	0	0	65	45821	0	54	0	0	0	0	0	0	0	8	16	18970	0	0	20	0	0	0	0	5	0	0	176	69	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	21	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	101	0	0	6	140	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	17	0	3	0	0	0	0	56	0	0	0	0	0	0	7	19	0	450	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	178	0	0	0	0	0
f51	0	0	0	0	0	0	0	0	96	0	14	0	0	782	0	0	0	650	0	0	238	200	256	0	0	159	0	4	0	807	0	0	179	0	0	0	0	0	0	0	0	0	81	0	64	62300	0	1217	9	0	0	0	0	0	0	0	190	5860	0	188	147	0	11	0	0	9	0	0	1767	910	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	72	320	0	0	0	0	21	0	0	164	1183	0	264	5	643	0	0	0	0	0	0	16	0	0	0	0	0	0	50	0	103	0	0	0	0	0	0	44	0	0	0	0	0	0	383	0	0	106	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	50	0	0	0	57	17	0	54	0	0	19	0	0	0	31	0	0	0	0	0	30	37	0	93	0	3	0	0	0	0	0	0	1228	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	169	0	0	55	0	0	5	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	0	0	0	0	0
f81	4	154	0	0	0	0	497	173	54	0	0	0	146	731	12	19	12	1056	0	0	151	167	54	0	0	186	8	13	0	376	257	2	4370	0	0	0	459	26	55	52	30	0	78	4	127	832	97	237	44	3	0	3	0	0	2	0	394	338	99	137	35	0	0	0	63	19	0	14	961	224	0	4	22	0	10	0	0	0	0	24	0	0	41	0	23	0	613	3131	6	9	110	0	0	0	62	36	0	0	35	0	0	65	0	0	0	0	8	39	333	0	116	184	0	75	0	0	464	6034	46	118	0	563	3	41	0	0	24	0	0	5	3	155	0	0	0	71	0	92	0	8	47	0	0	0	19	126	141	2	60	16	0	13	0	0	24	6	34	205	701	0	0	0	0	0	8	2	0	0	37	0	0	0	78	0	0	146	0	0	10	15	10	11	112	0	419	22	0	0	9	9	3	0	4	0	0	72	0	0	25187	0	0	213	0	0	0	0	15	226	0	0	0	0	17	54	0	0	56	16	0	0	48	0	0	0	0	0	0	87	0	14	0	0	0	0	0	0	0	10	11	7	83	0	0	10	0	0	0	0	113	0	0	5	17	0	80	0	0	12	0	0	0	0	0	0	0	0	0	0	0	9	19	0	21	22	0	0	0	58	38	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	24	0	18	0	0	0	0	0	2	0	0	0	0	0	0	45	0	130	0	4	0	0	0	0	0	0	6	0	787	0	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1186	0	0	0	0	0	0	0	0	318	0	0	0	0	0
f82	0	106	0	0	0	0	463	216	101	0	0	0	54	896	0	0	18	1268	0	0	1313	202	286	0	8	306	5	6	0	1519	186	2	4431	0	0	28	435	17	19	23	67	0	133	0	252	20826	104	783	22	6	0	0	22	0	3	0	3549	3135	34	74	114	2	0	0	45	25	0	0	1435	612	3	0	0	0	0	0	0	0	0	64	0	0	12	0	33	0	1560	2006	8	0	129	19	5	6	12	85	0	0	0	0	0	0	0	0	0	0	32	24	352	0	40	384	0	0	18	0	107	2634	77	74	26	748	0	33	0	0	20	6	0	32	8	0	0	0	0	192	18	177	0	0	55	0	0	0	1129	90	21	0	11	0	0	44	0	0	54	0	326	387	762	0	0	0	0	0	21	0	0	0	87	9	0	0	57	0	43	246	0	0	0	23	0	0	68	5	9	26	237	0	2	13	0	0	0	0	0	42	0	0	97	0	0	174	0	0	0	0	37	84	0	0	0	0	18	16	21	0	80	9	0	0	14	0	0	0	0	0	0	204	2	0	0	0	0	0	0	0	0	41	8	0	59	0	0	33	0	0	0	14	92	0	0	0	4	0	3	0	0	15	0	0	0	0	4	0	0	0	0	0	0	20	65	0	0	0	0	0	0	15	49	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	53	0	2	0	0	4	0	38	0	94	0	0	0	0	0	0	0	0	0	0	541	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1542	0	0	0	0	0	0	0	0	484	0	0	0	0	0
f83	22	708	0	0	0	0	891	222	185	0	0	0	744	2432	0	0	28	1018	0	0	934	835	75	0	0	314	20	101	0	919	946	0	7723	0	0	5	457	111	128	49	22	0	202	0	65	10927	85	934	105	5	0	16	0	0	0	18	2062	1632	500	605	38	0	0	0	397	38	0	310	1848	584	3	58	23	3	12	0	0	0	0	177	0	0	59	0	61	0	1218	8537	113	0	104	28	89	34	0	29	0	0	23	0	0	17	0	0	0	0	170	168	326	7	16	1313	0	0	0	0	321	2653	657	1599	19	510	3	167	0	0	24	0	0	110	15	0	0	0	0	41	37	69	0	0	47	14	0	0	163	1012	0	4	117	0	5	31	0	0	85	0	62	189	548	0	0	0	0	0	23	15	0	0	0	0	0	0	340	6	11	1530	0	0	46	6	0	0	132	3	0	0	301	3	0	0	0	0	0	0	0	60	10	0	68	0	0	844	0	0	0	0	127	28	0	0	0	0	33	596	0	0	238	94	0	0	27	0	0	0	0	0	0	376	0	140	0	0	5	0	0	0	0	7	11	0	0	14	0	0	0	0	0	0	51	0	0	0	0	173	0	0	0	52	0	0	0	0	0	0	9	0	0	0	0	0	107	0	56	0	0	0	16	22	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	30	0	0	0	0	20	0	185	9	164	0	0	6	0	0	0	0	0	9	0	505	0	10	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	4092	0	0	0	0	0	0	0	0	119	0	0	0	0	3
f84	0	0	0	0	0	0	0	0	5	0	3	0	0	43	0	0	0	0	0	0	1812	38	0	0	0	47	0	0	0	1444	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	57750	0	462	0	0	0	0	0	0	0	0	0	3785	3	0	0	0	0	0	0	0	0	0	211	102	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	12	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	188	0	0	0	0	0	0	0	12	1449	0	0	0	95	0	0	0	0	0	0	0	0	4	0	0	0	0	0	19	0	0	0	0	0	0	0	5412	0	0	0	0	0	6	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	24	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
f85	0	0	0	0	0	0	0	0	14	0	0	0	0	104	0	0	3	89	0	0	1604	93	0	0	0	99	0	0	0	2787	0	0	9	0	0	0	0	0	0	0	0	0	0	0	44	72187	0	4044	5	0	0	0	0	0	0	0	0	4789	0	0	23	0	0	0	0	0	0	0	849	364	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	275	0	0	0	0	0	0	0	25	922	0	0	0	146	0	0	0	0	0	9	0	0	0	0	0	0	0	0	23	14	0	0	0	0	0	0	207	9	4	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	6	0	0	0	0	0	0	0	0	2	0	0	338	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	4	0	0
f86	0	0	0	0	0	0	0	0	89	0	0	0	0	415	0	0	0	30	0	0	4423	392	0	0	0	320	0	0	0	2659	5	0	53	0	0	7	11	0	0	0	28	0	4	0	121	49396	0	2653	0	4	0	0	0	0	0	2	0	3926	34	23	26	6	0	0	0	18	0	0	2050	670	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	81	281	0	0	0	0	0	0	0	101	16793	0	34	0	508	0	0	0	0	0	7	0	0	15	0	0	0	0	0	62	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	155	0	0	25	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	20	0	0	0	0	22	0	0	0	0	5	6	1226	0	0	0	0	0	0	0	0	195	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	12	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	92	0	0	0	0	0
f87	0	0	0	0	0	0	0	0	3	0	0	0	0	80	0	0	0	71	0	0	1534	51	0	0	0	51	17	0	0	1722	0	0	10	0	0	0	6	0	0	0	0	0	0	0	35	81360	0	1813	0	0	0	0	0	0	0	0	0	2823	4	0	0	0	0	0	0	0	0	0	308	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	143	0	0	0	0	0	0	0	23	1861	0	0	0	80	0	0	5	0	0	8	0	0	3	0	0	0	0	0	38	4	3	0	0	0	0	0	160	3	0	0	0	0	0	0	17	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2	0	0	0	0	0	0	0	3	184	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f88	0	178	0	0	0	0	558	239	97	3	0	0	133	1100	0	0	6	782	5	4	1142	954	1227	0	0	392	19	91	0	1794	316	0	3043	3	9	19	624	27	164	63	26	0	51	4	228	24062	153	1583	74	15	0	7	0	0	0	17	1526	1816	202	119	40	0	0	0	117	32	0	34	2180	700	8	4	35	0	81	0	0	0	0	83	0	0	45	5	54	0	2411	2841	21	0	139	0	41	12	5	66	11	0	21	12	0	10	0	0	0	0	75	654	426	8	48	680	0	8	14	0	198	5534	255	162	27	946	2	31	0	0	10	5	0	7	0	0	0	0	0	100	162	167	0	4	54	5	0	0	375	260	33	14	71	0	0	97	0	2	63	0	329	181	948	0	0	0	0	24	28	0	8	0	50	19	0	0	145	3	45	195	10	0	0	13	0	0	102	5	0	15	551	0	11	7	0	0	0	0	0	90	11	0	154	7	0	142	7	0	0	0	35	146	0	7	0	12	27	84	19	0	62	12	0	0	64	0	0	10	0	0	0	575	0	59	0	0	0	0	0	0	0	19	0	0	89	0	0	17	0	4	0	0	95	0	5	0	6	0	0	30	0	17	0	0	0	6	0	0	0	0	0	0	0	15	60	5	16	0	0	0	0	22	44	0	0	0	0	0	0	0	27	0	23	0	0	9	21	0	0	0	0	0	3	0	79	0	28	0	0	0	0	0	146	0	0	0	0	0	0	81	0	228	0	0	0	0	25	0	0	0	0	0	451	0	0	0	0	0	21	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	2	0	0	0	0	1882	0	0	6	0	0	0	0	0	185	0	0	0	0	0
