feature	Oleiharenicola	Halomonas	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Exiguobacterium	Parachlamydiaceae_Genus	Fluviicoccus	Dechloromonas	Rhodovarius	Chitinophagales_Genus	Mycobacterium	SWB02	Blfdi19_Genus	Streptococcus	Chloroflexaceae_Genus	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Bacillus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Pedomicrobium	Reyranella	Luteolibacter	Babeliaceae_Genus	Ideonella	Paracaedibacteraceae_Genus	Sphingorhabdus	SH.PL14	Hyphomonadaceae_Genus	env.OPS_17_Genus	Lysobacter	Luteimonas	Terrimonas	Psychromonas	Sediminibacterium	Altererythrobacter	Crenobacter	Acinetobacter	Rubrivivax	Deinococcus	Aeromonas	Larkinella	Fimbriimonadaceae_Genus	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Pseudomonas	Brevibacterium	Kocuria	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Microscillaceae_Genus	Fimbriiglobus	Paludibaculum	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Flavobacterium	Gammaproteobacteria_Genus	Devosia	Saprospiraceae_Genus	Ilumatobacter	Peptostreptococcus	Leeia	Brevundimonas	Chlamydiales_Genus	Emticicia	Agitococcus	Phreatobacter	Microtrichaceae_Genus	Ensifer	Novispirillum	Paucibacter	Unknown_Family_Genus	Telmatocola	Paracoccaceae_Genus	Nocardia	Paenirhodobacter	Nitrosomonas	Uliginosibacterium	Novosphingobium	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Sphingomonas	Gemmataceae_Genus	P3OB.42	Limnobacter	Cetobacterium	Shinella	Sutterellaceae_Genus	Fluviicola	Hydrogenophaga	Legionella	Burkholderiales_Genus	SM2D12_Genus	Turicibacter	Clostridium	Chitinilyticum	Sphaerotilus	Stagnimonas	Vibrio	Candidatus_Ovatusbacter	Vampirovibrio	Shewanella	Bryobacteraceae_Genus	Polyangiia_Genus	Granulicatella	Sphingobium	Roseomonas	Dinghuibacter	IMCC26207	Truepera	Caulobacter	Tetragenococcus	Abditibacterium	Chitinivorax	Enterovirga	Saccharimonadales_Genus	Fundidesulfovibrio	Sandaracinaceae_Genus	Leucobacter	Chryseotalea	Ga0077536_Genus	Rickettsiaceae_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Opitutaceae_Genus	Gordonia	Chryseobacterium	Micrococcus	Micavibrionales_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Rhizorhapis	Gaiellales_Genus	Cytophagales_Genus	Kinneretia	X0319.6G20_Genus	Lactobacillus	cvE6_Genus	Pir4_lineage	JG30.KF.CM45_Genus	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	Methylibium	Polymorphobacter	Dyadobacter	Caedibacter	Aquihabitans	Chitinophagaceae_Genus	Agromyces	Bosea	LiUU.11.161_Genus	Pararhodobacter	Ligilactobacillus	Neisseriaceae_Genus	TM7a	Mariniblastus	Holosporaceae_Genus	Parvibium	Afipia	Pseudolysobacter	Culicoidibacter	Undibacterium	Arthrospira_PCC.7345	Neochlamydia	Citrobacter	Loigolactobacillus	Glutamicibacter	Rhizobium	Candidatus_Megaira	alphaI_cluster	Haliangiaceae_Genus	NS11.12_marine_group_Genus	Dietzia	Candidatus_Finniella	Cellvibrio	Candidatus_Alysiosphaera	Geminicoccaceae_Genus	Bacilli_Genus	Gemmatimonas	TRA3.20_Genus	SM1A02	Aquicella	KD4.96_Genus	Curvibacter	Brucella	Alphaproteobacteria_Genus	Gemmata	CM1G08	Bradyrhizobium	Nocardioides	Aerococcus	Chloracidobacterium	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	PB19_Genus	Anaerocolumna	Candidatus_Paracaedibacter	Thermodesulfobacteriota_Genus	Rhizorhabdus	Bdellovibrio	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	Dechlorobacter	Aeromicrobium	CL500.3	Ruminiclostridium	Aquabacterium	Sphingomonadaceae_Genus	DEV007_Genus	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Vagococcus	Acetobacteroides	Variovorax	Blastocatella	Bryobacter	Candidatus_Obscuribacter	Trueperella	Oligoflexaceae_Genus	bacteriap25_Genus	Pirellula	Sandaracinus	Babeliales_Genus	Weeksellaceae_Genus	X67.14_Genus	Malacoplasma	RBG.13.54.9_Genus	Blastomonas	PeM15_Genus	Cypionkella	Caldilineaceae_Genus	OM190_Genus	Cloacibacterium	Enterococcus	Allomeiothermus	Paraconexibacter	Silvanigrellaceae_Genus	Defluviimonas	Microbulbifer	Rheinheimera	Terrisporobacter	Rhodovastum	Massilia	Parageobacillus	X11.24_Genus	Thermomicrobiales_Genus	Chloronema	Fuscovulum	Paraclostridium	Pseudomonadales_Genus	Methylorubrum	Candidatus_Captivus	Weissella	Gemmobacter	MBNT15_Genus	Runella	Brevitalea	Rhizobiaceae_Genus	Spirosomataceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodocyclaceae_Genus	Vibrionaceae_Genus	Leuconostoc	Stenotrophomonas	Planococcus	Armatimonadota_Genus	DEV114	Simkaniaceae_Genus	Arthrobacter	Azospira	Eremiobacteria_Genus	Hirschia	Plesiomonas	OLB12	Thermus	Sporomusaceae_Genus	Chitinimonas	Levilactobacillus	Lysinibacillus	Lactococcus	Rhodospirillaceae_Genus	Raineya	Barnesiellaceae_Genus	NB1.j_Genus	AAP99	Acidovorax	Pirellulaceae_Genus	Ferruginibacter	Rhodopseudomonas	Pediococcus	Methylocystis	Mesorhizobium	Hyphomicrobiales_Genus	Hassallia	Nannocystis	WY65	Chthoniobacter	Turneriella	Permianibacter	Pseudoduganella	Nordella	Sporocytophaga	Delftia	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Marinomonas	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Pseudoxanthomonas	Vogesella	Flectobacillus	Rubripirellula	Candidatus_Accumulibacter	Burkholderia.Caballeronia.Paraburkholderia	Lacibacter	Propionivibrio	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	AKYH767_Genus	Lautropia	Methyloversatilis	Bordetella	Haliscomenobacter	Ramlibacter	Panacibacter	Niveibacterium	Blastococcus	Elsteraceae_Genus	Perlucidibaca	Obscuribacteraceae_Genus	Coxiella	Acetivibrio	Polyangiaceae_Genus	Aurantisolimonas	Agrobacterium	Anaerotaenia	Limosilactobacillus	CL500.29_marine_group
f680	0	0	20	10	0	0	0	0	28	0	0	30	0	0	10	0	22	0	0	61	0	0	12	0	0	7	0	0	0	0	0	21	0	0	0	0	0	0	0	0	1825	101	59	0	39547	0	0	0	0	0	0	6622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	184	218	6	0	0	0	0	0	0	0	0	608	0	0	0	3555	0	0	803	29	804	0	0	0	289	0	0	13	0	42	0	0	6185	0	409	1212	0	0	0	0	0	0	27	0	0	39	0	0	1832	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	44	6	0	0	0	42	0	0	5	0	0	48	0	0	0	0	0	0	0	0	0	0	375	0	0	4	0	0	6	0	11	0	0	0	0	0	638	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	12	0	0	0	3	0	0	0	0	27	0	0	0	0	0	0	0	0	0	4	0	12	0	0	0	0	0	132	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	52	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
f706	0	0	24	0	50	0	0	0	1228	0	0	86	0	0	0	0	0	0	5	9	0	0	12	0	0	17	0	0	0	0	0	15	0	588	0	0	0	0	0	0	75	0	0	0	61822	0	0	0	0	0	0	3960	0	0	0	18	0	0	0	0	0	0	40	11	0	0	43	0	8	0	0	0	0	0	0	9	0	0	42	0	45	0	31	0	0	141	36	0	0	0	0	166	0	0	30	0	5	0	0	206	0	0	0	0	11	0	0	0	50	110	0	0	0	0	0	14	0	0	0	0	93	36	0	0	0	0	0	28	0	0	0	0	0	55	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	13	0	0	0	0	17	0	0	0	0	0	0	0	0	60	0	0	0	17	0	0	0	11	16	0	0	0	0	9	0	0	0	0	0	6	3	0	0	0	0	0	0	6	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	17	84	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	1026	0	0	17	0	0	0	6	0	0	0	0	0	0	0	0	0	46	0	0	0	6	0	17	0	9	0	0	0	0
f707	0	0	61	0	73	0	0	0	396	0	0	152	0	0	9	0	0	0	0	0	0	0	44	0	4	6	5	0	0	0	0	24	0	871	0	7	0	0	0	0	133	0	115	0	72114	0	0	0	0	0	0	2870	0	0	0	39	0	0	0	0	0	0	51	23	0	0	169	0	51	0	0	0	0	0	0	28	0	3	132	0	93	0	0	0	0	194	21	0	0	0	0	216	0	0	0	0	9	0	0	205	0	0	0	0	0	0	0	0	120	141	0	0	0	0	0	14	0	0	0	0	172	65	0	0	0	0	0	23	0	0	5	0	0	120	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	41	0	0	16	0	0	0	0	29	0	0	0	0	0	0	0	0	41	13	0	2	48	0	0	0	24	15	0	0	0	0	67	0	0	0	0	0	16	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	11	0	0	0	0	0	0	0	14	0	0	0	6	0	0	0	4	0	0	0	0	2	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	28	72	0	35	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	55	6	0	0	0	0	0	0	0	99	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	10	0	10	0	0	0	0
f708	0	0	123	12	86	0	0	0	530	0	0	275	0	0	13	0	0	0	0	18	0	0	86	0	0	22	12	0	0	0	0	60	0	1588	0	3	0	0	0	0	139	0	117	0	64261	0	0	0	0	0	0	2690	0	0	0	42	0	0	0	0	15	0	141	27	0	0	190	13	77	0	0	0	0	0	0	47	0	0	143	0	135	0	74	0	0	255	35	16	3	0	0	232	10	0	52	0	42	0	0	226	0	0	0	0	41	0	0	0	231	250	0	0	0	0	0	20	0	0	0	0	221	119	0	0	0	0	0	15	0	0	11	0	0	385	0	0	0	0	0	13	9	0	0	20	0	0	0	0	0	0	0	0	0	19	9	0	0	0	19	0	0	62	0	0	0	0	44	0	0	0	0	0	0	0	0	76	0	0	0	23	0	0	0	19	22	0	0	0	0	55	19	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	23	0	0	0	0	0	0	0	2	0	113	0	0	0	0	25	0	0	0	0	0	14	0	0	0	20	0	0	0	6	0	0	0	9	8	0	0	13	66	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	216	6	0	0	0	0	13	0	120	0	0	0	0	0	0	0	0	0	0	0	14	180	0	88	37	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	110	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	72	0	0	0	56	0	18	0	32	0	0	0	0
f710	50	0	179	0	348	0	0	0	924	0	0	146	0	12	3	0	0	0	257	194	0	0	95	8	30	22	30	0	0	0	21	54	0	1588	0	64	0	0	50	0	77	0	107	6	41816	0	0	97	39	0	29	1845	0	0	0	84	9	68	0	0	17	26	125	83	0	0	135	120	186	28	245	0	0	485	0	32	58	0	195	0	159	0	196	0	64	329	157	21	121	0	10	835	6	18	47	0	62	0	0	307	0	0	0	38	21	0	0	0	171	147	122	2	0	0	0	31	0	0	0	0	142	85	0	0	0	0	0	149	0	0	159	0	0	1191	4	7	0	0	0	22	0	0	53	0	0	0	0	0	577	42	48	0	0	6	41	5	15	0	22	0	0	31	0	0	6	0	0	0	0	0	0	0	5	0	0	83	720	0	0	8	0	24	41	30	26	84	0	0	0	391	0	0	0	0	0	0	0	0	15	0	0	43	282	21	0	0	0	0	20	41	0	0	0	0	0	0	6	43	10	55	21	0	0	0	334	0	0	0	4	0	3975	0	26	0	65	0	0	0	0	0	0	0	8	0	3	0	5	94	0	108	0	0	0	0	0	0	0	0	0	76	0	0	22	0	0	114	0	0	0	0	0	175	0	31	0	87	0	0	5	148	0	0	0	0	0	0	0	0	35	8	0	17	209	0	316	77	0	0	0	0	0	0	15	14	35	0	0	0	0	0	12	0	78	0	27	53	8	82	8	7	0	0	7	3	56	0	0	0	0	36	0	0	0	318	0	0	38	0	0	0	0	0	11	0	0	0	0	514	0	0	533	0	0	0	46	8	20	9	29	0	0	0	0
f111	0	21	245	16	97	0	0	0	1334	22	0	1109	0	3	0	0	0	0	0	27	0	0	243	0	24	10	0	0	0	0	12	19	0	1274	59	1278	0	0	0	0	3317	66	653	12	28670	0	0	167	5	0	978	8366	0	0	0	61	0	0	13	15	24	0	23	57	0	0	87	381	391	51	21	0	0	0	0	9	299	27	569	0	113	0	2778	0	0	1637	140	464	10	0	0	928	0	0	0	0	175	0	0	10454	0	489	263	0	76	0	0	0	19	35	0	0	0	0	0	1341	0	0	0	0	84	114	0	0	2	0	0	112	0	0	0	0	0	135	0	0	14	0	0	34	0	0	15	80	0	3	4	0	340	0	44	0	0	66	8	0	0	0	81	0	0	177	0	12	55	0	0	0	0	4	0	0	0	0	0	1384	32	0	0	0	0	0	26	34	0	137	0	0	0	195	4	0	0	0	0	0	0	0	9	0	0	36	0	0	4	0	0	0	0	13	0	0	0	0	0	0	105	0	3	109	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	124	0	0	0	9	87	0	15	69	0	0	0	0	0	0	0	0	27	0	0	0	0	0	192	0	0	0	0	0	268	0	13	0	100	4	0	0	495	0	0	0	0	0	0	0	0	151	0	0	25	0	0	0	48	0	0	0	0	0	0	0	0	56	28	0	0	0	0	5	9	0	0	0	14	3	0	7	0	0	0	0	403	71	0	0	15	0	64	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	601	0	0	0	0	0	0	0	405	0	0	0	0
f112	0	0	64	0	19	0	0	0	1099	0	0	762	2	0	0	0	17	0	4	17	0	0	28	0	9	0	0	0	0	0	167	14	0	114	0	68	10	0	0	0	540	238	51	18	64789	0	0	24	10	0	29	3999	0	0	0	0	0	0	14	0	9	0	0	71	0	0	9	65	40	48	0	0	0	0	0	0	40	11	142	0	0	0	434	0	0	217	2677	17	0	0	0	323	0	0	0	0	7	0	0	245	0	48	0	0	13	0	0	0	0	96	0	0	0	0	0	147	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	31	0	0	0	7	0	29	0	0	0	0	0	0	0	0	6	0	0	0	0	0	7	0	0	0	8	0	2	0	0	4	0	0	0	0	0	16	0	0	0	0	0	52	225	0	0	0	0	5	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	63	0	55	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	62	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	7	0	0	0	0	32	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	50	0	7	0	16	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	10	0	0	49	0	0	0	0	63	0	0	0	0	0	0	7	0	53	0	0	0	5	0	254	0	0	0	65	16	0	0	0	0	0	23	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	142	6	0	0	0	0	0	0	0	0	0	0	0
f113	0	0	5	0	0	0	0	0	15	0	0	113	0	0	0	0	0	0	2	0	0	0	16	0	0	0	0	0	0	0	0	0	0	17	0	11	0	0	0	0	420	17	32	0	58487	0	0	5	0	0	0	754	0	0	0	0	0	0	0	0	0	0	0	14	0	0	6	58	13	0	0	0	0	0	0	0	0	0	47	0	0	0	96	0	0	66	0	10	0	0	0	0	0	0	0	0	3	0	0	12221	0	88	0	0	0	0	0	0	2	47	0	0	0	0	0	736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f114	0	0	0	0	0	0	0	0	50	0	0	20	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	58	0	0	0	80194	0	0	0	0	0	22	3537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2	0	0	0	19	0	0	0	0	0	11	0	0	0	160	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	6	0	0	0	0	0	0	0	0	0	43	0	0	0	4	0	0	0	4	0	0	0	0	0	12	0	0	33	18	0	0	0	0	0	0	0	0	0	0	0
f115	0	46	323	36	77	0	16	0	527	56	0	2498	0	0	13	0	0	0	0	0	0	0	512	0	60	34	5	0	0	0	0	17	0	1517	0	0	0	0	0	0	3158	31	1062	0	31100	0	0	0	15	0	0	6766	0	0	0	0	0	0	0	0	93	0	13	60	0	0	677	144	728	79	0	0	0	0	0	14	0	0	1059	0	183	0	3640	0	5	2518	508	482	0	0	0	1097	0	0	0	0	402	0	0	3584	0	490	112	0	452	0	0	0	86	315	0	0	0	0	0	508	0	0	0	0	192	103	30	0	0	0	0	9	0	0	0	0	0	74	0	0	4	0	0	184	0	0	0	118	0	0	0	0	0	0	59	0	0	109	33	0	0	0	148	0	0	393	0	10	70	0	0	0	0	0	0	0	0	0	0	1134	0	0	0	0	0	13	51	75	19	0	0	0	0	139	4	0	0	0	0	0	0	0	0	0	0	82	0	65	5	0	0	0	0	0	8	0	0	0	0	0	207	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	8	0	45	0	0	0	244	3	0	0	8	170	0	0	14	0	0	0	0	0	0	0	0	52	0	0	0	0	0	315	0	0	0	0	0	395	12	0	0	170	0	0	0	304	0	0	4	0	0	0	0	0	78	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	90	0	0	31	0	0	0	0	24	0	0	0	0	0	0	0	0	73	0	0	18	0	247	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	505	0	0	0	0	0	0	0	180	0	0	0	0
f116	0	0	24	0	0	0	0	0	107	0	0	144	0	0	0	0	0	0	0	0	0	0	26	0	2	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	1445	11	134	0	55145	0	0	0	0	0	4	4213	0	0	0	0	0	0	0	0	12	0	0	6	0	0	13	117	53	4	0	0	0	0	0	0	0	15	120	0	0	0	1402	0	0	131	15	36	0	0	0	310	0	0	0	0	0	0	0	327	0	30	8	0	31	0	0	0	0	96	0	0	5	0	0	120	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	36	0	0	0	0	5	0	0	0	0	15	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	243	10	0	0	0	0	0	0	0	0	17	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	3	57	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	22	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	33	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	5	0	0	0	0
f117	0	0	462	0	120	0	0	0	343	62	0	1693	44	19	0	0	15	0	0	0	78	0	540	0	90	15	0	0	0	0	126	0	61	737	212	4374	0	0	167	0	8061	0	968	0	1147	427	27	33	95	0	912	340	0	0	0	161	0	0	83	0	69	0	0	401	0	0	147	127	591	20	103	0	0	10	0	0	0	0	517	0	0	0	590	0	119	2584	70	270	240	0	502	2197	0	37	0	0	318	63	0	390	0	260	0	31	230	0	0	0	0	0	14	0	0	0	0	68	0	0	0	0	42	64	47	0	0	0	0	0	0	0	0	14	0	523	0	0	0	0	80	12	0	0	0	250	0	34	0	9	3068	0	178	0	0	5	37	0	19	84	193	0	0	573	191	0	5	4	0	0	0	8	0	0	0	0	0	15	0	0	7	0	0	0	0	81	0	2684	0	0	0	8	67	0	0	0	0	0	0	0	260	0	0	83	0	271	179	0	0	20	55	0	17	0	0	0	0	0	238	383	0	0	0	0	0	0	74	0	0	186	0	0	0	0	0	0	0	0	0	0	25	0	0	0	185	6	0	0	0	77	0	887	0	0	0	17	0	0	0	0	0	0	0	0	74	0	0	2224	0	0	69	0	0	179	51	130	0	51	35	0	0	190	0	0	0	0	0	0	0	0	44	0	19	28	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	76	0	0	0	26	0	0	0	0	68	0	0	0	0	0	0	529	210	0	17	0	0	198	0	0	0	171	0	0	0	49	0	0	0	0	0	0	0	0	0	2370	0	0	0	150	0	0	0	0	0	0	402	0	0	0	0
f118	0	0	274	0	0	0	0	0	221	65	0	136	0	0	0	0	0	0	221	16	7	0	473	0	137	83	0	0	0	0	69	0	0	234	0	577	0	0	58	58	3030	129	347	53	2710	213	0	123	0	0	1016	10704	0	23	0	117	0	0	0	0	0	0	2	0	0	0	0	1143	53	0	63	0	0	0	0	0	0	58	290	42	14	0	2632	0	53	1671	129	238	17	0	26	967	0	0	0	37	99	0	0	337	0	20	0	0	0	0	0	0	328	54	0	0	0	0	0	67	0	0	0	0	8	102	0	0	0	0	0	631	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	119	109	0	0	0	961	104	81	0	0	122	0	0	0	0	106	0	0	379	0	0	5	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	2	56	2039	0	106	0	4910	36	0	0	0	0	0	0	0	193	9	0	140	35	162	122	0	0	36	0	0	0	0	0	0	0	0	171	0	82	0	71	0	0	573	120	0	0	0	0	0	47	62	56	0	0	0	0	0	0	0	0	0	231	3	0	0	59	123	0	45	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1158	0	0	0	0	0	92	0	74	0	351	131	0	0	315	0	0	0	0	0	0	0	7	0	0	0	23	0	0	80	0	0	0	0	0	0	0	0	0	231	59	0	133	0	0	0	0	0	0	0	0	36	37	0	0	0	0	0	562	98	0	0	0	0	0	0	0	0	120	0	0	0	28	0	0	0	0	9	0	0	0	0	685	0	0	155	125	0	0	0	0	0	0	112	0	0	0	0
f119	0	17	89	0	22	0	0	0	882	31	0	1155	0	0	11	0	0	0	0	9	0	0	264	0	25	0	0	0	0	0	0	17	0	672	0	83	0	0	0	0	5091	19	399	0	53953	0	0	22	3	0	48	7707	0	0	0	0	0	0	0	0	65	0	18	20	0	0	217	135	383	18	8	0	0	0	0	0	0	0	502	0	55	4	2837	0	0	1028	237	204	0	0	0	678	0	0	0	0	188	0	0	1442	0	272	36	0	183	0	0	0	35	192	0	0	0	0	0	404	0	0	0	0	65	70	13	0	0	0	0	23	0	0	0	0	0	35	0	0	0	0	0	28	0	0	0	95	0	0	0	0	149	0	39	0	0	54	6	0	0	0	74	0	0	147	0	7	33	0	0	0	0	0	0	0	0	0	0	780	0	0	0	74	0	13	34	37	0	22	0	0	0	94	0	0	0	0	0	0	0	0	7	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	126	12	0	0	0	73	0	0	0	0	0	0	0	0	0	10	0	0	0	32	0	0	0	138	0	0	0	0	77	0	0	12	0	0	0	0	0	0	0	0	19	0	0	0	0	0	59	0	0	0	0	0	187	3	0	0	65	0	0	0	389	0	0	0	0	0	0	0	0	42	0	0	32	0	0	0	0	0	0	22	0	0	0	0	0	0	25	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	15	61	0	0	13	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	141	0	0	0	0	0	0	0	223	0	0	0	0
