feature	Oleiharenicola	Halomonas	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Exiguobacterium	Parachlamydiaceae_Genus	Fluviicoccus	Dechloromonas	Rhodovarius	Chitinophagales_Genus	Mycobacterium	SWB02	Blfdi19_Genus	Streptococcus	Chloroflexaceae_Genus	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Bacillus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Pedomicrobium	Reyranella	Luteolibacter	Babeliaceae_Genus	Ideonella	Paracaedibacteraceae_Genus	Sphingorhabdus	SH.PL14	Hyphomonadaceae_Genus	env.OPS_17_Genus	Lysobacter	Luteimonas	Terrimonas	Psychromonas	Sediminibacterium	Altererythrobacter	Crenobacter	Acinetobacter	Rubrivivax	Deinococcus	Aeromonas	Larkinella	Fimbriimonadaceae_Genus	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Pseudomonas	Brevibacterium	Kocuria	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Microscillaceae_Genus	Fimbriiglobus	Paludibaculum	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Flavobacterium	Gammaproteobacteria_Genus	Devosia	Saprospiraceae_Genus	Ilumatobacter	Peptostreptococcus	Leeia	Brevundimonas	Chlamydiales_Genus	Emticicia	Agitococcus	Phreatobacter	Microtrichaceae_Genus	Ensifer	Novispirillum	Paucibacter	Unknown_Family_Genus	Telmatocola	Paracoccaceae_Genus	Nocardia	Paenirhodobacter	Nitrosomonas	Uliginosibacterium	Novosphingobium	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Sphingomonas	Gemmataceae_Genus	P3OB.42	Limnobacter	Cetobacterium	Shinella	Sutterellaceae_Genus	Fluviicola	Hydrogenophaga	Legionella	Burkholderiales_Genus	SM2D12_Genus	Turicibacter	Clostridium	Chitinilyticum	Sphaerotilus	Stagnimonas	Vibrio	Candidatus_Ovatusbacter	Vampirovibrio	Shewanella	Bryobacteraceae_Genus	Polyangiia_Genus	Granulicatella	Sphingobium	Roseomonas	Dinghuibacter	IMCC26207	Truepera	Caulobacter	Tetragenococcus	Abditibacterium	Chitinivorax	Enterovirga	Saccharimonadales_Genus	Fundidesulfovibrio	Sandaracinaceae_Genus	Leucobacter	Chryseotalea	Ga0077536_Genus	Rickettsiaceae_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Opitutaceae_Genus	Gordonia	Chryseobacterium	Micrococcus	Micavibrionales_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Rhizorhapis	Gaiellales_Genus	Cytophagales_Genus	Kinneretia	X0319.6G20_Genus	Lactobacillus	cvE6_Genus	Pir4_lineage	JG30.KF.CM45_Genus	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	Methylibium	Polymorphobacter	Dyadobacter	Caedibacter	Aquihabitans	Chitinophagaceae_Genus	Agromyces	Bosea	LiUU.11.161_Genus	Pararhodobacter	Ligilactobacillus	Neisseriaceae_Genus	TM7a	Mariniblastus	Holosporaceae_Genus	Parvibium	Afipia	Pseudolysobacter	Culicoidibacter	Undibacterium	Arthrospira_PCC.7345	Neochlamydia	Citrobacter	Loigolactobacillus	Glutamicibacter	Rhizobium	Candidatus_Megaira	alphaI_cluster	Haliangiaceae_Genus	NS11.12_marine_group_Genus	Dietzia	Candidatus_Finniella	Cellvibrio	Candidatus_Alysiosphaera	Geminicoccaceae_Genus	Bacilli_Genus	Gemmatimonas	TRA3.20_Genus	SM1A02	Aquicella	KD4.96_Genus	Curvibacter	Brucella	Alphaproteobacteria_Genus	Gemmata	CM1G08	Bradyrhizobium	Nocardioides	Aerococcus	Chloracidobacterium	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	PB19_Genus	Anaerocolumna	Candidatus_Paracaedibacter	Thermodesulfobacteriota_Genus	Rhizorhabdus	Bdellovibrio	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	Dechlorobacter	Aeromicrobium	CL500.3	Ruminiclostridium	Aquabacterium	Sphingomonadaceae_Genus	DEV007_Genus	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Vagococcus	Acetobacteroides	Variovorax	Blastocatella	Bryobacter	Candidatus_Obscuribacter	Trueperella	Oligoflexaceae_Genus	bacteriap25_Genus	Pirellula	Sandaracinus	Babeliales_Genus	Weeksellaceae_Genus	X67.14_Genus	Malacoplasma	RBG.13.54.9_Genus	Blastomonas	PeM15_Genus	Cypionkella	Caldilineaceae_Genus	OM190_Genus	Cloacibacterium	Enterococcus	Allomeiothermus	Paraconexibacter	Silvanigrellaceae_Genus	Defluviimonas	Microbulbifer	Rheinheimera	Terrisporobacter	Rhodovastum	Massilia	Parageobacillus	X11.24_Genus	Thermomicrobiales_Genus	Chloronema	Fuscovulum	Paraclostridium	Pseudomonadales_Genus	Methylorubrum	Candidatus_Captivus	Weissella	Gemmobacter	MBNT15_Genus	Runella	Brevitalea	Rhizobiaceae_Genus	Spirosomataceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodocyclaceae_Genus	Vibrionaceae_Genus	Leuconostoc	Stenotrophomonas	Planococcus	Armatimonadota_Genus	DEV114	Simkaniaceae_Genus	Arthrobacter	Azospira	Eremiobacteria_Genus	Hirschia	Plesiomonas	OLB12	Thermus	Sporomusaceae_Genus	Chitinimonas	Levilactobacillus	Lysinibacillus	Lactococcus	Rhodospirillaceae_Genus	Raineya	Barnesiellaceae_Genus	NB1.j_Genus	AAP99	Acidovorax	Pirellulaceae_Genus	Ferruginibacter	Rhodopseudomonas	Pediococcus	Methylocystis	Mesorhizobium	Hyphomicrobiales_Genus	Hassallia	Nannocystis	WY65	Chthoniobacter	Turneriella	Permianibacter	Pseudoduganella	Nordella	Sporocytophaga	Delftia	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Marinomonas	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Pseudoxanthomonas	Vogesella	Flectobacillus	Rubripirellula	Candidatus_Accumulibacter	Burkholderia.Caballeronia.Paraburkholderia	Lacibacter	Propionivibrio	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	AKYH767_Genus	Lautropia	Methyloversatilis	Bordetella	Haliscomenobacter	Ramlibacter	Panacibacter	Niveibacterium	Blastococcus	Elsteraceae_Genus	Perlucidibaca	Obscuribacteraceae_Genus	Coxiella	Acetivibrio	Polyangiaceae_Genus	Aurantisolimonas	Agrobacterium	Anaerotaenia	Limosilactobacillus	CL500.29_marine_group
f526	0	34	108	0	0	0	15	0	1348	0	0	34	0	0	5	0	0	0	0	16	0	0	11	0	22	0	0	0	0	0	0	15	0	0	0	14	0	0	0	0	4492	90	0	0	62901	0	0	0	0	0	0	4225	0	0	0	0	0	0	0	0	19	0	0	16	0	0	22	384	10	44	0	0	0	0	0	5	0	0	163	0	411	36	607	0	0	489	4	115	0	196	0	194	0	0	0	0	11	0	0	228	0	51	0	0	0	0	0	0	203	133	0	0	46	2	0	125	0	0	0	0	6	0	0	0	0	0	0	118	0	0	0	0	0	21	0	0	5	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	34	0	0	24	0	30	29	0	0	0	0	0	0	0	0	0	0	30	0	0	6	0	0	0	31	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	29	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	64	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	169	0	0	0	0	0	213	0	0	0	9	0	0	0	381	0	0	0	0	0	0	0	0	16	0	0	66	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0	11	34	0	0	0	0	35	0	0	0	265	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	548	0	0	0	0	0	0	0	50	0	0	0	0
f527	0	5	12	0	0	0	0	0	653	0	0	18	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2173	75	0	0	59043	0	0	0	0	0	0	9122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	14	9	0	0	0	0	0	0	0	0	88	0	418	11	619	0	0	233	10	57	0	149	0	219	0	0	9	0	0	0	0	255	0	0	4	0	3	0	0	0	67	90	0	0	0	0	0	173	0	0	0	0	0	19	5	0	0	0	0	54	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	13	0	0	10	0	24	20	0	0	0	0	0	0	2	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	10	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	16	0	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	21	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	85	0	0	0	0	3	149	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	3	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	7	0	0	0	639	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	534	0	0	0	0	0	0	0	16	0	0	0	0
f528	0	0	0	0	0	0	5	0	364	0	0	13	0	0	35	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4737	4	0	0	67917	0	0	0	0	0	0	4116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	10	0	0	0	0	0	0	0	0	0	51	0	171	6	231	0	0	180	0	0	0	91	0	93	0	0	3	0	0	0	0	180	0	13	0	0	0	0	0	0	26	65	0	0	53	0	0	127	0	0	0	0	0	0	4	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	21	0	0	8	0	0	19	0	0	0	0	0	0	0	0	0	0	0	11	0	0	13	0	0	0	3	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	18	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	139	0	0	0	0	6	88	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	4	0	0	0	0
f529	0	0	4	0	0	0	0	0	581	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1169	0	0	0	73320	0	0	0	0	0	0	8460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	26	0	44	3	1186	0	0	50	0	19	0	64	0	269	0	0	17	0	0	0	0	200	0	0	0	0	0	0	0	0	7	142	0	0	11	0	0	238	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	11	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	8	3	6	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0
f530	0	66	53	0	5	0	25	0	2685	0	0	102	0	0	130	0	0	0	0	42	0	0	53	0	17	17	9	0	0	0	0	44	0	0	0	25	0	0	0	0	4465	12	102	0	72283	0	0	0	0	0	0	8002	0	0	0	0	2	0	0	0	0	0	0	20	0	0	7	473	59	28	0	0	0	0	0	15	0	0	506	0	839	20	1614	0	0	1048	46	213	0	381	0	476	0	0	12	0	7	0	0	314	0	41	47	0	35	0	0	0	306	297	0	0	230	0	0	357	0	0	0	0	11	71	0	0	0	0	0	206	0	0	0	0	0	93	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	13	8	0	0	0	69	0	0	71	0	64	56	0	0	0	0	0	0	5	0	0	0	42	0	0	24	74	0	5	63	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	78	0	59	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	716	0	0	0	0	0	148	0	0	0	0	1219	0	0	0	36	0	0	0	22	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	423	0	0	0	0	0	517	0	0	0	40	0	0	0	942	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	4	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	15	0	21	0	0	0	59	0	0	0	0	0	60	70	0	0	0	0	0	0	0	0	0	1442	0	0	0	0	0	0	0	109	0	0	0	0
f646	0	20	21	11	9	0	0	0	236	0	0	18	0	0	0	0	3	0	0	0	0	0	15	0	0	0	9	0	0	0	0	0	0	268	0	11	0	0	0	0	1892	17	175	0	48613	0	0	0	0	0	0	2992	0	0	0	31	0	0	0	0	5	0	13	0	0	0	51	531	3	5	0	0	0	0	0	11	0	0	98	0	0	0	160	0	0	139	25	30	0	7	0	0	0	0	0	0	13	0	0	7894	0	91	90	0	0	0	0	0	9	865	0	0	0	0	0	2595	0	0	0	0	39	77	10	0	0	0	0	0	0	0	0	0	0	250	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	4	0	0	0	0	4	0	0	14	0	6	0	0	0	0	0	0	0	0	0	0	0	577	0	0	2	0	0	0	0	4	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	40	0	0	0	0	3	0	51	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	12	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	8	0	66	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	11	0	0	0	0	0	0	0	0
f647	0	15	170	25	10	0	0	0	118	0	0	329	0	0	0	0	0	0	6	44	0	0	27	0	11	21	10	0	0	0	62	13	0	396	0	136	0	0	0	0	1552	0	286	0	46595	0	0	0	0	0	0	5171	0	0	0	88	0	0	0	0	0	0	16	12	0	0	146	189	0	25	0	0	0	0	0	67	0	2	161	0	0	0	169	0	10	219	96	51	5	0	0	0	0	0	0	0	54	0	0	8299	0	144	38	0	26	0	0	0	7	121	0	0	10	0	0	2923	0	0	0	0	131	78	22	0	0	0	0	28	0	0	0	0	0	274	0	0	0	0	0	32	0	0	0	30	0	0	0	4	0	0	19	0	0	17	4	0	0	0	12	0	0	30	0	0	14	0	0	0	0	0	0	0	0	0	0	459	4	0	0	0	0	0	13	7	0	8	0	0	0	89	4	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	67	0	0	0	0	0	0	57	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	21	0	0	0	39	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	58	0	0	0	0	0	143	0	0	0	20	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	82	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	32	0	6	0	0	2	0	0	0	72	0	0	16	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	64	0	0	0	24	0	0	0	65	0	0	0	0
f648	0	30	101	17	8	0	0	0	239	0	0	101	0	0	0	0	0	0	0	14	0	0	40	0	0	0	32	0	0	0	0	9	0	579	0	6	0	0	0	0	4453	10	318	0	40366	0	0	0	0	0	0	4293	0	0	0	136	0	0	0	5	3	0	21	8	0	0	121	366	15	20	0	0	0	0	0	48	0	0	180	0	43	0	261	0	0	314	48	103	0	0	0	0	0	0	0	0	74	0	0	6878	0	181	145	0	19	0	0	0	5	62	0	0	0	0	0	1862	0	0	0	0	115	118	0	0	0	0	0	75	0	0	0	0	0	591	0	0	22	0	0	0	0	0	0	58	0	0	0	8	0	0	46	0	0	10	8	0	0	0	13	0	0	9	0	13	22	0	29	0	0	0	0	0	0	0	0	836	0	0	0	0	0	0	0	10	8	0	0	0	0	362	7	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	134	0	0	0	0	0	0	197	0	0	98	0	0	7	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	8	0	0	0	30	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	36	0	0	0	0	0	130	0	0	0	32	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	56	5	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	64	0	0	12	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	34	0	0	0	97	0	0	0	0
f649	0	34	95	17	0	0	0	0	117	0	0	149	0	0	0	0	11	0	0	7	0	0	36	0	0	10	15	0	0	0	0	11	0	736	0	10	0	0	0	0	1281	5	241	0	41749	0	0	0	0	0	0	2683	0	0	0	48	0	0	0	0	8	0	23	0	0	0	105	286	7	0	0	0	0	0	0	54	0	0	76	0	35	0	193	0	0	264	51	57	0	9	0	0	0	0	0	0	82	0	0	12920	0	136	135	0	15	0	0	0	8	985	0	0	21	0	0	2872	0	0	0	0	93	112	0	0	0	0	0	22	0	0	0	0	0	679	0	0	0	2	0	2	0	0	0	36	0	0	0	0	0	0	20	0	0	11	0	0	0	0	12	0	0	31	0	7	0	0	24	0	0	0	0	0	0	0	0	904	0	0	0	0	0	0	0	0	11	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	74	0	0	0	0	0	0	130	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	9	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	129	4	0	0	18	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	71	0	0	10	0	85	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	31	0	0	0	75	0	0	0	0
f650	0	0	13	0	10	0	0	0	108	0	0	39	0	0	0	0	0	0	0	15	0	0	19	0	0	4	0	0	0	0	0	0	0	254	0	0	0	0	0	0	649	3	108	0	60374	0	0	0	0	0	0	2596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	196	0	0	0	0	0	0	0	11	0	4	49	0	0	0	218	0	0	89	22	23	0	0	0	0	0	0	0	0	38	0	0	3901	0	60	15	0	10	0	0	0	0	81	0	0	30	0	0	893	0	0	0	0	25	59	5	0	0	0	0	48	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	10	0	0	0	8	0	0	0	0	0	0	5	0	0	11	0	0	0	0	0	0	0	0	0	0	483	17	0	0	0	0	0	0	0	2	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	29	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	19	3	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	15	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	24	0	0	0	0	2	0	0	0	29	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	4	0	0	0	0	0	0	16	0	0	6	0
f676	0	0	16	0	2	0	0	0	5	0	0	43	0	16	0	0	17	0	0	81	0	2	13	0	7	5	0	0	0	0	0	12	0	0	74	1147	0	0	0	0	2345	66	44	0	44398	0	0	5	0	0	0	5941	0	0	0	0	6	0	0	0	6	0	0	0	0	0	19	65	201	0	0	0	0	0	0	0	0	0	760	0	0	0	1829	0	0	649	9	577	0	0	0	144	0	0	0	0	60	0	0	5386	0	352	809	0	6	0	0	0	6	53	0	0	0	0	0	2429	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	27	0	0	16	3	0	36	0	0	0	0	0	0	0	0	0	0	398	16	0	0	0	0	13	17	23	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	7	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	124	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	95	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	25	0	0	40	0	316	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0
f677	0	0	5	7	0	0	0	0	10	0	0	32	0	0	11	0	9	0	0	38	0	0	8	0	3	2	0	0	0	0	0	23	0	0	0	4	0	0	0	0	3212	48	80	0	38501	0	0	0	0	0	0	5277	0	0	0	0	0	0	0	0	13	0	0	0	0	0	12	173	158	0	0	0	5	0	0	0	0	0	627	0	0	0	3064	0	0	828	15	813	0	0	0	219	0	0	0	0	73	0	0	6067	0	394	857	0	0	0	0	0	0	15	0	0	0	0	0	1985	0	0	0	0	38	14	6	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	27	6	0	0	0	41	0	0	9	0	0	35	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	8	0	0	0	29	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	16	0	0	60	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0
f678	0	0	16	0	0	0	0	0	0	0	0	35	0	18	0	0	32	0	0	61	0	0	8	0	22	0	0	0	0	0	0	22	0	0	93	1599	0	0	0	0	3245	115	83	0	43873	0	0	0	0	0	0	9248	0	0	0	0	0	0	0	0	8	0	0	0	0	0	35	89	235	6	0	0	0	0	0	9	0	0	939	0	34	0	2890	0	0	1035	41	947	0	0	0	218	0	0	23	0	73	0	0	3640	5	336	652	0	6	0	0	0	0	49	0	0	0	0	0	2362	0	0	0	0	26	13	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	13	0	0	0	15	0	0	0	0	0	0	0	0	0	46	4	0	0	0	68	0	0	19	0	0	65	0	0	0	0	0	0	0	0	0	0	330	9	0	0	0	0	25	0	43	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	3	0	15	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	189	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	83	0	0	0	0	0	0	6	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	20	0	0	62	0	102	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	122	0	0	0	0
f679	0	0	11	0	0	0	0	0	0	0	0	50	0	6	0	0	15	0	0	25	0	0	21	0	0	0	0	0	0	5	0	19	0	0	0	574	0	0	0	0	2618	92	81	0	49206	0	0	3	0	0	0	7413	0	0	0	0	0	0	0	0	27	0	0	0	0	0	23	127	183	0	0	0	0	0	0	13	0	0	668	0	60	0	3061	0	0	886	53	848	0	0	0	214	0	0	26	0	64	0	0	8367	0	416	704	0	0	0	0	0	0	101	0	0	0	0	0	3065	0	0	0	0	17	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	3	0	10	40	8	0	0	0	66	0	0	21	0	0	50	0	0	0	0	0	0	0	0	0	0	430	12	0	0	0	0	21	0	29	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	10	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	90	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	63	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0
