feature	Oleiharenicola	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Fluviicoccus	Dechloromonas	Rickettsiaceae_Genus	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	SWB02	Noviherbaspirillum	Crenobacter	Streptococcus	Rhodospirillales_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Pedomicrobium	Reyranella	JGI_0001001.H03	Obscuribacteraceae_Genus	Candidatus_Bealeia	Luteolibacter	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Candidatus_Obscuribacter	Lysobacter	env.OPS_17_Genus	Luteimonas	Terrimonas	Leuconostoc	Sediminibacterium	Altererythrobacter	SM1A02	Aeromonas	Burkholderia.Caballeronia.Paraburkholderia	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Pseudomonas	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Alphaproteobacteria_Genus	Microscillaceae_Genus	Paludibaculum	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Flavobacterium	Gammaproteobacteria_Genus	Sphingomonas	Devosia	Saprospiraceae_Genus	Chryseobacterium	Leeia	Brevundimonas	Chlamydiales_Genus	Emticicia	Agitococcus	Phreatobacter	Microtrichaceae_Genus	Ensifer	Haliangiaceae_Genus	Paucibacter	Telmatocola	Paenirhodobacter	Nitrosomonas	Novosphingobium	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Gemmataceae_Genus	Polyangiia_Genus	P3OB.42	A21b_Genus	Cetobacterium	Shinella	Sutterellaceae_Genus	Fluviicola	Legionella	Exiguobacterium	Burkholderiales_Genus	AAP99	SM2D12_Genus	Babeliaceae_Genus	Turicibacter	Chitinilyticum	Rickettsiella	Stagnimonas	Vibrio	Roseomonas	Candidatus_Ovatusbacter	Shewanella	Bryobacteraceae_Genus	Fimbriiglobus	Dinghuibacter	Truepera	Caulobacter	Tetragenococcus	Nocardia	Abditibacterium	Enterovirga	Rubrivivax	Neochlamydia	Blfdi19_Genus	Sandaracinaceae_Genus	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Opitutaceae_Genus	Gordonia	Anaerovorax	X37.13_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Rhizorhapis	Cytophagales_Genus	Kinneretia	Marinomonas	cvE6_Genus	Pir4_lineage	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	IMCC26207	Dyadobacter	Caedibacter	Aquihabitans	Agromyces	Bosea	LiUU.11.161_Genus	Undibacterium	Ligilactobacillus	Stella	Neisseriaceae_Genus	TM7a	Bacillus	X0319.6G20_Genus	Parvibium	Afipia	Pseudolysobacter	Glutamicibacter	Rhizobium	Rothia	Candidatus_Megaira	alphaI_cluster	Runella	Chitinophagaceae_Genus	NS11.12_marine_group_Genus	Blastococcus	Cellvibrio	Candidatus_Alysiosphaera	Parachlamydiaceae_Genus	Deinococcus	Gaiellales_Genus	Bacilli_Genus	Fimbriimonadaceae_Genus	Gemmatimonas	TRA3.20_Genus	KD4.96_Genus	Curvibacter	Gemmata	Bradyrhizobium	Nocardioides	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	PB19_Genus	Anaerocolumna	Acinetobacter	Candidatus_Paracaedibacter	Paracoccaceae_Genus	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	CL500.3	Ruminiclostridium	Aquabacterium	Bdellovibrio	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Holosporaceae_Genus	Variovorax	Blastocatella	Sphingobium	Ottowia	Oscillospiraceae_Genus	Oligoflexaceae_Genus	Stenotrophomonas	Pirellula	Sandaracinus	X67.14_Genus	Malacoplasma	RBG.13.54.9_Genus	Blastomonas	PeM15_Genus	Cypionkella	OM190_Genus	Unknown_Family_Genus	Cloacibacterium	Allomeiothermus	Paraconexibacter	Defluviimonas	JG30.KF.CM45_Genus	Ellin6055	Rhodovastum	Massilia	X11.24_Genus	Thermomicrobiales_Genus	Thermodesulfobacteriota_Genus	Paraclostridium	Pseudomonadales_Genus	Methylorubrum	Candidatus_Captivus	Gemmobacter	MBNT15_Genus	Brevitalea	Rhizobiaceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodopseudomonas	Armatimonadota_Genus	Thermoactinomycetaceae_Genus	DEV114	Simkaniaceae_Genus	Eremiobacteria_Genus	Hirschia	Plesiomonas	Arthrospira_PCC.7345	Knoellia	Anoxybacillus	OLB12	Thermus	Rheinheimera	Sporomusaceae_Genus	Chitinimonas	Frisingicoccus	Rhodospirillaceae_Genus	Raineya	Barnesiellaceae_Genus	NB1.j_Genus	Acidovorax	Ferruginibacter	Methylobacterium	Kocuria	Peptoniphilus	Methylocystis	Mesorhizobium	Micavibrionales_Genus	Hassallia	Nannocystis	WY65	Fuscovulum	Turneriella	Permianibacter	Hyphomonadaceae_Genus	Pseudoduganella	Lactococcus	Nordella	Delftia	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Flectobacillus	Desulfotomaculum	KD3.10	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	Bryobacter	Enhydrobacter	AKYH767_Genus	Methyloversatilis	Bordetella	Hyphomicrobiales_Genus	Haliscomenobacter	Sphingomonadaceae_Genus	Hydrogenophaga	Dongia	Babeliales_Genus	Panacibacter	Pseudoxanthomonas	Niveibacterium	Elsteraceae_Genus	Methylibium	Perlucidibaca	Coxiella	Acetivibrio	Polyangiaceae_Genus	Aurantisolimonas	Agrobacterium	Anaerotaenia	Vogesella	CL500.29_marine_group
f88	0	239	0	133	0	782	5	4	1142	949	1227	91	0	1794	0	0	3	9	19	27	164	26	0	51	4	74	15	0	7	0	0	0	0	117	32	34	0	153	558	81	0	84	0	0	24062	0	45	54	0	2391	2836	1583	0	0	41	12	5	66	11	21	0	10	0	0	75	426	392	0	48	680	0	8	0	14	139	27	1100	0	198	3038	5534	255	946	178	31	624	0	10	5	202	7	8	0	1816	0	100	162	97	4	17	54	5	0	0	375	0	0	0	228	2	63	0	260	181	0	0	0	654	0	0	50	19	0	21	145	3	45	10	2	64	12	0	13	0	0	8	1488	0	5	5	15	0	11	7	0	0	40	551	90	0	154	0	7	0	7	0	28	0	0	35	12	162	0	0	19	945	60	0	0	136	24	0	89	0	0	10	0	0	0	59	316	115	8	0	27	0	0	0	0	33	6	2180	14	12	17	0	0	95	97	0	0	0	30	17	0	0	6	0	0	83	0	6	0	0	0	15	60	140	0	0	0	0	0	22	0	44	0	329	0	5	0	27	0	0	700	11	23	98	0	21	81	0	0	0	3	71	63	79	0	0	0	0	0	0	146	0	0	0	0	0	0	228	28	0	0	0	0	25	0	35	0	7	451	0	0	21	0	0	16	0	0	195	19	0	0	0	575	0	0	0	15	0	0	0	0	0	0	0	0	0	6	1882	0	6	0	0	0	0	152	0	0	0	0	0	0	185	0	0	0	0
f89	0	0	0	0	0	8	0	0	10788	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66125	0	0	0	0	0	11	121	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	19	0	20	10	623	0	0	0	0	0	0	0	0	0	0	0	0	16483	0	0	0	7	0	0	0	0	0	0	69	0	0	0	5	0	1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	15	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f90	0	0	0	0	0	218	0	0	1095	250	20	0	0	3947	45	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54892	0	0	0	0	0	0	2847	0	0	0	0	0	0	0	0	0	0	0	0	0	61	165	16	0	0	0	0	0	0	0	0	288	0	67	0	230	0	198	0	0	0	0	0	0	20	0	0	0	2367	0	14	0	60	0	0	0	0	0	0	900	0	0	0	88	0	292	0	4	46	0	10	0	0	0	0	0	0	0	0	0	0	23	0	0	37	0	0	10	0	0	0	0	0	0	6	2	0	0	0	0	0	19	622	88	0	0	0	0	0	0	0	4	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	8	0	0	22	0	0	0	6	0	0	0	0	0	0	0	0	0	0	565	6	0	0	0	0	0	0	0	0	4	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	16	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0
f201	0	0	0	0	0	17	0	0	68	24	0	0	0	4645	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	21047	0	0	0	0	0	0	1768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	103	0	0	0	464	0	27	0	0	0	0	0	6	0	0	0	0	25637	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	294	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	3	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	22	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	3266	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0
f202	0	0	0	0	0	49	0	0	45	41	0	0	0	3347	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	40000	0	0	0	0	0	0	7946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	340	0	0	0	567	0	15	0	0	0	0	0	0	0	0	0	0	15368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	8	0	0	0	0	0	0	0	0	0	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0
f203	18	174	0	561	0	14	3	0	63	22102	0	0	0	31	0	0	0	0	0	0	36	0	0	0	0	304	25	0	0	0	0	0	0	763	4	98	0	902	1332	0	0	24	0	0	533	0	186	822	0	24	64	29	0	24	16	0	0	20	0	0	9	55	0	0	0	9	0	0	325	61	0	0	0	8	102	0	2040	4	0	134	177	118	0	15	0	2371	0	0	3	190	0	15	0	215	0	0	0	48	0	18	128	0	0	0	0	0	0	0	0	0	18	0	335	0	0	0	0	6605	0	0	0	0	18	5	4924	0	0	140	0	10	0	0	0	0	11	0	6	0	0	0	0	0	35	0	0	9	0	0	312	4	50	0	0	0	9	0	0	0	140	17	0	156	0	0	0	15	164	0	0	0	0	30	10	0	0	0	0	0	0	0	317	510	0	0	0	0	0	0	0	0	0	746	0	0	0	0	0	151	7	0	0	0	0	0	65	0	0	0	0	29	9	0	0	0	0	0	0	806	0	0	0	0	269	13	0	0	0	6	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	28	45	48	0	0	0	0	0	0	0	0	0	0	0	4	0	95	0	0	0	0	0	11	0	1108	41	35	48	79	0	0	0	0	37	0	0	20	0	0	0	0	61	0	0	0	0	11	0	0	6	0	0	0	0	0	0	1014	0	30	0	0	0	3	0	18	0	0	0	0	0	0	0	0	0	0
f204	0	0	0	0	0	9	0	0	70	15	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55913	0	0	0	0	0	0	1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	55	12	0	0	7	2409	4	0	0	0	9	0	0	0	0	0	0	0	2475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	5159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	15	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	10	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	18	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
f205	0	22	0	73	0	98	0	0	73	4677	0	0	0	554	2	0	0	0	0	0	8	0	0	7	0	23	0	0	0	0	0	0	0	53	2	2	0	60	46	0	0	15	0	0	54378	0	0	35	0	73	9	1941	0	0	0	0	12	0	0	0	0	0	0	0	0	6	0	0	8	0	0	0	0	3	0	0	150	0	0	35	308	5	0	0	0	112	0	0	0	0	0	0	0	9674	0	0	0	11	0	0	0	0	0	0	7	0	0	0	0	0	252	0	0	0	0	0	0	140	0	0	0	0	0	2	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	27	0	31	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	25	0	0	0	0	0	0	0	23	0	189	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	225	3	0	0	6	4	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
f231	0	83	20	182	0	1377	3	0	68	2201	186	102	0	980	0	0	0	0	125	0	177	0	0	68	0	39	59	0	38	0	0	0	0	59	38	22	27	98	526	29	0	0	0	4	37752	0	27	55	5	52	119	2020	16	11	41	0	17	0	19	0	0	0	0	0	0	98	286	0	61	18	0	20	0	23	303	17	1273	5	40	590	2269	150	246	47	24	856	0	0	6	27	0	0	0	280	0	79	154	26	3	0	8	0	6	0	142	0	0	0	180	0	16	5	154	155	0	0	0	861	0	0	0	0	0	13	233	18	0	0	7	0	0	0	23	0	11	0	6	0	0	0	13	0	17	8	0	0	0	14	46	0	392	0	0	0	0	70	4	0	31	0	0	78	0	0	18	47	0	0	0	183	6	12	55	0	0	5	0	0	0	0	155	29	6	0	26	0	23	0	7	18	0	3040	7	37	149	0	0	302	6	0	57	0	0	11	19	0	3	0	0	65	0	0	0	0	0	16	47	497	0	201	0	0	0	116	0	51	0	286	0	21	0	0	0	0	392	7	8	132	0	22	0	0	0	0	0	0	74	64	0	0	0	7	0	0	15	0	0	7	0	0	44	67	101	0	0	0	0	0	4	24	8	15	129	26	6	8	0	0	7	0	9	12	50	0	0	8	174	0	20	0	0	0	0	0	0	0	0	0	0	0	11	329	0	114	0	0	0	0	1045	0	0	0	0	0	0	96	0	0	0	0
f232	0	0	0	4	0	22	0	0	77	51	13	0	0	462	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	79737	0	0	0	0	0	0	274	2	0	0	0	0	0	0	0	0	0	0	0	0	18	5	0	4	0	0	0	0	0	0	6	129	0	0	11	145	0	0	0	0	35	0	0	0	0	0	0	0	1161	0	0	11	0	0	0	0	0	0	0	116	0	0	0	7	0	111	0	0	21	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	8	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	32	0	0	0	0	0	0	0	8	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	19	0	0	0	0
f233	0	0	0	0	0	67	0	0	64	6	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53638	0	0	0	0	0	0	2311	0	0	0	0	0	0	0	0	0	0	0	0	0	243	20	0	0	0	0	0	0	0	0	0	56	0	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	1238	0	23	10	0	0	0	0	0	0	0	234	0	0	0	9	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	17	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	2	0	0	0	0	0	0	0	0	0	0	33	0	0	12	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
f261	5	234	0	44	0	278	0	0	69	42	19	4	0	239	5	0	0	0	7	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	805	54	0	0	0	0	0	50464	0	12	119	0	14	0	3384	0	8	0	0	5	0	0	12	2	491	0	0	0	13	352	3	3	86	0	44	0	0	46	5	194	0	0	48	879	36	0	4	10	252	0	0	6	0	0	0	0	531	0	4	0	14	0	0	0	0	0	0	315	0	0	7	0	0	65	0	12	0	0	0	0	4345	0	0	0	0	0	0	456	3	0	0	0	4	0	0	0	0	0	0	85	0	0	0	0	0	27	0	0	0	0	0	22	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	18	0	0	0	0	10	0	0	310	0	133	0	0	0	0	0	149	7	0	0	0	0	0	8	36	0	0	0	0	0	0	0	0	11	0	10	69	0	33	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	78	19	0	0	4	0	0	0	0	0	0	0	4	0	81	13	0	0	0	0	0	0	164	83	0	0	39	7	0	0	0	0	0	80	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	8	0	0	0	0	423	0	0	0	0	0	3	19	0	0	0	0
f262	0	61	0	0	0	448	0	0	101	305	359	0	0	1740	43	0	0	0	53	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	0	46330	0	0	0	0	6	0	3557	0	0	29	0	0	0	0	0	0	0	0	0	0	0	2277	0	8	0	0	0	0	0	0	0	1209	0	0	19	5592	0	155	0	0	0	0	0	0	4	0	0	0	2306	0	0	0	13	0	0	0	0	0	0	406	0	0	0	76	0	149	0	0	31	0	38	0	71	0	0	13	0	0	0	0	0	16	0	0	180	0	0	28	0	0	0	0	0	0	0	15	0	0	5	0	0	5	0	42	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	0	3	0	0	0	2	0	0	177	0	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	17	0	0	0	477	0	0	0	76	0	34	0	0	0	0	0	0	0	0	355	13	0	52	0	0	13	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	414	0	0	0	0	0	0	212	0	0	0	0
f263	0	791	0	4603	0	91	0	57	77	637	57	33	0	152	0	0	0	0	0	0	253	0	0	86	0	191	317	0	36	0	0	0	0	85	53	0	0	695	1883	0	0	31	29	0	928	0	922	127	0	102	91	810	0	0	0	0	21	0	0	0	0	0	0	0	0	0	3807	0	1458	85	0	149	0	6	0	274	395	300	502	2927	717	61	314	34	38	335	0	0	0	0	0	106	99	149	86	0	0	0	0	51	140	0	0	0	41	0	18	0	395	0	73	0	351	0	45	24	0	90	0	0	0	0	0	423	0	0	0	118	6	556	0	31	223	35	0	0	0	0	0	0	39	0	0	95	0	0	68	0	145	0	238	0	0	0	0	0	122	0	0	0	0	255	0	0	0	0	205	0	116	0	0	55	0	0	0	0	0	0	0	33	258	9	11	0	33	0	0	0	0	40	77	2345	0	162	316	0	0	275	123	0	150	110	0	154	0	0	0	15	0	25	0	197	0	0	0	624	0	947	0	0	22	0	0	200	0	157	0	184	0	0	0	0	0	0	65	121	0	180	0	0	18	0	0	49	0	41	0	209	0	0	66	0	56	0	0	0	0	49	0	0	0	125	1186	0	0	0	0	49	0	0	0	115	867	1405	0	24	32	0	0	0	0	0	165	0	26	0	390	0	0	0	0	0	0	0	0	0	0	0	23	18	122	4091	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
f381	0	1778	175	51	0	37	113	0	26	404	6296	145	0	38	0	0	0	183	262	0	91	80	20	56	0	140	29	0	0	0	0	0	0	696	399	49	0	27	1610	12	0	3	0	0	701	0	0	18	0	0	891	329	0	0	1174	0	5	42	35	0	0	18	0	6	812	44	1783	0	652	67	25	0	0	171	25	5	989	20	137	927	742	380	1053	111	38	87	0	0	5	3204	0	0	0	174	0	0	0	105	0	31	0	0	0	0	20	0	0	0	0	6	11	18	405	979	0	0	0	265	0	0	0	591	0	0	0	0	23	0	0	196	64	0	86	0	82	41	4	199	4	15	286	0	35	159	0	0	111	647	36	0	2859	0	70	0	0	0	102	0	0	0	25	68	0	0	250	295	0	0	28	24	1633	0	384	10	0	5	0	0	12	0	606	255	2038	0	109	13	109	0	63	14	0	1463	0	0	14	0	10	248	0	0	0	42	0	97	0	0	67	0	0	627	0	95	0	0	0	429	109	11	0	38	0	0	0	107	0	0	0	0	0	27	0	0	0	0	520	0	117	71	0	11	0	0	7	0	0	0	15	22	0	0	0	28	0	0	1375	12	0	0	0	0	7	560	0	0	0	0	0	59	0	52	0	0	317	0	0	23	16	0	92	0	0	0	614	0	0	0	5439	0	0	0	93	0	274	0	0	0	0	30	0	0	5	139	0	0	0	0	0	12	0	0	0	0	0	0	0	9	0	245	0	3
f411	0	0	0	0	0	19	0	0	3082	47	0	0	0	777	7	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	3	0	0	0	236	0	0	0	0	0	60606	0	6	6	0	0	0	162	0	0	0	0	0	0	0	0	0	17	0	0	0	91	3	0	0	8	0	0	0	0	13	4	83	0	0	0	123	0	10	0	0	0	0	0	0	0	0	0	0	7174	0	50	0	8	7	0	0	0	0	0	77	0	0	0	0	0	367	0	3	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	12	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	3	0	0	0	0	0	0	48	0	0	0	0	0	0	0	7	0	0	0	0	0	0	39	0	0	39	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0	0	2	0	0	0	0	0	0	33	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	6	0	0	0	7	0	0	0	0
