feature	Oleiharenicola	Halomonas	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Exiguobacterium	Parachlamydiaceae_Genus	Fluviicoccus	Dechloromonas	Rickettsiaceae_Genus	Rhodovarius	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	SWB02	Noviherbaspirillum	Crenobacter	Blfdi19_Genus	Streptococcus	Rhodospirillales_Genus	Chloroflexaceae_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Bacillus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Pedomicrobium	Reyranella	JGI_0001001.H03	Obscuribacteraceae_Genus	Candidatus_Bealeia	Luteolibacter	Babeliaceae_Genus	Ideonella	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Candidatus_Obscuribacter	Hyphomonadaceae_Genus	env.OPS_17_Genus	Lysobacter	Luteimonas	Terrimonas	Leuconostoc	Psychromonas	Sediminibacterium	Altererythrobacter	SM1A02	Acinetobacter	Rubrivivax	Deinococcus	Aeromonas	Larkinella	Burkholderia.Caballeronia.Paraburkholderia	Fimbriimonadaceae_Genus	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Pseudomonas	Brevibacterium	Kocuria	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Alphaproteobacteria_Genus	Microscillaceae_Genus	Fimbriiglobus	Paludibaculum	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Flavobacterium	Gammaproteobacteria_Genus	Sphingomonas	Devosia	Saprospiraceae_Genus	Ilumatobacter	Chryseobacterium	Peptostreptococcus	Leeia	Brevundimonas	Chlamydiales_Genus	Emticicia	Agitococcus	Phreatobacter	Microtrichaceae_Genus	Ensifer	Novispirillum	Haliangiaceae_Genus	Paucibacter	Unknown_Family_Genus	Telmatocola	Paracoccaceae_Genus	Nocardia	Paenirhodobacter	Nitrosomonas	Uliginosibacterium	Novosphingobium	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Gemmataceae_Genus	Polyangiia_Genus	P3OB.42	Limnobacter	A21b_Genus	Cetobacterium	Shinella	Sutterellaceae_Genus	Fluviicola	Hydrogenophaga	Legionella	Burkholderiales_Genus	AAP99	SM2D12_Genus	Turicibacter	Chitinilyticum	Rickettsiella	Stagnimonas	Vibrio	Roseomonas	Candidatus_Ovatusbacter	Vampirovibrio	Shewanella	Bryobacteraceae_Genus	Granulicatella	Sphingobium	Dinghuibacter	IMCC26207	Truepera	Caulobacter	Tetragenococcus	Abditibacterium	Chitinivorax	Enterovirga	Saccharimonadales_Genus	Fundidesulfovibrio	Neochlamydia	Sandaracinaceae_Genus	Leucobacter	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Opitutaceae_Genus	Gordonia	Anaerovorax	Micavibrionales_Genus	X37.13_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Rhizorhapis	Gaiellales_Genus	Cytophagales_Genus	Kinneretia	X0319.6G20_Genus	Lactobacillus	Marinomonas	cvE6_Genus	Pir4_lineage	JG30.KF.CM45_Genus	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	Methylibium	Polymorphobacter	Dyadobacter	Caedibacter	Aquihabitans	Chitinophagaceae_Genus	Agromyces	Bosea	LiUU.11.161_Genus	Undibacterium	Pararhodobacter	Ligilactobacillus	Stella	Neisseriaceae_Genus	TM7a	Mariniblastus	Holosporaceae_Genus	Parvibium	Afipia	Pseudolysobacter	Arthrospira_PCC.7345	Citrobacter	Loigolactobacillus	Glutamicibacter	Rhizobium	Rothia	Candidatus_Megaira	alphaI_cluster	Runella	NS11.12_marine_group_Genus	Blastococcus	Dietzia	Candidatus_Finniella	Cellvibrio	Candidatus_Alysiosphaera	Geminicoccaceae_Genus	Bacilli_Genus	Gemmatimonas	TRA3.20_Genus	Aquicella	KD4.96_Genus	Curvibacter	Brucella	Gemmata	CM1G08	Bradyrhizobium	Nocardioides	Aerococcus	Chloracidobacterium	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	PB19_Genus	Anaerocolumna	Candidatus_Paracaedibacter	Thermodesulfobacteriota_Genus	Rhizorhabdus	Bdellovibrio	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	Dechlorobacter	Aeromicrobium	CL500.3	Ruminiclostridium	Aquabacterium	Sphingomonadaceae_Genus	DEV007_Genus	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Vagococcus	Acetobacteroides	Variovorax	Blastocatella	Bryobacter	Trueperella	Ottowia	Oscillospiraceae_Genus	Oligoflexaceae_Genus	Stenotrophomonas	bacteriap25_Genus	Pirellula	Sandaracinus	Babeliales_Genus	Weeksellaceae_Genus	X67.14_Genus	Malacoplasma	RBG.13.54.9_Genus	Blastomonas	PeM15_Genus	Cypionkella	Caldilineaceae_Genus	OM190_Genus	Cloacibacterium	Enterococcus	Allomeiothermus	Paraconexibacter	Silvanigrellaceae_Genus	Defluviimonas	Microbulbifer	Rheinheimera	Ellin6055	Terrisporobacter	Rhodovastum	Massilia	Parageobacillus	X11.24_Genus	Thermomicrobiales_Genus	Chloronema	Fuscovulum	Paraclostridium	Pseudomonadales_Genus	Methylorubrum	Candidatus_Captivus	Weissella	Gemmobacter	MBNT15_Genus	Brevitalea	Rhizobiaceae_Genus	Spirosomataceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodocyclaceae_Genus	Vibrionaceae_Genus	Rhodopseudomonas	Planococcus	Armatimonadota_Genus	Thermoactinomycetaceae_Genus	DEV114	Simkaniaceae_Genus	Azospira	Eremiobacteria_Genus	Hirschia	Plesiomonas	Knoellia	Anoxybacillus	OLB12	Thermus	Sporomusaceae_Genus	Chitinimonas	Levilactobacillus	Lysinibacillus	Frisingicoccus	Lactococcus	Rhodospirillaceae_Genus	Raineya	Barnesiellaceae_Genus	NB1.j_Genus	Acidovorax	Pirellulaceae_Genus	Ferruginibacter	Methylobacterium	Pediococcus	Peptoniphilus	Methylocystis	Mesorhizobium	Hyphomicrobiales_Genus	Hassallia	Nannocystis	WY65	Chthoniobacter	Turneriella	Permianibacter	Pseudoduganella	Nordella	Sporocytophaga	Delftia	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Pseudoxanthomonas	Vogesella	Flectobacillus	Desulfotomaculum	Rubripirellula	Candidatus_Accumulibacter	KD3.10	Lacibacter	Propionivibrio	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	Enhydrobacter	AKYH767_Genus	Lautropia	Methyloversatilis	Bordetella	Haliscomenobacter	Dongia	Ramlibacter	Panacibacter	Niveibacterium	Elsteraceae_Genus	Perlucidibaca	Coxiella	Acetivibrio	Polyangiaceae_Genus	Aurantisolimonas	Agrobacterium	Anaerotaenia	Limosilactobacillus	CL500.29_marine_group
f327	0	0	35	0	0	0	9	0	52	0	0	0	385	72	0	0	0	1379	0	0	0	0	0	0	0	0	0	15	0	0	105	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	85	0	8	0	0	0	0	0	0	0	166	0	40114	0	0	0	0	0	0	5	45	18333	0	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	1856	200	0	29	4	0	0	0	0	0	74	0	0	208	0	85	0	16	4570	83	0	455	29	89	0	0	0	351	8	0	0	50	0	0	0	0	1365	0	55	181	0	0	0	0	0	0	289	0	0	0	74	0	0	3983	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	20	0	9	0	0	90	0	0	0	29	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	19	0	0	23	0	22	0	0	0	0	0	0	0	0	0	0	0	14	0	23	17	0	6	5	0	0	0	0	0	114	4	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	204	0	0	0	0	0	57	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	10	11	0	0	0	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
f328	0	0	928	84	0	0	0	0	0	0	0	0	67	1376	108	181	0	1789	0	64	0	0	0	0	11	0	135	12678	21	376	18	0	572	0	0	0	0	0	0	0	0	0	1292	1229	0	21	9	0	1371	101	0	0	0	0	0	22	0	102	1430	0	14	0	0	37	0	78	48	850	0	0	0	0	77	0	0	0	12	34	0	0	947	0	18	52	419	82	0	677	0	0	0	0	0	0	0	12	6	1277	53	285	0	5	3129	0	0	1121	2620	334	0	0	65	195	0	0	0	501	0	0	0	0	204	0	22	30	19	97	0	25	0	0	23	0	0	0	0	0	0	322	0	0	0	782	85	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4058	0	0	0	93	113	128	19	34	74	0	4	0	0	0	542	285	0	0	12	0	0	0	265	195	0	160	0	74	0	0	0	0	0	0	85	0	0	0	0	0	0	110	2029	0	0	0	54	0	25	0	0	45	17	0	0	0	0	0	0	0	0	0	0	633	2636	0	0	0	77	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	37	0	0	0	0	3	11	0	606	0	0	0	25	7	5	0	0	0	0	17	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	267	0	0	0	0	0	186	0	0	875	0	0	0	0	0	166	0	0	0	0	0	9	15	52	22	0	0	57	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	43	51	0	0	0	0	0	0	72	82	0	20	0	0	195	0	0	0	488	0	0	4	616	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	3	0	0	47	0	0	0	18	0	0	7	0	0	0	46
f329	0	8	101	0	0	0	16	0	121	0	0	0	1491	138	22	0	0	1918	0	0	0	0	0	0	7	0	0	33	0	0	104	0	15	11	0	0	0	0	0	0	0	0	0	15	0	0	246	0	33	0	0	0	0	0	0	9	265	0	27516	0	0	0	135	9	0	543	0	8671	0	0	3	6	0	0	0	59	6	14	0	0	34	0	0	30	1276	233	0	81	36	0	0	0	0	18	98	250	0	416	0	103	0	51	2580	72	14	984	77	151	0	0	20	308	31	0	12	193	0	0	0	0	10412	75	166	544	0	10	0	9	0	0	465	0	0	0	186	0	0	3569	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	10	0	150	0	4	0	63	0	24	0	0	447	0	3	0	0	0	29	13	0	4	0	3	0	0	18	0	0	39	0	57	0	0	0	0	0	0	0	0	0	0	0	53	0	117	25	0	19	0	48	0	0	0	0	12	2	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	3	0	0	0	0	0	0	0	234	0	0	33	0	0	0	0	28	0	0	0	0	0	13	0	13	0	0	0	0	0	211	0	19	0	0	0	21	4	0	0	0	91	0	0	6	0	0	0	0	0	0	9	0	0	36	0	0	5	0	0	160	0	0	0	0	0	97	7	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	195	0	0	11	0	0	0	0	0	0	6	0	0	0	0	46	19	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	0	685	0	20	13	0	0	23	82	0	0	51	56	36	0	0	0	0	0	0	0	2	4	0	0	0	0	92	173	0	0	0	0	0	0	0	0	0	282	0	0	0	0
f330	0	0	28	0	4	0	17	0	37	0	0	0	1074	182	0	0	0	1315	0	0	0	0	0	0	14	0	0	9	5	0	73	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	11	0	18	0	0	0	0	0	0	0	215	0	29659	0	0	0	0	0	0	0	0	12861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2037	103	0	16	0	0	0	0	0	0	139	0	0	238	0	176	0	0	5647	30	0	1141	46	195	2	0	0	344	34	0	0	33	0	0	0	0	531	0	72	165	0	10	0	0	0	0	42	0	0	0	155	0	0	3940	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	77	0	0	0	84	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	24	0	43	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	21	0	0	7	0	0	0	0	0	22	3	0	0	0	0	0	0	0	0	15	0	0	18	0	0	0	0	7	0	0	0	0	0	0	35	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	17	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	79	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	12	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	6	0	0	0	0	0	542	0	0	0	0
f351	0	0	152	19	0	0	0	0	654	0	11	0	113	526	28	0	0	278	0	11	0	0	0	0	0	0	0	0	0	0	87	0	9	16	0	25	0	0	0	0	0	0	0	40	11	0	321	0	31	0	0	0	0	0	0	3	398	0	61866	0	0	0	0	0	0	0	0	6772	0	0	0	148	0	0	0	0	4	0	0	11	18	0	0	153	76	54	0	150	0	0	0	0	0	0	41	0	0	114	0	29	0	0	232	0	0	1223	239	51	0	0	0	73	20	0	19	214	0	0	0	0	244	0	12	0	0	19	0	0	0	0	441	0	0	16	303	0	0	989	0	0	0	95	0	0	0	0	0	58	0	0	0	0	0	0	284	0	0	0	0	29	0	0	0	26	0	0	0	0	0	0	23	0	0	2	14	8	0	0	0	57	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	30	0	0	0	0	0	21	16	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	14	0	0	0	0	9	0	0	12	0	0	0	0	0	0	0	0	0	0	6	0	0	115	0	0	0	0	0	21	0	0	0	0	0	148	5	0	95	0	4	0	140	0	0	0	0	0	0	0	23	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	3	0	0	0	64	0	0	12	83	0	0	0	1662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0	0	0	66	0	0	0	0
f352	0	0	11	0	0	0	0	0	341	0	0	0	14	96	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	39	0	4	0	0	0	0	0	0	0	61	0	53909	0	0	0	6	0	0	0	0	2981	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	42	0	12	0	13	0	0	0	0	0	0	6	0	0	16	0	0	0	3	122	0	0	125	41	0	0	0	0	0	0	0	9	15	0	0	0	0	131	0	0	0	0	5	0	0	0	0	141	0	0	0	52	0	0	197	0	0	0	12	0	0	0	0	0	10	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	9	0	0	15	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	9	0	0	0	3252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0
f353	0	0	52	31	0	0	19	0	174	0	0	0	20	74	0	0	0	110	0	35	0	0	0	0	6	0	0	0	0	0	43	0	7	34	0	9	0	0	0	0	0	0	0	0	20	0	109	0	0	0	0	0	0	0	0	6	213	3	49003	0	0	0	0	0	0	0	0	11936	0	0	0	29	4	0	0	0	14	0	0	4	13	0	0	220	106	113	0	17	0	0	0	0	0	0	18	0	0	121	0	21	0	0	333	0	0	384	66	0	0	0	0	144	45	0	0	0	0	0	0	0	172	0	7	0	0	21	0	0	0	0	549	0	0	33	192	0	0	149	0	0	0	114	0	0	0	0	0	23	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	42	0	0	80	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	4	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	15	0	0	0	0	0	44	12	0	57	0	4	0	10	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	15	0	0	0	0	0	46	0	0	0	0	0	0	0	2803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	0	0	0	0	0	16	0	0	0	0
f354	0	0	0	0	0	0	116	0	426	0	0	0	24	2061	47	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	164	13	0	0	18	0	258	6	0	0	0	0	0	215	24	2348	38424	0	0	0	42	6	0	197	0	1293	0	0	0	0	0	0	5	0	0	34	0	0	56	0	8	0	0	33	10	107	0	0	127	0	0	0	3	910	5	339	0	0	0	11	392	0	0	239	9353	0	0	0	21	760	0	39	16	0	0	0	0	0	125	0	0	0	353	0	0	0	0	0	114	0	0	0	10	0	0	77	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	11	0	0	109	0	21	0	0	0	0	6	91	0	0	0	0	0	0	0	0	7	3	0	14	0	0	0	10	0	5	7	235	0	474	0	0	0	0	78	0	0	0	28	0	0	0	0	0	52	0	3	0	78	0	0	0	0	0	2	0	0	0	0	0	0	0	0	87	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	332	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	42	0	0	49	0	0	0	8	0	9	0	0	0	0	0	0	4	18	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	7	0	0	0	0	90	8	4	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	32	0	0	47	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	400	0	0	0	0	0	0	0	0	0	0
f355	0	0	39	0	6	0	7	0	1733	0	0	0	34	405	4	0	0	89	0	0	0	0	0	0	4	0	0	0	12	0	26	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	305	0	3	0	0	0	0	0	0	0	302	0	57609	0	0	0	0	0	0	0	0	4482	0	0	0	51	0	0	0	0	0	0	0	17	0	0	0	48	141	35	0	0	0	0	0	0	0	0	11	0	0	48	0	0	0	0	173	0	0	631	145	8	0	0	0	0	0	0	177	71	0	0	0	0	179	0	0	11	0	21	0	0	0	0	468	0	0	6	187	0	0	398	0	0	0	57	0	0	0	0	0	248	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	46	0	0	94	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	21	0	7	13	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	98	0	0	50	0	0	0	182	0	0	0	0	0	0	0	45	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	41	0	0	0	14	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	977	0	0	0	0	0	94	0	0	0	0
f356	0	0	56	12	12	0	0	0	1250	0	0	0	18	392	7	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	20	0	9	0	0	0	0	0	0	0	23	8	0	353	0	0	0	0	0	0	0	4	0	427	0	59523	0	0	0	0	0	0	3	0	10137	0	0	0	106	0	0	0	0	0	0	0	25	23	0	0	65	187	24	0	23	0	0	0	0	0	0	20	0	0	83	0	19	0	0	586	0	0	1211	390	39	0	0	0	129	0	0	46	57	0	0	0	0	107	0	9	0	0	7	0	0	0	0	354	0	0	17	251	0	0	916	0	0	0	112	0	0	2	0	0	27	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	12	0	0	0	0	4	0	0	0	71	0	0	103	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	11	0	0	0	0	0	62	8	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	13	0	0	0	10	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	116	0	0	73	0	8	0	90	0	0	0	0	0	0	0	58	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	2	0	0	0	62	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876	0	0	0	0	0	65	0	0	0	0
f381	0	0	1778	175	51	0	0	0	37	113	0	0	26	404	6296	145	0	38	0	0	0	0	0	183	262	0	91	80	20	0	56	0	140	29	0	0	0	0	0	0	0	0	696	399	49	23	27	0	1610	12	0	0	3	0	0	14	0	384	701	0	0	5	0	18	0	0	891	329	0	0	0	0	1174	0	5	42	35	0	0	18	405	0	6	812	44	1783	0	652	67	0	25	0	0	0	171	25	5	989	20	137	0	927	742	0	380	1463	265	1053	111	0	38	87	0	0	5	3204	0	0	0	0	174	0	0	0	0	105	31	0	0	0	20	0	0	0	0	6	0	11	18	0	0	979	159	0	0	0	0	0	0	0	0	591	0	0	0	0	23	0	0	196	64	0	0	86	0	82	41	10	4	199	102	0	4	15	286	107	0	35	0	0	0	0	111	0	647	36	0	2859	0	0	70	0	0	0	42	0	0	0	0	0	0	25	68	0	0	250	295	0	28	0	0	24	1633	0	0	0	0	0	12	0	0	606	0	255	2038	0	0	0	109	13	109	0	63	0	27	0	0	0	0	14	0	0	0	10	248	0	0	0	0	0	0	0	97	0	0	0	67	0	0	0	627	0	0	0	95	0	0	0	429	109	0	11	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	520	0	117	71	0	0	11	0	0	0	0	0	7	0	0	0	0	15	22	0	0	28	0	1375	12	0	0	0	0	0	0	0	7	560	0	0	0	0	0	0	59	5	52	0	0	0	0	0	16	92	0	0	0	0	614	0	0	0	5439	0	0	12	0	0	93	0	0	0	0	0	274	0	0	0	30	0	0	0	139	0	0	0	0	0	0	0	0	0	9	0	245	0	3
f411	0	0	0	0	0	7	0	0	19	0	0	0	3082	47	0	0	0	777	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	236	0	0	0	0	0	0	0	19	0	60606	0	0	0	6	6	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	17	3	0	0	0	91	3	0	0	8	0	0	0	0	0	0	13	4	83	0	0	0	0	123	0	0	32	0	10	0	0	0	0	0	0	0	0	0	0	0	0	7174	0	50	0	0	8	0	0	0	0	77	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	3	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	39	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	0	2	0	0	0	0	0	0	0	0	0	33	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	6	0	0	0	7	0	0	0	0
f412	0	0	0	0	0	0	0	0	144	0	0	0	962	25	0	0	0	1903	0	8	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	4	0	0	0	0	0	0	0	0	0	78591	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	14	0	0	0	0	0	0	0	0	8	0	0	122	0	0	0	0	1130	0	0	355	0	92	0	0	0	0	0	0	0	74	0	0	0	0	2150	0	61	0	0	15	0	0	0	0	137	0	0	0	25	0	0	110	0	0	0	81	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	19	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	110	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	127	0	0	0	0
