gene	log2FoldChange	padj	baseMean	pvalue	stat	metadata	value
pdk4	-1.4706974153161936	0.00199290326558339	837.3344003947732	1.2076357176995549e-4	-3.844570890137924	Treatment	A- T- P+
pdlim2	-1.4357329667788763	0.004469296319905339	579.8987980005187	3.6361391638141643e-4	-3.565174691507678	Treatment	A- T- P+
pdp2	0.6029899393391798	0.03631085140055512	267.50286437624436	0.0062864822062715245	2.732452046243273	Treatment	A- T- P+
pdpk1a	-1.4071767618089859	0.002326267255336378	440.6515488753616	1.50425876208118e-4	-3.790365325209314	Treatment	A- T- P+
pdpr	-0.4760870527367573	0.0036342740297513588	1190.7926716549212	2.7339448080363686e-4	-3.6392865156965812	Treatment	A- T- P+
pds5a	0.41858568937153146	0.003353409182548596	1277.7158623717123	2.462184709981322e-4	3.666161491719011	Treatment	A- T- P+
pdss1	0.8567634759752601	0.009823191477642787	606.3431199929503	0.0010472064698703073	3.2775271825203305	Treatment	A- T- P+
pdss2	1.1014461090935797	0.0010902494355183848	303.81375003342964	5.29170944073742e-5	4.0423547410770215	Treatment	A- T- P+
pdzk1ip1	-1.7762774193423057	0.013393006165586493	165.73027460394957	0.0015906265051358651	-3.1576201906547086	Treatment	A- T- P+
per1a	-1.1804953318981704	0.019701620642066386	713.8842875189323	0.002698111793810382	-3.000190073029387	Treatment	A- T- P+
per2	-0.7928625253235642	0.028709229678847047	2277.3719374646976	0.0045427681545619995	-2.8377856275458786	Treatment	A- T- P+
pex13	-0.5829062688723348	2.50792435796645e-4	479.2996084245631	7.569419599805456e-6	-4.477014258229793	Treatment	A- T- P+
pex5	-0.5247234236805985	0.04158599996212041	867.8620386774261	0.007548818933767013	-2.671610608968086	Treatment	A- T- P+
pex6	-0.5272520548067318	0.034381050184959176	299.9308446669944	0.005831740375560882	-2.7570950114969763	Treatment	A- T- P+
pfdn2	0.5909920805465493	0.024119305197971192	912.8120894439953	0.00357663645711877	2.9132713612980985	Treatment	A- T- P+
pfdn6	0.6752108042990361	0.006269336563170676	339.1149475097448	5.769288490221985e-4	3.442234986496333	Treatment	A- T- P+
pfkfb1	-1.0101849353589547	8.885528254980546e-4	426.06831168601076	4.065646990940295e-5	-4.103717028389871	Treatment	A- T- P+
pfklb	-1.108466432719724	0.025912989017838627	176.1770753967673	0.00396545637793594	-2.880896655672635	Treatment	A- T- P+
pfkpa	1.129898869217656	2.203708685695645e-4	676.6245575974494	6.290471001006736e-6	4.516383461737194	Treatment	A- T- P+
pgam5	0.37841960789224144	0.016108751570525413	743.7256729143952	0.0020368341072789244	3.084808267827032	Treatment	A- T- P+
pgap2	0.7759118824641136	0.003910327633009577	211.06032047847415	3.0302621393479e-4	3.6126991487434177	Treatment	A- T- P+
pgap6	-0.862650356163443	3.843766186172822e-4	678.7320431372457	1.2992490864209438e-5	-4.360231513184112	Treatment	A- T- P+
pgbd4	2.4781030467771776	0.0033419920242342602	22.978367011949675	2.450733757257338e-4	3.667354024467404	Treatment	A- T- P+
pgm2l1	2.269709694401916	4.255281131931311e-5	833.9753301854364	7.191530354871548e-7	4.956118666696726	Treatment	A- T- P+
pgrmc2	-1.3532386229736546	5.210706350242292e-5	1771.8587885193067	9.450580354932435e-7	-4.9027467220728225	Treatment	A- T- P+
phaf1	-0.8453494378106908	0.0062086609949569644	525.0756223402749	5.678263224468575e-4	-3.4465343742957186	Treatment	A- T- P+
phax	0.7224137397504065	0.026244526018852046	281.2673613054754	0.004044588691384299	2.8746630555286115	Treatment	A- T- P+
phb	0.9132170024628697	0.0017428640800829964	3735.6848962901395	1.0102648856622893e-4	3.8881132514787002	Treatment	A- T- P+
pheta2	0.8760466748916395	0.04076837333118691	162.13877986772872	0.007356288304091949	2.6802696140010878	Treatment	A- T- P+
