feature	Oleiharenicola	X0319.6G20_Genus	Planifilum	Hyphomicrobiales_Incertae_Sedis_Genus	Legionella	Craurococcus	Pseudorhodoplanes	Blastococcus	Pedosphaeraceae_Genus	Phreatobacter	Fluviicoccus	Caulobacter	Candidatus_Paracaedibacter	Dechloromonas	Rickettsiaceae_Genus	Chitinophagales_Genus	Culicoidibacter	Clostridium	Gammaproteobacteria_Genus	SWB02	Noviherbaspirillum	Crenobacter	Variovorax	Parachlamydiaceae_Genus	Streptococcus	Gemmata	X37.13_Genus	Haliangiaceae_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Comamonadaceae_Genus	Piscinibacter	Siminovitchia	Nitrospira	Rhodococcus	Frankiales_Genus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Roseomonas	env.OPS_17_Genus	Paracoccus	Pirellulaceae_Genus	Pseudomonas	Hyphomicrobiales_Genus	Pedomicrobium	Reyranella	JGI_0001001.H03	Rhodocyclaceae_Genus	Candidatus_Bealeia	Luteolibacter	Cytophagales_Genus	Nocardia	Gemmataceae_Genus	Aeromonas	Candidatus_Protochlamydia	Enterobacterales_Genus	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Planctomycetes_Genus	Paracoccaceae_Genus	Jeotgalicoccus	Nocardioides	Lysobacter	Luteimonas	Burkholderiales_Genus	Candidatus_Megaira	Bacillota_Genus	Terrimonas	Fimbriiglobus	Leuconostoc	Kinneretia	Blastocatellaceae_Genus	Aquihabitans	Caldilineaceae_Genus	Pirellula	Burkholderia.Caballeronia.Paraburkholderia	bacteriap25_Genus	Brevifollis	Granulosicoccus	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Sandaracinaceae_Genus	Marmoricola	Emticicia	NS9_marine_group_Genus	Hyphomicrobium	Fusobacteriaceae_Genus	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Armatimonadaceae_Genus	Anaerovorax	Microscillaceae_Genus	Paludibaculum	NS11.12_marine_group_Genus	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Granulicatella	Flavobacterium	Sphingomonas	Devosia	Saprospiraceae_Genus	Staphylococcus	Leeia	Chlamydiales_Genus	Agitococcus	Microtrichaceae_Genus	Ensifer	Paucibacter	Cloacibacterium	Telmatocola	Rhizobium	Paenirhodobacter	Nitrosomonas	Novosphingobium	Gemmatimonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Aeromicrobium	Polyangiia_Genus	P3OB.42	Roseicella	A21b_Genus	Moraxellaceae_Genus	Blastocatella	Cetobacterium	Gaiellales_Genus	Shinella	Sutterellaceae_Genus	Meiothermus	Fluviicola	Niveibacterium	Vibrionaceae_Genus	Exiguobacterium	Chitinilyticum	AAP99	SM2D12_Genus	Rickettsiella	Acinetobacter	Eremiobacteria_Genus	Candidatus_Ovatusbacter	Shewanella	Bosea	Bryobacteraceae_Genus	Pectobacteriaceae_Genus	X11.24_Genus	JG30.KF.CM45_Genus	Runella	Tetragenococcus	Sphingomonadaceae_Genus	Abditibacterium	Oligoflexaceae_Genus	Enterovirga	Stagnimonas	Rhizorhapis	Rubrivivax	Mycobacterium	Neochlamydia	Blfdi19_Genus	Lonsdalea	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Actinobacteria_Genus	Opitutaceae_Genus	Pseudomonadota_Genus	Pasteurella	Chryseobacterium	Gemmobacter	Kineosporiaceae_Genus	Microtrichales_Genus	Bdellovibrio	Rhodovastum	Sphingopyxis	Rhizobiaceae_Genus	Cellvibrio	Obscuribacteraceae_Genus	Marinomonas	Synechococcus_PCC.7902	cvE6_Genus	Pseudoduganella	Pir4_lineage	Agromyces	Planctomycetota_Genus	mle1.27_Genus	IMCC26207	Dyadobacter	Agriterribacter	Brevundimonas	Thermoleophilia_Genus	MBNT15_Genus	Undibacterium	Ligilactobacillus	Aeromonadaceae_Genus	Stella	Vibrio	Neisseriaceae_Genus	OM190_Genus	TM7a	Geodermatophilaceae_Genus	Caedibacter	Leucobacter	Parvibium	Pseudolysobacter	Dinghuibacter	WY65	Glutamicibacter	Sediminibacterium	BIrii41_Genus	Rothia	alphaI_cluster	Lysobacteraceae_Genus	Pseudoxanthomonas	Vampirovibrionales_Genus	Chitinophagaceae_Genus	Armatimonas	Kapabacteriales_Genus	Chlamydiaceae_Genus	Phenylobacterium	Alphaproteobacteria_Genus	Candidatus_Alysiosphaera	Bacillaceae_Genus	Gordonia	Alicyclobacillus	Deinococcus	PeM15_Genus	LWQ8_Genus	Fimbriimonadaceae_Genus	Gemmatimonas	TRA3.20_Genus	Bacilli_Genus	Tundrisphaera	KD4.96_Genus	Curvibacter	PMMR1	Bradyrhizobium	OLB17	Vicinamibacteraceae_Genus	Flavihumibacter	Anaerocolumna	Longivirga	Rhodospirillales_Genus	Holosporaceae_Genus	Pontibacter	SH3.11	Kineococcus	Sphingobium	CL500.3	Ruminiclostridium	Chromobacteriaceae_Genus	Aquabacterium	Myxococcaceae_Genus	Barnesiellaceae_Genus	Pyrinomonadaceae_Genus	Candidatus_Abawacabacteria_Genus	Aerococcaceae_Genus	Candidatus_Obscuribacter	Serinicoccus	Oscillospiraceae_Genus	Babeliaceae_Genus	Opitutus	X67.14_Genus	Malacoplasma	Blastomonas	Cypionkella	Paraconexibacter	Elstera	Defluviimonas	Ellin6055	Massilia	Thermomicrobiales_Genus	Thermodesulfobacteriota_Genus	Paraclostridium	Micromonospora	Alcaligenaceae_Genus	Pseudomonadales_Genus	Hyphomicrobiaceae_Genus	Methylorubrum	Brevitalea	Sporichthyaceae_Genus	Psychromonas	Rubritaleaceae_Genus	Campylobacterales_Genus	Fusobacteriales_Genus	Stenotrophomonas	Adhaeribacter	Thermoactinomycetaceae_Genus	Nevskiaceae_Genus	Simkaniaceae_Genus	OLB12	RBG.13.54.9_Genus	Hirschia	Plesiomonas	Knoellia	Lactococcus	Unknown_Family_Genus	Thermus	Rheinheimera	Sporomusaceae_Genus	Acidiferrimicrobium	Chitinimonas	Frisingicoccus	Raineya	NB1.j_Genus	Altererythrobacter	Rhodopseudomonas	Methylobacterium	Vampirovibrio	Acidovorax	Kocuria	Polyangiales_Genus	Elsteraceae_Genus	Peptoniphilus	Bacillus	Methyloligellaceae_Genus	Mesorhizobium	Micavibrionales_Genus	Veillonellales.Selenomonadales_Genus	Pseudorhizobium	Mariniblastus	Azospira	Rhodospirillaceae_Genus	Hassallia	Nannocystis	Isosphaeraceae_Genus	Fuscovulum	Aureimonas	Vermiphilaceae_Genus	Turneriella	Polyangiaceae_Genus	Permianibacter	Geodermatophilus	Hyphomonadaceae_Genus	Nordella	Delftia	Sandaracinus	Actinoplanes	Corynebacterium	Haliscomenobacter	Latilactobacillus	Ferruginibacter	Flectobacillus	Desulfotomaculum	Anaerospora	Thermobrachium	Peptostreptococcaceae_Genus	Romboutsia	Babeliales_Genus	Pediococcus	Lactobacillaceae_Genus	AKYH767_Genus	Bordetella	Acidibacter	Hydrogenophaga	Bacteroidales_Genus	Intrasporangiaceae_Genus	Aurantisolimonas	Acetobacteraceae_Genus	SM1A02	Perlucidibaca	Coxiella	Acetivibrio	Anaerotaenia	Vogesella	CL500.29_marine_group
f27	0	165	0	201	302	0	0	19	180	8315	0	0	0	1407	0	0	298	15	81	58	8	3529	0	0	0	91	0	2018	5	0	0	1980	127	0	0	0	29	160	132	1024	3734	475	0	84	0	84	0	0	0	0	0	26	47	0	596	33	0	0	0	53	0	0	2730	0	109	0	117	0	114	0	0	0	0	0	0	284	0	0	8	0	0	0	107	0	286	1293	0	0	0	71	0	0	0	0	282	0	0	0	0	0	30	0	0	385	0	0	118	0	17	27	49	0	39	871	0	226	76	3109	94	0	0	0	30	0	0	0	0	0	0	3	0	860	0	0	225	0	0	1644	0	0	0	0	0	0	0	24	0	0	180	0	0	0	13	539	0	14	0	7	0	3	0	100	27	0	0	0	1242	0	0	0	28	0	0	0	199	0	86	167	167	0	104	3	0	0	0	0	0	34	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	566	0	0	20	0	0	0	1151	0	0	44	112	0	0	0	0	0	0	0	387	0	0	0	0	0	18	75	306	0	0	46	0	0	0	699	0	0	0	133	0	0	0	0	19	31	0	0	0	0	0	0	0	0	0	0	6	0	0	19	0	0	0	0	8	0	0	0	0	0	12	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	79	0	0	659	0	0	0	0	0	0	64	0	0	0	0	0	1206	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	1431	0	0	0	0	0	0	0	0
f28	0	0	0	31	44	0	0	0	50	552	0	0	5	1522	0	0	3738	48	117	0	0	1378	0	0	0	22	0	220	0	0	0	109	15	0	0	14	0	13	30	147	224	0	0	934	0	5	0	3	0	0	0	15	11	0	56875	0	0	0	0	0	7	4	1247	0	4	0	34	5	0	0	0	0	0	0	0	95	0	10	0	0	20	0	11	0	228	788	2	0	41	48	0	0	15	0	34	0	0	0	0	0	0	0	0	484	0	0	128	0	0	0	19	0	61	2934	21	0	12	533	18	0	0	0	0	0	0	3	0	8	0	0	0	12637	0	0	422	0	19	270	0	0	135	0	0	0	30	0	0	1087	27	0	0	0	0	196	0	0	0	0	0	0	0	45	23	5	0	0	39	0	19	0	0	3	0	0	236	0	0	0	21	0	0	66	0	0	0	0	0	11	0	0	0	4	0	0	0	0	0	41	0	0	0	0	0	19	0	0	0	0	0	0	268	0	0	63	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	165	0	0	0	0	0	0	99	0	0	0	17	0	3	0	0	18	0	0	3	12	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0
f29	0	0	0	0	0	0	0	0	0	34	0	0	0	150	0	0	374	0	0	0	0	1855	0	0	5	0	0	33	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	467	0	0	0	0	0	0	0	0	4	0	81307	0	0	3	0	0	7	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	331	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1542	0	0	111	0	3	63	0	0	116	0	0	0	8	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0
f30	0	0	0	10	9	0	0	0	4	171	0	0	0	257	0	0	14344	8	5	0	0	350	0	0	19	0	0	42	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	54	8	0	0	0	0	0	0	16	0	0	45821	0	0	0	0	0	5	0	176	0	2	0	0	0	0	0	0	0	0	0	0	20	0	5	0	0	0	0	0	0	21	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	6	0	0	101	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	18970	0	0	147	0	0	17	0	3	56	0	0	0	0	0	0	450	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0
f51	0	0	0	0	96	0	0	14	0	782	0	0	0	650	0	0	238	256	159	4	0	807	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	81	0	64	0	17	0	1217	0	9	0	0	0	0	0	190	72	0	62300	0	0	11	0	0	9	0	1767	0	64	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	320	16	0	0	0	21	0	5	0	164	1183	119	0	264	643	0	0	0	0	0	0	0	0	0	0	0	0	0	5860	0	0	50	0	0	103	0	0	44	0	0	0	0	0	0	106	30	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	3	0	0	0	0	0	0	0	910	0	57	383	0	0	54	1228	0	0	0	0	0	19	0	0	0	31	0	0	0	0	37	93	0	0	0	0	3	0	0	0	0	0	0	0	194	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	130	0	0	0	188	0	0	0	0	169	0	0	0	5	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	0	0	0	0	0	0	0	0
f81	4	8	0	173	54	0	0	0	146	731	12	19	12	1056	0	0	151	54	186	13	0	376	0	0	0	257	2	4370	0	0	0	459	26	0	55	30	0	78	4	127	97	10	0	237	0	44	3	0	0	0	2	394	39	99	832	0	0	0	0	63	19	0	961	0	0	4	497	8	0	0	10	126	0	0	0	35	0	24	0	0	41	0	23	0	613	3131	6	9	110	0	0	0	0	62	36	35	0	65	0	0	0	8	0	333	0	116	184	0	75	0	0	0	464	6034	22	46	118	563	154	41	4	0	24	0	0	5	0	3	155	0	12	338	0	0	71	0	0	92	0	8	19	47	0	0	141	60	0	24	72	6	0	34	58	701	0	0	0	2	0	16	0	37	167	0	0	0	78	0	0	0	3	0	0	0	224	10	15	13	38	11	112	226	3	0	0	0	419	22	0	0	9	9	3	0	4	0	0	25187	0	0	0	0	0	213	0	0	0	0	0	15	205	0	0	54	2	0	0	0	0	0	56	0	16	0	0	0	0	0	48	0	83	9	0	0	0	0	0	87	0	14	0	137	0	17	0	0	10	11	0	0	10	0	0	0	0	0	113	0	5	0	0	0	14	0	0	0	0	17	0	0	19	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	52	24	0	0	0	0	0	2	0	0	0	0	0	0	45	0	0	130	0	4	0	0	7	0	0	0	0	0	0	0	0	22	6	0	787	0	0	11	0	0	0	50	21	0	0	0	0	1186	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0
f82	0	21	0	216	101	0	0	0	54	896	0	0	18	1268	0	0	1313	286	306	6	0	1519	0	0	0	186	2	4431	0	0	28	435	17	0	19	67	0	133	0	252	104	0	0	783	0	22	6	0	22	0	3	3549	24	34	20826	0	2	0	0	45	25	0	1435	0	3	0	463	5	0	0	0	90	0	0	0	114	0	64	0	0	12	0	33	0	1560	2006	8	0	129	19	5	0	6	12	85	0	0	0	0	0	0	32	0	352	0	40	384	0	0	18	26	0	107	2634	0	77	74	748	106	33	7	0	20	6	0	32	0	8	0	0	15	3135	0	0	192	0	18	177	0	0	1129	55	0	0	21	11	0	54	42	0	0	326	15	762	0	0	0	0	0	0	0	87	202	9	0	0	57	0	43	0	0	0	0	0	612	0	23	44	49	0	68	84	0	0	0	5	9	26	237	0	2	13	0	0	0	0	0	97	0	0	0	0	0	174	0	0	0	0	0	37	387	0	0	16	0	0	21	0	8	0	80	0	9	0	0	0	0	0	14	0	59	20	0	0	0	0	0	204	2	0	0	74	0	18	0	0	41	8	0	0	33	0	0	0	14	0	92	0	0	0	0	0	0	0	0	0	0	4	0	0	65	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	23	82	0	0	0	0	0	53	0	0	0	0	4	0	38	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	541	0	0	0	0	0	0	30	0	0	0	0	0	1542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0
f83	22	23	0	222	185	0	0	0	744	2432	0	0	28	1018	0	0	934	75	314	101	0	919	0	0	0	946	0	7723	0	0	5	457	111	0	128	22	0	202	0	65	85	0	3	934	18	105	5	0	0	0	0	2062	168	500	10927	0	0	0	0	397	38	0	1848	0	3	58	891	20	0	3	12	1012	0	0	0	38	0	177	0	0	59	0	61	0	1218	8537	113	0	104	28	89	0	34	0	29	23	0	17	0	0	0	170	0	326	0	16	1313	0	0	0	19	0	321	2653	0	657	1599	510	708	167	0	0	24	0	0	110	7	15	0	0	52	1632	0	0	41	0	37	69	0	0	163	47	14	0	0	117	0	85	60	0	0	62	22	548	0	0	0	15	0	0	0	0	835	0	0	0	340	6	11	0	3	0	0	0	584	46	6	31	6	0	132	28	16	0	0	3	0	0	301	3	0	0	0	0	0	0	10	68	0	0	0	5	0	844	0	0	0	0	0	127	189	0	0	596	4	0	0	0	0	0	238	0	94	0	0	0	0	0	27	0	0	0	0	0	0	0	0	376	0	140	0	605	5	33	0	0	7	11	14	0	0	0	0	0	0	0	51	0	0	173	0	0	310	0	0	0	9	0	0	0	107	0	1530	16	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	95	0	0	0	0	0	30	0	0	0	0	20	0	185	0	9	164	0	0	6	0	0	0	0	0	0	0	0	0	0	23	9	0	505	0	0	10	0	0	0	74	56	0	0	0	0	4092	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0
f84	0	0	0	0	5	0	0	3	0	43	0	0	0	0	0	0	1812	0	47	0	0	1444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	462	0	0	0	0	0	0	0	0	6	3	57750	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	12	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	12	1449	0	0	0	95	0	0	0	0	0	0	0	0	0	4	0	0	0	3785	0	0	0	0	19	0	0	0	5412	0	0	0	0	0	0	207	24	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	5	0	0	0	0	0	102	0	0	0	0	0	0	3	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
f85	0	0	0	0	14	0	0	0	0	104	0	0	3	89	0	0	1604	0	99	0	0	2787	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	4044	0	5	0	0	0	0	0	0	4	0	72187	0	0	0	0	0	0	0	849	0	0	0	0	0	0	0	0	9	0	0	0	23	0	11	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	25	922	0	0	0	146	0	0	0	0	0	9	0	0	0	0	0	0	0	4789	0	0	0	0	23	14	0	0	207	0	0	0	4	0	0	221	124	0	0	0	0	0	0	0	0	0	0	0	0	0	93	3	0	0	2	0	6	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	2	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	4	0
f86	0	0	0	0	89	0	0	0	0	415	0	0	0	30	0	0	4423	0	320	0	0	2659	0	0	0	5	0	53	0	0	7	11	0	0	0	28	0	4	0	121	0	0	0	2653	2	0	4	0	0	0	0	0	81	34	49396	0	6	0	0	0	18	0	2050	0	0	0	0	0	0	0	0	0	0	0	0	26	0	33	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	281	0	0	0	0	0	0	0	0	101	16793	0	0	34	508	0	0	0	0	0	7	0	0	0	15	0	0	0	3926	0	0	0	0	62	0	0	0	1483	0	0	0	0	0	0	155	195	0	0	0	20	0	0	0	0	0	0	0	0	0	392	11	0	0	0	0	20	0	0	0	0	0	670	0	22	0	0	0	0	4	0	0	0	0	5	6	1226	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	19	0	0	0	0	0	344	0	0	0	23	0	0	0	0	0	0	8	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
f87	0	0	0	0	3	0	0	0	0	80	0	0	0	71	0	0	1534	0	51	0	0	1722	0	0	17	0	0	10	0	0	0	6	0	0	0	0	0	0	0	35	0	0	0	1813	0	0	0	0	0	0	0	0	7	4	81360	0	0	0	0	0	0	0	308	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	23	1861	0	0	0	80	0	0	0	0	0	8	0	0	0	3	0	0	0	2823	0	0	0	0	38	4	3	0	160	0	0	0	0	0	0	178	50	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	14	0	0	5	2	0	148	0	0	0	0	0	0	0	0	0	0	0	0	3	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f88	0	28	0	239	97	0	3	0	133	1100	0	0	6	782	5	4	1142	1227	392	91	0	1794	30	0	0	316	0	3043	3	9	19	624	27	0	164	26	0	51	4	228	153	0	0	1583	17	74	15	0	0	0	0	1526	654	202	24062	11	0	0	0	117	32	0	2180	0	8	4	558	19	0	0	81	260	0	0	0	40	0	83	0	0	45	5	54	0	2411	2841	21	0	139	0	41	0	12	5	66	21	12	10	0	0	0	75	0	426	0	48	680	0	8	14	27	0	198	5534	0	255	162	946	178	31	21	0	10	5	0	7	8	0	0	0	17	1816	0	0	100	0	162	167	0	4	375	54	5	0	33	71	2	63	90	0	0	329	22	948	0	0	0	0	0	0	8	50	954	19	0	0	145	3	45	0	2	0	0	0	700	0	13	97	44	0	102	146	7	5	0	5	0	15	551	0	11	7	0	0	0	0	11	154	0	0	7	0	0	142	7	0	0	0	0	35	181	7	12	84	14	0	19	0	0	0	62	0	12	0	10	0	24	0	64	0	89	15	0	10	0	0	0	575	0	59	0	119	0	27	0	0	19	0	0	0	17	0	4	0	0	0	95	0	0	0	0	0	34	0	6	0	0	6	0	0	60	0	195	0	0	0	0	5	0	0	0	27	0	0	23	0	9	0	0	0	0	0	0	0	3	0	0	63	79	0	0	0	0	0	146	0	0	0	0	0	0	81	0	0	228	0	0	0	0	0	0	25	0	0	0	0	0	0	35	0	0	451	0	0	0	0	0	0	21	16	0	0	0	0	1882	0	28	0	15	0	0	0	0	2	0	0	0	0	0	6	0	0	185	0	0	0	0	0	0	0	0
