feature	Oleiharenicola	Halomonas	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Parachlamydiaceae_Genus	Fluviicoccus	Dechloromonas	Rickettsiaceae_Genus	Rhodovarius	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	SWB02	Noviherbaspirillum	Crenobacter	Blfdi19_Genus	Streptococcus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Pedomicrobium	Reyranella	JGI_0001001.H03	Candidatus_Bealeia	Luteolibacter	Babeliaceae_Genus	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	env.OPS_17_Genus	Lysobacter	Luteimonas	Terrimonas	Leuconostoc	Acinetobacter	Rubrivivax	Aeromonas	Larkinella	Burkholderia.Caballeronia.Paraburkholderia	Fimbriimonadaceae_Genus	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Pseudomonas	Brevibacterium	Kocuria	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Microscillaceae_Genus	Fimbriiglobus	Paludibaculum	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Flavobacterium	Gammaproteobacteria_Genus	Devosia	Saprospiraceae_Genus	Peptostreptococcus	Leeia	Chlamydiales_Genus	Emticicia	Phreatobacter	Microtrichaceae_Genus	Ensifer	Novispirillum	Haliangiaceae_Genus	Paucibacter	Telmatocola	Paracoccaceae_Genus	Nocardia	Paenirhodobacter	Nitrosomonas	Novosphingobium	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Sphingomonas	Gemmataceae_Genus	Polyangiia_Genus	P3OB.42	A21b_Genus	Cetobacterium	Deinococcus	Shinella	Sutterellaceae_Genus	Fluviicola	Legionella	Exiguobacterium	Burkholderiales_Genus	AAP99	SM2D12_Genus	Chitinilyticum	Vibrio	Roseomonas	Candidatus_Ovatusbacter	Shewanella	Bryobacteraceae_Genus	Caulobacter	Tetragenococcus	Abditibacterium	Chitinivorax	Stagnimonas	Neochlamydia	Sandaracinaceae_Genus	Leucobacter	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Opitutaceae_Genus	Anaerovorax	Micavibrionales_Genus	X37.13_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Cytophagales_Genus	Kinneretia	Rhizorhapis	cvE6_Genus	Pir4_lineage	mle1.27_Genus	Methylibium	IMCC26207	Polymorphobacter	Dyadobacter	Aquihabitans	Brevundimonas	Agromyces	LiUU.11.161_Genus	Undibacterium	Stella	Neisseriaceae_Genus	TM7a	Caedibacter	X0319.6G20_Genus	JG30.KF.CM45_Genus	Parvibium	Pseudolysobacter	Arthrospira_PCC.7345	Citrobacter	Dinghuibacter	Chryseobacterium	Glutamicibacter	Rhizobium	Sediminibacterium	Candidatus_Megaira	alphaI_cluster	Runella	Chitinophagaceae_Genus	NS11.12_marine_group_Genus	Dietzia	Cellvibrio	Candidatus_Alysiosphaera	Gemmatimonas	TRA3.20_Genus	Aquicella	KD4.96_Genus	Curvibacter	Brucella	Gemmata	CM1G08	Bradyrhizobium	Aerococcus	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	Candidatus_Paracaedibacter	Rhodospirillales_Genus	Thermodesulfobacteriota_Genus	Rhizorhabdus	Bdellovibrio	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	Dechlorobacter	Aeromicrobium	CL500.3	Ruminiclostridium	Nocardioides	Aquabacterium	Sphingomonadaceae_Genus	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Holosporaceae_Genus	Acetobacteroides	Variovorax	Candidatus_Obscuribacter	Oscillospiraceae_Genus	Bosea	bacteriap25_Genus	Oligoflexaceae_Genus	Pirellula	Babeliales_Genus	Weeksellaceae_Genus	X67.14_Genus	Malacoplasma	Blastomonas	PeM15_Genus	Cypionkella	OM190_Genus	Cloacibacterium	Paraconexibacter	Defluviimonas	Rhodovastum	Massilia	Parageobacillus	X11.24_Genus	Thermomicrobiales_Genus	Gordonia	Fuscovulum	Paraclostridium	Pseudomonadales_Genus	Methylorubrum	Gemmobacter	MBNT15_Genus	Blastocatella	Brevitalea	Rhizobiaceae_Genus	Spirosomataceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodocyclaceae_Genus	Weissella	Stenotrophomonas	Planococcus	Simkaniaceae_Genus	Azospira	Hirschia	Plesiomonas	Agitococcus	OLB12	Thermus	Rheinheimera	Sporomusaceae_Genus	Chitinimonas	Raineya	Barnesiellaceae_Genus	Hydrogenophaga	NB1.j_Genus	Acidovorax	Pirellulaceae_Genus	Altererythrobacter	Rhodopseudomonas	Bacillus	Mesorhizobium	Hyphomicrobiales_Genus	Hassallia	Gaiellales_Genus	Nannocystis	WY65	Chthoniobacter	Eremiobacteria_Genus	Turneriella	Permianibacter	Hyphomonadaceae_Genus	Pseudoduganella	Lactococcus	Nordella	Delftia	Sandaracinus	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Marinomonas	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Vogesella	Ferruginibacter	Flectobacillus	Desulfotomaculum	Obscuribacteraceae_Genus	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	Bryobacter	Sphingobium	AKYH767_Genus	Bordetella	Haliscomenobacter	Panacibacter	Pseudoxanthomonas	Niveibacterium	Blastococcus	Elsteraceae_Genus	SM1A02	Perlucidibaca	Coxiella	Polyangiaceae_Genus	Aurantisolimonas	Anaerotaenia	Limosilactobacillus	CL500.29_marine_group
f86	0	0	0	0	0	0	0	30	0	0	0	4423	392	0	0	0	2659	0	0	0	0	7	0	0	28	0	4	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	49396	0	0	0	0	0	0	0	0	2653	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	278	320	0	0	0	0	0	2	415	0	101	0	53	16793	0	2050	81	508	0	0	0	0	0	7	0	34	0	0	0	3926	0	0	0	62	89	0	0	0	0	1483	0	121	0	155	0	0	0	0	0	0	11	0	0	0	0	20	0	0	0	0	0	22	0	0	0	0	0	0	6	0	0	0	0	0	26	0	1226	0	0	0	0	0	0	0	20	0	0	0	0	25	0	12	34	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	8	0	0	0	0	195	0	0	33	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	33	0	0	0	0	670	6	0	0	0	0	0	0	0	0	0	0	4	0	0	192	0	0	0	0	0	0	0	4	0	0	0	0	0	12	0	10	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	15	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	92	0	0	0
f87	0	0	0	0	0	0	0	71	0	0	0	1534	51	0	0	0	1722	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81360	0	0	0	0	0	0	0	0	1813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	51	0	0	0	0	0	0	80	0	23	0	10	1861	0	308	0	80	0	0	6	0	0	8	0	4	0	0	0	2823	0	0	0	38	0	0	14	0	0	160	0	35	0	178	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
f88	0	0	239	0	133	0	0	782	5	0	4	1142	949	1227	91	0	1794	0	0	3	9	19	27	164	26	0	51	4	74	15	0	0	0	0	0	0	117	32	153	0	558	81	0	33	50	24062	0	0	10	45	54	0	2391	2836	1583	0	0	0	0	41	12	5	66	11	21	10	260	0	0	75	426	392	48	680	0	8	14	139	1100	0	198	0	3038	5534	255	2180	654	946	178	31	624	0	10	5	0	202	7	8	0	1816	89	0	100	162	97	4	17	54	5	375	0	228	2	63	0	0	0	0	0	0	19	21	0	145	3	45	10	2	12	0	0	13	0	0	1488	0	8	5	15	11	0	7	0	0	40	0	551	0	154	7	0	7	0	28	22	0	35	0	0	181	0	12	162	84	0	19	945	60	0	0	136	24	0	0	0	0	59	0	316	0	115	0	0	27	0	0	6	0	5	0	97	14	12	17	0	0	0	0	8	95	0	0	0	0	0	30	34	6	90	0	0	83	0	0	6	0	0	15	60	140	0	0	0	44	0	0	329	0	64	451	0	27	0	700	11	17	23	98	0	0	21	0	0	0	0	3	0	63	79	27	0	0	0	146	0	0	0	6	0	228	0	0	81	0	25	6	35	0	0	7	0	71	0	0	21	0	0	16	0	0	0	195	19	0	0	0	5	575	0	0	0	28	0	15	7	0	0	0	0	0	0	0	1882	0	0	152	0	0	0	0	0	0	185	0	0	0
f89	0	0	0	0	0	0	0	8	0	0	0	10788	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66125	0	0	0	0	0	0	0	11	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	19	0	20	0	10	623	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	16483	0	0	0	0	7	0	0	0	0	69	0	5	0	1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f90	0	0	0	0	0	0	0	218	0	0	0	1095	250	20	0	0	3947	0	45	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54892	0	0	0	0	0	0	0	0	2847	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	61	165	0	0	0	0	0	0	288	0	67	0	0	230	0	1044	0	198	0	0	0	0	0	0	16	20	0	0	0	2367	0	0	14	0	60	0	0	0	0	900	0	88	0	292	0	10	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	10	0	0	0	0	0	6	2	0	0	0	0	0	19	0	622	0	0	0	0	0	0	4	6	0	0	0	0	46	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	19	0	0	0	0	0	0	8	0	22	0	0	0	0	0	0	0	37	0	0	0	0	565	6	0	0	0	0	0	0	0	0	0	0	4	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	16	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0
f111	0	21	245	16	97	0	0	1334	0	22	0	1384	1109	19	0	0	3317	3	0	0	0	0	0	0	27	0	243	0	24	10	0	0	0	0	0	0	12	19	1274	59	1278	0	0	66	653	28670	0	0	0	167	5	0	978	0	8366	0	0	0	61	0	0	13	15	24	0	23	57	0	0	87	381	391	51	21	0	0	9	299	569	0	113	0	137	2778	0	1637	140	464	10	0	928	0	0	0	0	175	0	0	0	10454	12	0	489	263	76	0	0	0	0	35	0	84	0	1341	0	2	0	0	112	0	0	0	0	135	0	14	0	0	0	15	0	80	0	3	340	0	4	0	66	0	0	0	81	0	177	0	12	0	32	0	0	4	0	44	8	0	0	0	0	114	0	0	26	0	34	0	13	0	0	0	195	4	0	0	0	0	9	0	36	0	0	0	0	0	13	0	0	0	0	0	105	0	3	109	0	0	0	0	4	19	0	0	0	0	0	0	0	0	55	0	0	23	0	0	124	0	0	9	87	15	69	0	0	27	0	0	0	0	34	192	0	0	0	268	0	0	0	100	4	0	0	495	0	0	0	0	151	0	25	27	0	0	0	0	48	0	0	0	0	56	28	0	0	0	5	9	0	0	0	0	14	0	3	0	0	7	0	0	0	0	0	403	71	0	0	15	0	64	0	0	63	0	0	0	0	0	0	0	0	0	0	0	200	0	0	601	0	0	0	0	0	0	405	0	0	0
f112	0	0	64	0	19	0	0	1099	0	0	0	52	762	0	2	0	540	0	0	0	0	17	0	4	17	0	28	0	9	0	0	0	0	0	0	0	167	14	114	0	68	10	0	238	51	64789	0	0	0	24	10	0	29	0	3999	0	0	0	0	0	0	14	0	9	0	0	71	0	0	9	65	40	48	0	0	0	0	40	142	0	0	0	0	434	0	217	2677	17	0	0	323	0	0	0	0	7	0	0	0	245	18	0	48	0	13	0	0	63	0	96	0	5	0	147	0	0	0	0	0	0	0	3	0	31	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	8	0	0	0	4	0	225	0	0	16	2	0	7	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	81	0	0	0	0	0	0	0	63	0	55	0	0	0	0	0	0	0	0	0	0	0	0	4	62	0	0	0	8	30	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7	0	0	0	32	18	0	0	0	0	0	0	0	0	29	0	0	0	0	50	0	0	0	16	0	0	0	7	2	0	0	0	0	0	26	11	0	0	0	0	10	0	0	0	0	0	0	0	0	0	7	0	53	0	0	0	0	0	5	0	0	254	49	0	0	0	65	16	0	0	0	0	0	23	0	0	157	0	0	0	0	0	0	0	0	0	0	0	28	0	0	142	6	0	0	0	0	0	0	0	0	0
f113	0	0	5	0	0	0	0	15	0	0	0	1003	113	2	0	0	420	0	0	0	0	0	0	2	0	0	16	0	0	0	0	0	0	0	0	0	0	0	17	0	11	0	0	17	32	58487	0	0	0	5	0	0	0	0	754	0	0	0	0	0	0	0	0	0	0	0	14	0	0	6	58	13	0	0	0	0	0	0	47	0	0	0	0	96	0	66	0	10	0	0	0	0	0	0	0	3	0	0	0	12221	0	0	88	0	0	0	0	0	0	47	0	0	0	736	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	63	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
f114	0	0	0	0	0	0	0	50	0	0	0	33	20	5	0	0	58	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	80194	0	4	0	0	0	0	22	0	3537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2	0	0	19	0	0	0	11	0	0	0	0	160	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	88	0	0	0	0	6	0	0	0	0	0	0	0	0	43	0	0	0	0	0	4	0	0	0	0	0	12	0	0	33	18	0	0	0	0	0	0	0	0	0
f115	0	46	323	36	77	16	0	527	0	56	0	1134	2498	86	0	0	3158	0	13	0	0	0	0	0	0	0	512	0	60	34	0	0	5	0	0	0	0	17	1517	0	0	0	0	31	1062	31100	0	0	0	0	15	0	0	0	6766	0	0	0	0	0	0	0	0	93	0	13	60	0	0	677	144	728	79	0	0	0	14	0	1059	0	183	0	0	3640	5	2518	508	482	0	0	1097	0	0	0	0	402	0	0	0	3584	0	0	490	112	452	0	0	0	0	315	0	192	0	508	0	0	0	0	9	0	0	0	0	74	0	4	0	0	0	0	0	118	0	0	0	0	0	0	109	0	0	30	148	0	393	0	10	0	0	0	0	0	0	59	33	0	0	0	0	103	0	13	51	0	75	19	0	0	0	0	139	4	0	0	0	0	0	0	82	0	65	0	0	0	0	8	0	0	0	0	207	0	0	146	0	0	0	0	5	0	0	0	0	0	0	0	21	0	70	0	8	45	0	0	244	3	0	8	170	0	14	0	0	52	0	0	0	0	184	315	0	0	0	395	12	0	0	170	0	0	0	304	0	4	0	0	78	0	31	0	0	0	0	0	0	0	0	0	0	0	96	0	90	0	31	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	73	0	0	18	0	247	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	505	0	0	0	0	0	0	180	0	0	0
f116	0	0	24	0	0	0	0	107	0	0	0	243	144	0	0	0	1445	0	0	0	0	0	0	0	0	0	26	0	2	0	0	0	0	0	0	0	0	0	50	0	0	0	0	11	134	55145	0	0	0	0	0	0	4	0	4213	0	0	0	0	0	0	0	0	12	0	0	6	0	0	13	117	53	4	0	0	0	0	0	120	0	0	0	17	1402	0	131	15	36	0	0	310	0	0	0	0	0	0	0	0	327	0	0	30	8	31	0	0	0	0	96	5	9	0	120	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	36	0	0	0	5	0	0	0	15	0	25	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	25	0	0	3	57	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	22	0	0	0	82	0	0	0	0	0	0	0	0	0	0	32	0	0	0	33	0	0	0	0	0	0	0	12	0	0	0	0	0	0	35	15	0	0	0	0	4	0	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	5	0	0	0
f117	0	0	462	0	120	0	0	343	0	62	0	15	1693	0	44	0	8061	19	0	0	0	15	0	0	0	78	540	0	90	15	0	0	0	0	0	0	126	0	737	212	4374	0	0	0	968	1147	427	49	27	33	95	0	912	14	340	0	0	0	161	0	0	83	0	69	0	0	401	0	0	147	127	591	20	103	0	10	0	0	517	0	0	0	2684	590	119	2584	70	270	240	502	2197	0	37	0	0	318	0	63	0	390	0	0	260	0	230	0	0	0	0	0	0	42	0	68	0	0	0	0	0	0	7	14	0	523	0	0	0	80	0	0	0	250	0	34	3068	0	0	0	5	19	84	47	193	0	573	0	0	4	0	0	0	8	0	178	37	0	0	0	0	64	0	0	0	167	81	0	130	191	0	0	8	67	0	0	0	0	260	0	83	0	271	0	20	55	0	17	0	0	0	0	238	383	0	0	0	0	0	0	179	74	0	186	0	0	0	0	0	0	5	0	0	25	0	0	185	6	0	0	77	887	0	17	0	0	0	0	74	0	12	2224	0	0	69	179	51	0	0	51	35	0	0	190	0	0	0	0	44	19	28	0	0	0	0	0	0	0	0	31	0	229	0	0	76	0	0	26	0	9	0	0	0	0	68	0	61	0	0	0	0	0	0	529	210	0	17	0	0	198	0	0	171	0	0	0	0	0	0	0	0	0	0	0	2370	0	0	0	150	0	0	0	0	0	402	0	0	0
f118	0	0	274	0	0	0	0	221	0	65	0	50	136	328	0	0	3030	0	0	0	0	0	0	221	16	7	473	0	137	83	0	0	0	0	0	7	69	0	234	0	577	0	0	129	347	2710	213	28	0	123	0	0	1016	0	10704	0	23	0	117	0	0	0	0	0	0	2	0	0	0	0	1143	53	0	63	0	0	0	0	290	42	14	0	2039	2632	53	1671	129	238	17	26	967	0	0	0	37	99	0	0	0	337	53	0	20	0	0	0	0	0	0	54	0	8	0	67	0	0	0	0	631	0	0	0	0	30	0	0	0	0	0	0	0	119	109	0	961	104	0	0	122	0	0	0	106	0	379	0	0	0	0	0	0	0	0	81	0	0	0	0	0	102	0	0	0	58	2	56	74	0	0	106	4910	36	0	0	0	0	193	9	140	35	162	0	36	0	0	0	0	0	0	0	171	0	82	0	71	0	0	573	122	120	0	0	0	0	47	62	0	0	5	0	0	0	0	0	231	3	0	59	123	45	0	0	0	0	0	0	8	0	0	1158	0	0	0	92	0	56	0	351	131	0	0	315	0	0	0	0	0	0	23	58	0	0	0	80	0	0	0	0	0	231	59	58	133	0	0	0	0	0	0	0	0	0	36	37	0	0	0	0	0	0	0	562	98	0	0	0	0	0	0	0	120	0	0	0	0	0	0	9	0	0	0	0	685	0	0	155	125	0	0	0	0	0	112	0	0	0
f119	0	17	89	0	22	0	0	882	0	31	0	780	1155	35	0	0	5091	0	11	0	0	0	0	0	9	0	264	0	25	0	0	0	0	0	0	0	0	17	672	0	83	0	0	19	399	53953	0	0	0	22	3	0	48	0	7707	0	0	0	0	0	0	0	0	65	0	18	20	0	0	217	135	383	18	8	0	0	0	0	502	0	55	4	22	2837	0	1028	237	204	0	0	678	0	0	0	0	188	0	0	0	1442	0	0	272	36	183	0	0	0	0	192	0	65	0	404	0	0	0	0	23	0	0	0	0	35	0	0	0	0	0	0	0	95	0	0	149	0	0	0	54	0	0	13	74	0	147	0	7	0	0	0	0	0	0	39	6	0	0	0	74	70	0	13	34	0	37	0	0	0	0	0	94	0	0	0	0	0	7	0	29	0	0	0	0	0	0	0	0	0	0	0	127	0	0	126	12	0	0	0	0	73	0	0	0	0	0	0	10	0	33	0	0	32	0	0	138	0	0	0	77	0	12	0	0	19	0	0	0	0	28	59	0	0	0	187	3	0	0	65	0	0	0	389	0	0	0	0	42	0	32	0	0	0	0	0	0	0	0	0	0	0	25	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	22	0	0	0	0	15	61	0	0	13	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	141	0	0	0	0	0	0	223	0	0	0
f141	0	0	112	0	0	0	0	98	0	0	0	20	17	19	0	0	52	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	696	0	79690	0	0	0	5	0	0	0	0	2077	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	197	0	61	2	0	0	0	0	0	0	0	0	9	0	0	0	233	0	0	0	0	0	0	0	0	0	17	380	18	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	5	0	10	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	17	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
f142	0	0	260	0	7	0	0	471	0	0	0	17	25	18	0	0	105	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	104	0	0	0	0	9	0	0	0	0	0	1394	0	81990	0	0	0	0	3	0	0	0	2869	0	0	0	12	0	0	0	0	0	0	6	0	0	0	0	0	6	11	0	0	0	7	0	48	0	24	0	0	110	0	122	0	26	0	0	0	0	0	0	0	21	0	0	0	242	0	0	0	0	17	0	0	0	0	19	0	30	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	9	2	0	6	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1145	0	0	0	0	0	0	8	0	0	0
f143	0	0	1896	50	30	0	0	834	0	44	0	17	283	122	3	0	349	0	9	0	0	0	0	12	44	0	117	0	0	35	0	0	419	0	0	0	10	114	91	0	0	0	0	670	116	70789	0	0	0	62	0	0	0	0	7507	0	0	0	68	4	0	0	5	0	5	45	22	0	0	23	176	47	73	6	0	0	85	89	264	0	244	0	12	303	5	446	89	19	8	0	282	0	0	0	0	163	0	0	0	249	0	0	5	0	98	0	0	0	0	103	4540	238	0	0	0	0	0	0	4	0	20	5	0	37	0	0	0	0	0	0	0	39	0	0	186	0	0	15	45	0	0	42	102	0	159	0	0	0	196	0	0	0	0	14	24	0	0	0	44	49	0	0	0	12	29	55	11	0	0	0	4	6	0	0	0	0	0	0	14	0	0	0	0	0	36	0	0	0	0	0	0	11	0	112	0	8	0	0	14	37	0	0	0	0	0	0	0	0	232	0	15	11	0	0	137	0	0	40	0	0	0	0	0	164	0	0	0	0	0	102	0	0	0	244	5	0	0	26	0	9	0	0	0	0	0	0	49	4	13	0	0	0	0	0	0	0	0	5	0	0	0	0	18	0	0	0	0	0	0	3	23	0	7	0	0	115	0	0	0	0	0	0	54	0	0	9	0	56	0	0	1508	0	0	0	7	11	0	0	0	0	0	0	46	0	0	506	0	0	0	0	0	0	17	0	0	0
